object,schema,name,kind,hops_from_seed,mapped_uc,currently_documented,wiki_path,slop_t4_hits
dwh_dbo.dim_threedsresponsetypes,DWH_dbo,Dim_ThreeDsResponseTypes,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_threedsresponsetypes,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ThreeDsResponseTypes.md,0
dwh_dbo.dim_verificationlevel,DWH_dbo,Dim_VerificationLevel,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_verificationlevel,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationLevel.md,0
dwh_dbo.dim_verificationstatus,DWH_dbo,Dim_VerificationStatus,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_verificationstatus,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationStatus.md,0
dwh_dbo.dim_worldcheck,DWH_dbo,Dim_WorldCheck,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_dim_worldcheck,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_WorldCheck.md,0
dwh_dbo.fact_billingdeposit,DWH_dbo,Fact_BillingDeposit,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_fact_billingdeposit,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,0
dwh_dbo.fact_billingredeem,DWH_dbo,Fact_BillingRedeem,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_fact_billingredeem,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingRedeem.md,0
dwh_dbo.fact_billingwithdraw,DWH_dbo,Fact_BillingWithdraw,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_fact_billingwithdraw,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingWithdraw.md,0
dwh_dbo.fact_currencypricewithsplit,DWH_dbo,Fact_CurrencyPriceWithSplit,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_fact_currencypricewithsplit,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CurrencyPriceWithSplit.md,1
dwh_dbo.fact_customeraction,DWH_dbo,Fact_CustomerAction,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.md,0
dwh_dbo.fact_customerunrealized_pnl,DWH_dbo,Fact_CustomerUnrealized_PnL,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customerunrealized_pnl,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,0
dwh_dbo.fact_firstcustomeraction,DWH_dbo,Fact_FirstCustomerAction,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_FirstCustomerAction.md,0
dwh_dbo.fact_guru_copiers,DWH_dbo,Fact_Guru_Copiers,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_fact_guru_copiers,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Guru_Copiers.md,0
dwh_dbo.fact_history_cost,DWH_dbo,Fact_History_Cost,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_fact_history_cost,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_History_Cost.md,1
dwh_dbo.fact_regulationtransfer,DWH_dbo,Fact_RegulationTransfer,seed_dwh_internal,0,compliance.gold_sql_dp_prod_we_dwh_dbo_fact_regulationtransfer,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_RegulationTransfer.md,0
dwh_dbo.sts_user_operations_data_history,DWH_dbo,STS_User_Operations_Data_History,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_sts_user_operations_data_history,true,knowledge/synapse/Wiki/DWH_dbo/Tables/STS_User_Operations_Data_History.md,0
dwh_dbo.v_fact_snapshotcustomer,DWH_dbo,V_Fact_SnapshotCustomer,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_masked,true,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer.md,0
dwh_dbo.v_fact_snapshotcustomer_fromdateid,DWH_dbo,V_Fact_SnapshotCustomer_FromDateID,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,true,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md,0
dwh_dbo.v_fact_snapshotequity,DWH_dbo,V_Fact_SnapshotEquity,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity,true,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,0
dwh_dbo.v_fact_snapshotequity_fromdateid,DWH_dbo,V_Fact_SnapshotEquity_FromDateID,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,true,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,0
dwh_dbo.v_liabilities,DWH_dbo,V_Liabilities,seed_dwh_internal,0,dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,true,knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,0
emoney_dbo.emoney_card_instance_summary,eMoney_dbo,eMoney_Card_Instance_Summary,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_card_instance_summary,true,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Card_Instance_Summary.md,0
emoney_dbo.emoney_customer_risk_assessment,eMoney_dbo,eMoney_Customer_Risk_Assessment,seed_dwh_internal,0,emoney._gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment,true,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Customer_Risk_Assessment.md,0
emoney_dbo.emoney_customer_risk_assessment_history,eMoney_dbo,eMoney_Customer_Risk_Assessment_History,seed_dwh_internal,0,emoney._gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment_history,true,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Customer_Risk_Assessment_History.md,0
emoney_dbo.emoney_dim_account,eMoney_dbo,eMoney_Dim_Account,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_account,true,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dim_Account.md,0
emoney_dbo.emoney_dim_country_rollout,eMoney_dbo,eMoney_Dim_Country_Rollout,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_country_rollout,true,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dim_Country_Rollout.md,0
emoney_dbo.emoney_dim_transaction,eMoney_dbo,eMoney_Dim_Transaction,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_transaction,true,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dim_Transaction.md,0
emoney_dbo.emoney_fact_transaction_status,eMoney_dbo,eMoney_Fact_Transaction_Status,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_fact_transaction_status,true,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Fact_Transaction_Status.md,0
emoney_dbo.emoney_panel_firstdates,eMoney_dbo,eMoney_Panel_FirstDates,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_panel_firstdates,true,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Panel_FirstDates.md,0
emoney_dbo.emoney_panel_retention_monthly,eMoney_dbo,eMoney_Panel_Retention_Monthly,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_panel_retention_monthly,true,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Panel_Retention_Monthly.md,0
emoney_dbo.emoney_reports_acquisitionfunnel,eMoney_dbo,eMoney_Reports_AcquisitionFunnel,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_reports_acquisitionfunnel,true,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Reports_AcquisitionFunnel.md,0
emoney_dbo.emoney_reports_acquisitionfunnelaggregated,eMoney_dbo,eMoney_Reports_AcquisitionFunnelAggregated,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_reports_acquisitionfunnelaggregated,true,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Reports_AcquisitionFunnelAggregated.md,0
emoney_dbo.emoney_reports_clubupgrade,eMoney_dbo,eMoney_Reports_ClubUpgrade,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_reports_clubupgrade,true,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Reports_ClubUpgrade.md,0
emoney_dbo.emoney_userdata_marketing,eMoney_dbo,eMoney_UserData_Marketing,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_userdata_marketing,true,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_UserData_Marketing.md,0
emoney_dbo.emoneyclientbalance,eMoney_dbo,eMoneyClientBalance,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_emoney_dbo_emoneyclientbalance,true,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoneyClientBalance.md,0
emoney_dbo.etl_accountsactivities,eMoney_dbo,ETL_AccountsActivities,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_emoney_dbo_etl_accountsactivities,false,,0
emoney_dbo.etl_settlementstransactions,eMoney_dbo,ETL_SettlementsTransactions,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_emoney_dbo_etl_settlementstransactions,false,,0
emoney_dbo.external_fiatdwhdb_dictionary_authorizationtypes,eMoney_dbo,External_FiatDwhDB_Dictionary_AuthorizationTypes,seed_external,0,emoney.bronze_fiatdwhdb_dictionary_authorizationtypes,false,,0
emoney_dbo.external_fiatdwhdb_dictionary_paymentschematype,eMoney_dbo,External_FiatDwhDB_Dictionary_PaymentSchemaType,seed_external,0,emoney.bronze_fiatdwhdb_dictionary_paymentschematype,false,,0
emoney_dbo.external_fiatdwhdb_dictionary_providers,eMoney_dbo,External_FiatDwhDB_Dictionary_Providers,seed_external,0,emoney.bronze_fiatdwhdb_dictionary_providers,false,,0
emoney_dbo.external_fiatdwhdb_dictionary_statuschangereasons,eMoney_dbo,External_FiatDwhDB_Dictionary_StatusChangeReasons,seed_external,0,general.bronze_fiatdwhdb_dictionary_statuschangereasons,false,,0
emoney_dbo.external_fiatdwhdb_dictionary_statuschangesources,eMoney_dbo,External_FiatDwhDB_Dictionary_StatusChangeSources,seed_external,0,general.bronze_fiatdwhdb_dictionary_statuschangesources,false,,0
emoney_dbo.external_fiatdwhdb_dictionary_transactioncategories,eMoney_dbo,External_FiatDwhDB_Dictionary_TransactionCategories,seed_external,0,emoney.bronze_fiatdwhdb_dictionary_transactioncategories,false,,0
emoney_dbo.external_fiatdwhdb_dictionary_transactionstatuses,eMoney_dbo,External_FiatDwhDB_Dictionary_TransactionStatuses,seed_external,0,emoney.bronze_fiatdwhdb_dictionary_transactionstatuses,false,,0
emoney_dbo.external_fiatdwhdb_dictionary_transactiontypes,eMoney_dbo,External_FiatDwhDB_Dictionary_TransactionTypes,seed_external,0,emoney.bronze_fiatdwhdb_dictionary_transactiontypes,false,,0
emoney_dbo.fiataccount,eMoney_dbo,FiatAccount,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_emoney_dbo_fiataccount,false,,0
exe.waiver,EXE,Waiver,seed_dwh_internal,0,general.gold_sql_dp_prod_we_exe_waiver,false,,0
exw_dbo.external_walletdb_wallet_transactionsview,EXW_dbo,External_WalletDB_Wallet_TransactionsView,seed_external,0,wallet.bronze_walletdb_wallet_transactionsview,false,,0
exw_dbo.exw_c2f_e2e,EXW_dbo,EXW_C2F_E2E,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2f_e2e,true,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md,0
exw_dbo.exw_c2p_e2e,EXW_dbo,EXW_C2P_E2E,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e,true,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md,0
exw_dbo.exw_compensationclosingcountries,EXW_dbo,EXW_CompensationClosingCountries,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_exw_dbo_exw_compensationclosingcountries,true,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_CompensationClosingCountries.md,0
exw_dbo.exw_dimuser,EXW_dbo,EXW_DimUser,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_exw_dbo_exw_dimuser,true,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser.md,0
exw_dbo.exw_ethfeesent_blockchain,EXW_dbo,EXW_EthFeeSent_Blockchain,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_exw_dbo_exw_ethfeesent_blockchain,true,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_EthFeeSent_Blockchain.md,0
exw_dbo.exw_facttransactions,EXW_dbo,EXW_FactTransactions,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_exw_dbo_exw_facttransactions,true,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,0
exw_dbo.exw_financereportsbalancesnew,EXW_dbo,EXW_FinanceReportsBalancesNew,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_exw_dbo_exw_financereportsbalancesnew,true,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,0
exw_dbo.exw_inventory_snapshot_history,EXW_dbo,EXW_Inventory_Snapshot_History,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_exw_dbo_exw_inventory_snapshot_history,true,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_Inventory_Snapshot_History.md,0
exw_dbo.exw_usersettingswalletallowance,EXW_dbo,EXW_UserSettingsWalletAllowance,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_exw_dbo_exw_usersettingswalletallowance,true,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_UserSettingsWalletAllowance.md,0
exw_dbo.exw_walletentity,EXW_dbo,EXW_WalletEntity,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_exw_dbo_exw_walletentity,true,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_WalletEntity.md,0
exw_dbo.exw_walletinventory,EXW_dbo,EXW_WalletInventory,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_exw_dbo_exw_walletinventory,true,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_WalletInventory.md,0
exw_dbo.getprovideruseridnormalized,EXW_dbo,GetProviderUserIDNormalized,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_exw_dbo_getprovideruseridnormalized,true,knowledge/synapse/Wiki/EXW_dbo/Views/GetProviderUserIDNormalized.md,0
exw_wallet.exw_price,EXW_Wallet,EXW_Price,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_exw_wallet_exw_price,false,,0
exw_wallet.exw_pricedaily,EXW_Wallet,EXW_PriceDaily,seed_dwh_internal,0,bi_db.gold_sql_dp_prod_we_exw_wallet_exw_pricedaily,false,,0
bi_db_dbo.bi_db_affid_dictionary,BI_DB_dbo,BI_DB_AffID_Dictionary,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AffID_Dictionary.md,2
bi_db_dbo.bi_db_alldeposits,BI_DB_dbo,BI_DB_AllDeposits,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AllDeposits.md,0
bi_db_dbo.bi_db_aml_bi_alerts_new,BI_DB_dbo,BI_DB_AML_BI_Alerts_New,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_BI_Alerts_New.md,0
bi_db_dbo.bi_db_appflyer_reports_ext,BI_DB_dbo,BI_DB_AppFlyer_Reports_Ext,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AppFlyer_Reports_Ext.md,0
bi_db_dbo.bi_db_cid_balancedays,BI_DB_dbo,BI_DB_CID_BalanceDays,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CID_BalanceDays.md,0
bi_db_dbo.bi_db_cid_verificationlevel,BI_DB_dbo,BI_DB_CID_VerificationLevel,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CID_VerificationLevel.md,0
bi_db_dbo.bi_db_clusteringdailyprepdata,BI_DB_dbo,BI_DB_ClusteringDailyPrepData,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ClusteringDailyPrepData.md,0
bi_db_dbo.bi_db_clusteringlog,BI_DB_dbo,BI_DB_ClusteringLog,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ClusteringLog.md,0
bi_db_dbo.bi_db_copyfund_positions,BI_DB_dbo,BI_DB_CopyFund_Positions,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CopyFund_Positions.md,0
bi_db_dbo.bi_db_countrydcm,BI_DB_dbo,BI_DB_CountryDCM,lineage_upstream,1,,false,,0
bi_db_dbo.bi_db_creditline_amounts,BI_DB_dbo,BI_DB_CreditLine_Amounts,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CreditLine_Amounts.md,0
bi_db_dbo.bi_db_customercross,BI_DB_dbo,BI_DB_CustomerCross,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CustomerCross.md,0
bi_db_dbo.bi_db_customercross_new,BI_DB_dbo,BI_DB_CustomerCross_New,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CustomerCross_New.md,0
bi_db_dbo.bi_db_customerfirst5openpositions,BI_DB_dbo,BI_DB_CustomerFirst5OpenPositions,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CustomerFirst5OpenPositions.md,0
bi_db_dbo.bi_db_cyclegap,BI_DB_dbo,BI_DB_CycleGap,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CycleGap.md,0
bi_db_dbo.bi_db_daily_cb_gaps_all,BI_DB_dbo,BI_DB_Daily_CB_Gaps_All,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Daily_CB_Gaps_All.md,0
bi_db_dbo.bi_db_ddr_daily_aggregated_auxiliary_metrics,BI_DB_dbo,BI_DB_DDR_Daily_Aggregated_Auxiliary_Metrics,lineage_upstream,1,,false,,0
bi_db_dbo.bi_db_ddr_fact_mimo_emoney_platform,BI_DB_dbo,BI_DB_DDR_Fact_MIMO_eMoney_Platform,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_MIMO_eMoney_Platform.md,0
bi_db_dbo.bi_db_ddr_fact_mimo_trading_platform,BI_DB_dbo,BI_DB_DDR_Fact_MIMO_Trading_Platform,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_MIMO_Trading_Platform.md,0
bi_db_dbo.bi_db_ddr_fact_non_revenue_generating_actions,BI_DB_dbo,BI_DB_DDR_Fact_Non_Revenue_Generating_Actions,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_Non_Revenue_Generating_Actions.md,0
bi_db_dbo.bi_db_fb_report,BI_DB_dbo,BI_DB_FB_Report,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_FB_Report.md,0
bi_db_dbo.bi_db_firsttimefunded,BI_DB_dbo,BI_DB_FirstTimeFunded,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_FirstTimeFunded.md,0
bi_db_dbo.bi_db_firsttimerev10,BI_DB_dbo,BI_DB_FirstTimeRev10,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_FirstTimeRev10.md,0
bi_db_dbo.bi_db_isgermanbafin_freeze_20230712,BI_DB_dbo,BI_DB_IsGermanBafin_Freeze_20230712,lineage_upstream,1,,false,,0
bi_db_dbo.bi_db_kyc_questions_answers,BI_DB_dbo,BI_DB_KYC_Questions_Answers,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Questions_Answers.md,0
bi_db_dbo.bi_db_kyc_questions_answers_row_data,BI_DB_dbo,BI_DB_KYC_Questions_Answers_Row_Data,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Questions_Answers_Row_Data.md,0
bi_db_dbo.bi_db_kyc_score_cid_level,BI_DB_dbo,BI_DB_KYC_Score_CID_Level,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Score_CID_Level.md,0
bi_db_dbo.bi_db_outliers_new,BI_DB_dbo,BI_DB_Outliers_New,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Outliers_New.md,0
bi_db_dbo.bi_db_recurringinvestment_positions,BI_DB_dbo,BI_DB_RecurringInvestment_Positions,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_RecurringInvestment_Positions.md,0
bi_db_dbo.bi_db_riskalertmanagementtool,BI_DB_dbo,BI_DB_RiskAlertManagementTool,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_RiskAlertManagementTool.md,0
bi_db_dbo.bi_db_riskclassification,BI_DB_dbo,BI_DB_RiskClassification,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_RiskClassification.md,0
bi_db_dbo.bi_db_sf_cases_panel,BI_DB_dbo,BI_DB_SF_Cases_Panel,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_SF_Cases_Panel.md,0
bi_db_dbo.bi_db_us_stocks,BI_DB_dbo,BI_DB_US_Stocks,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_US_Stocks.md,0
bi_db_dbo.bi_db_usagetracking_sf,BI_DB_dbo,BI_DB_UsageTracking_SF,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_UsageTracking_SF.md,0
bi_db_dbo.bi_db_user_segment,BI_DB_dbo,BI_DB_User_Segment,lineage_upstream,1,,false,,0
bi_db_dbo.bi_db_user_segment_snapshot,BI_DB_dbo,BI_DB_User_Segment_Snapshot,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_User_Segment_Snapshot.md,0
bi_db_dbo.bi_db_v_ddr_aum,BI_DB_dbo,BI_DB_V_DDR_AUM,lineage_upstream,1,,false,,0
bi_db_dbo.bi_db_v_ddr_daily_panel,BI_DB_dbo,BI_DB_V_DDR_Daily_Panel,lineage_upstream,1,,false,,0
bi_db_dbo.bi_db_v_ddr_mimo,BI_DB_dbo,BI_DB_V_DDR_MIMO,lineage_upstream,1,,false,,0
bi_db_dbo.bi_db_v_ddr_non_revenue_actions,BI_DB_dbo,BI_DB_V_DDR_Non_Revenue_Actions,lineage_upstream,1,,false,,0
bi_db_dbo.bi_db_v_ddr_pnl,BI_DB_dbo,BI_DB_V_DDR_PnL,lineage_upstream,1,,false,,0
bi_db_dbo.bi_db_v_ddr_revenue_breakdown,BI_DB_dbo,BI_DB_V_DDR_Revenue_Breakdown,lineage_upstream,1,,false,,0
bi_db_dbo.external_bi_db_recurringinvestment_positions_parquet,BI_DB_dbo,External_bi_db_recurringinvestment_positions_parquet,lineage_upstream,1,,false,,0
bi_db_dbo.external_bi_output_customer_professionalcustomers,BI_DB_dbo,External_BI_OUTPUT_Customer_ProfessionalCustomers,lineage_upstream,1,,false,,0
bi_db_dbo.external_bi_output_finance_bi_db_positions_closed_to_iban_parquet,BI_DB_dbo,External_bi_output_finance_bi_db_positions_closed_to_iban_parquet,lineage_upstream,1,,false,,0
bi_db_dbo.external_bi_output_finance_bi_db_positions_opened_from_iban_parquet,BI_DB_dbo,External_bi_output_finance_bi_db_positions_opened_from_iban_parquet,lineage_upstream,1,,false,,0
bi_db_dbo.external_bi_output_finance_customer_customer_deceased,BI_DB_dbo,External_BI_OUTPUT_finance_customer_customer_deceased,lineage_upstream,1,,false,,0
bi_db_dbo.external_bronze_calendardb_market_mergeddailyschedules,BI_DB_dbo,External_bronze_calendardb_market_mergeddailyschedules,lineage_upstream,1,,false,,0
bi_db_dbo.external_compliancestatedb_compliance_customerkycmode_customerkycmode,BI_DB_dbo,External_ComplianceStateDB_Compliance_CustomerKycMode_CustomerKycMode,lineage_upstream,1,,false,,0
bi_db_dbo.external_etoro_billing_vwithdrawtofunding_alltime,BI_DB_dbo,External_etoro_billing_vWithdrawToFunding_Alltime,lineage_upstream,1,,false,,0
bi_db_dbo.external_etoro_dictionary_mapmerchantcodetomid,BI_DB_dbo,External_eToro_Dictionary_MapMerchantCodeToMid,lineage_upstream,1,,false,,0
bi_db_dbo.external_etoro_history_backofficecustomer_backofficecaustomertable,BI_DB_dbo,External_etoro_history_BackOfficeCustomer_BackOfficeCaustomerTable,lineage_upstream,1,,false,,0
bi_db_dbo.external_etoro_history_credit_coup,BI_DB_dbo,External_etoro_History_Credit_coup,lineage_upstream,1,,false,,0
bi_db_dbo.external_etoro_history_credit_yesterday,BI_DB_dbo,External_etoro_History_Credit_Yesterday,lineage_upstream,1,,false,,0
bi_db_dbo.external_fiktivo_affiliatecommission_closedpositioncommission,BI_DB_dbo,External_fiktivo_AffiliateCommission_ClosedPositionCommission,lineage_upstream,1,,false,,0
bi_db_dbo.external_fiktivo_affiliatecommission_credit,BI_DB_dbo,External_fiktivo_AffiliateCommission_Credit,lineage_upstream,1,,false,,0
bi_db_dbo.external_fiktivo_affiliatecommission_creditcommission,BI_DB_dbo,External_fiktivo_AffiliateCommission_CreditCommission,lineage_upstream,1,,false,,0
bi_db_dbo.external_fiktivo_affiliatecommission_registration,BI_DB_dbo,External_fiktivo_AffiliateCommission_Registration,lineage_upstream,1,,false,,0
bi_db_dbo.external_fiktivo_affiliatecommission_registrationcommission,BI_DB_dbo,External_fiktivo_AffiliateCommission_RegistrationCommission,lineage_upstream,1,,false,,0
bi_db_dbo.external_fivetran_google_cashback_merchant_list_2025_50_k_1,BI_DB_dbo,External_Fivetran_google_cashback_merchant_list_2025_50_k_1,lineage_upstream,1,,false,,0
bi_db_dbo.external_fivetran_google_cashback_merchant_list_2025_50_k_2,BI_DB_dbo,External_Fivetran_google_cashback_merchant_list_2025_50_k_2,lineage_upstream,1,,false,,0
bi_db_dbo.external_fivetran_google_sheets_emoney_customer_risk_assessment_manual_override_table,BI_DB_dbo,External_Fivetran_google_sheets_eMoney_Customer_Risk_Assessment_Manual_Override_Table,lineage_upstream,1,,false,,0
