source,wiki_md,kind,db,schema,table,uc_target,mapped,uc_exists,uc_table_comment_set,uc_total_cols,uc_commented_cols,uc_tier_drift_cols,uc_col_coverage_pct,bucket
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_Alerts_OPS_Report.md,Table,,BI_DB_dbo,AML_Alerts_OPS_Report,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_German_Video_Ident.md,Table,,BI_DB_dbo,AML_German_Video_Ident,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_InstrumentMetaData_Daily_Email.md,Table,,BI_DB_dbo,AML_InstrumentMetaData_Daily_Email,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_InstrumentMetaData_Daily_Email_DayToDay_Changes.md,Table,,BI_DB_dbo,AML_InstrumentMetaData_Daily_Email_DayToDay_Changes,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Apex_UserProgramEnrolment_2024_01_25.md,Table,,BI_DB_dbo,Apex_UserProgramEnrolment_2024_01_25,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_CLData_AllTimeData_Optimove.md,Table,,BI_DB_dbo,BI_CLData_AllTimeData_Optimove,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure.md,Table,,BI_DB_dbo,BI_DB_ABook_Exposure,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_History.md,Table,,BI_DB_dbo,BI_DB_ABook_Exposure_History,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,Table,,BI_DB_dbo,BI_DB_ABook_Exposure_NOPHedged,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_abook_exposure_nophedged,yes,yes,yes,16,16,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,Table,,BI_DB_dbo,BI_DB_AbuseAPI,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.md,Table,,BI_DB_dbo,BI_DB_AB_Test,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test_Data.md,Table,,BI_DB_dbo,BI_DB_AB_Test_Data,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,Table,,BI_DB_dbo,BI_DB_AccountClosure,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,Table,,BI_DB_dbo,BI_DB_ACH_PWMB_Flag_Report_History,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AcquisitionFunnel_AGG.md,Table,,BI_DB_dbo,BI_DB_AcquisitionFunnel_AGG,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffActualMonthly_Region_GroupAffName.md,Table,,BI_DB_dbo,BI_DB_ActiveAffActualMonthly_Region_GroupAffName,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffiliatesPlanned.md,Table,,BI_DB_dbo,BI_DB_ActiveAffiliatesPlanned,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffiliatesPlanned_Actual.md,Table,,BI_DB_dbo,BI_DB_ActiveAffiliatesPlanned_Actual,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AdvancedDeposit_Ext.md,Table,,BI_DB_dbo,BI_DB_AdvancedDeposit_Ext,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Ad_Conv.md,Table,,BI_DB_dbo,BI_DB_Adwords_Ad_Conv,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Ad_Pref.md,Table,,BI_DB_dbo,BI_DB_Adwords_Ad_Pref,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Campaign_Performance_Report.md,Table,,BI_DB_dbo,BI_DB_Adwords_Campaign_Performance_Report,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Conversion_Performance_Report.md,Table,,BI_DB_dbo,BI_DB_Adwords_Conversion_Performance_Report,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Dictionary_AdGroup.md,Table,,BI_DB_dbo,BI_DB_Adwords_Dictionary_AdGroup,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Dictionary_Campaign.md,Table,,BI_DB_dbo,BI_DB_Adwords_Dictionary_Campaign,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Geo_Conv.md,Table,,BI_DB_dbo,BI_DB_Adwords_Geo_Conv,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Geo_Pref.md,Table,,BI_DB_dbo,BI_DB_Adwords_Geo_Pref,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Keywords_Conv.md,Table,,BI_DB_dbo,BI_DB_Adwords_Keywords_Conv,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Keywords_Pref.md,Table,,BI_DB_dbo,BI_DB_Adwords_Keywords_Pref,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Search_Conv.md,Table,,BI_DB_dbo,BI_DB_Adwords_Search_Conv,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Search_Perf.md,Table,,BI_DB_dbo,BI_DB_Adwords_Search_Perf,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AffData.md,Table,,BI_DB_dbo,BI_DB_AffData,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AffID_Dictionary.md,Table,,BI_DB_dbo,BI_DB_AffID_Dictionary,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AffiliateCOAbuse.md,Table,,BI_DB_dbo,BI_DB_AffiliateCOAbuse,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AffiliateFTDsAndURLS.md,Table,,BI_DB_dbo,BI_DB_AffiliateFTDsAndURLS,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AffiliateLifeCycle.md,Table,,BI_DB_dbo,BI_DB_AffiliateLifeCycle,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AffiliatePayment.md,Table,,BI_DB_dbo,BI_DB_AffiliatePayment,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AffiliateScore.md,Table,,BI_DB_dbo,BI_DB_AffiliateScore,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Affiliates_FraudMonitoring.md,Table,,BI_DB_dbo,BI_DB_Affiliates_FraudMonitoring,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Affiliates_VerificationSLA.md,Table,,BI_DB_dbo,BI_DB_Affiliates_VerificationSLA,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Affiliate_Class.md,Table,,BI_DB_dbo,BI_DB_Affiliate_Class,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Affiliate_Fraud_Loss.md,Table,,BI_DB_dbo,BI_DB_Affiliate_Fraud_Loss,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Affiliate_Guidlines_Report.md,Table,,BI_DB_dbo,BI_DB_Affiliate_Guidlines_Report,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Affiliate_Report.md,Table,,BI_DB_dbo,BI_DB_Affiliate_Report,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Affiliate_Report_90898.md,Table,,BI_DB_dbo,BI_DB_Affiliate_Report_90898,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AggMobileAcquisitionDaily.md,Table,,BI_DB_dbo,BI_DB_AggMobileAcquisitionDaily,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AggMobileAcquisitionMonthly.md,Table,,BI_DB_dbo,BI_DB_AggMobileAcquisitionMonthly,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AGGSilverpopCampaign.md,Table,,BI_DB_dbo,BI_DB_AGGSilverpopCampaign,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AGGSilverpopCampaign_ByDomain.md,Table,,BI_DB_dbo,BI_DB_AGGSilverpopCampaign_ByDomain,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Airdrop_Data.md,Table,,BI_DB_dbo,BI_DB_Airdrop_Data,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AllDeposits.md,Table,,BI_DB_dbo,BI_DB_AllDeposits,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_All_Deposit_Hourly.md,Table,,BI_DB_dbo,BI_DB_All_Deposit_Hourly,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLComment_Risk_Score_Report_Ext.md,Table,,BI_DB_dbo,BI_DB_AMLComment_Risk_Score_Report_Ext,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLPeriodicReview.md,Table,,BI_DB_dbo,BI_DB_AMLPeriodicReview,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_amlperiodicreview,yes,yes,yes,70,70,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLPeriodicReview_PostReview.md,Table,,BI_DB_dbo,BI_DB_AMLPeriodicReview_PostReview,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Affiliate_Abuse_Aff_data.md,Table,,BI_DB_dbo,BI_DB_AML_Affiliate_Abuse_Aff_data,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Affiliate_Abuse_Agg.md,Table,,BI_DB_dbo,BI_DB_AML_Affiliate_Abuse_Agg,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Affiliate_Abuse_SameDeviceID.md,Table,,BI_DB_dbo,BI_DB_AML_Affiliate_Abuse_SameDeviceID,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Affiliate_Abuse_SameIP.md,Table,,BI_DB_dbo,BI_DB_AML_Affiliate_Abuse_SameIP,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Affiliate_Abuse_Users.md,Table,,BI_DB_dbo,BI_DB_AML_Affiliate_Abuse_Users,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_ASIC_Dashboard.md,Table,,BI_DB_dbo,BI_DB_AML_ASIC_Dashboard,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Benchmarks_AML_Alerts.md,Table,,BI_DB_dbo,BI_DB_AML_Benchmarks_AML_Alerts,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Benchmarks_Risk_Classification.md,Table,,BI_DB_dbo,BI_DB_AML_Benchmarks_Risk_Classification,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_BI_Alerts_MultipleAccountseMoney.md,Table,,BI_DB_dbo,BI_DB_AML_BI_Alerts_MultipleAccountseMoney,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_BI_Alerts_New.md,Table,,BI_DB_dbo,BI_DB_AML_BI_Alerts_New,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_BI_Alerts_New_Master_SubAccount.md,Table,,BI_DB_dbo,BI_DB_AML_BI_Alerts_New_Master_SubAccount,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_BI_Alerts_New_Singapore.md,Table,,BI_DB_dbo,BI_DB_AML_BI_Alerts_New_Singapore,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Daily_Alerts.md,Table,,BI_DB_dbo,BI_DB_AML_Daily_Alerts,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Daily_Alerts_From_oglesheet.md,Table,,BI_DB_dbo,BI_DB_AML_Daily_Alerts_From_oglesheet,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Daily_Alerts_History.md,Table,,BI_DB_dbo,BI_DB_AML_Daily_Alerts_History,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Documents_Dashboard.md,Table,,BI_DB_dbo,BI_DB_AML_Documents_Dashboard,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Documents_Request.md,Table,,BI_DB_dbo,BI_DB_AML_Documents_Request,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Email_for_KYT.md,Table,,BI_DB_dbo,BI_DB_AML_Email_for_KYT,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_FCA_Crypto_Threshold.md,Table,,BI_DB_dbo,BI_DB_AML_FCA_Crypto_Threshold,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Gatsby_Alerts.md,Table,,BI_DB_dbo,BI_DB_AML_Gatsby_Alerts,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_High_Risk_Wallet.md,Table,,BI_DB_dbo,BI_DB_AML_High_Risk_Wallet,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_IOB_Report.md,Table,,BI_DB_dbo,BI_DB_AML_IOB_Report,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_KYC_Process.md,Table,,BI_DB_dbo,BI_DB_AML_KYC_Process,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_KYC_SOF.md,Table,,BI_DB_dbo,BI_DB_AML_KYC_SOF,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Multiple_Accounts_Dep.md,Table,,BI_DB_dbo,BI_DB_AML_Multiple_Accounts_Dep,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Multiple_Accounts_Dep_fulldata.md,Table,,BI_DB_dbo,BI_DB_AML_Multiple_Accounts_Dep_fulldata,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Multiple_Accounts_DeviceID.md,Table,,BI_DB_dbo,BI_DB_AML_Multiple_Accounts_DeviceID,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Multiple_Accounts_DeviceID_FullData.md,Table,,BI_DB_dbo,BI_DB_AML_Multiple_Accounts_DeviceID_FullData,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Multiple_Accounts_SameIP.md,Table,,BI_DB_dbo,BI_DB_AML_Multiple_Accounts_SameIP,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Multiple_Accounts_SameIP_FullData.md,Table,,BI_DB_dbo,BI_DB_AML_Multiple_Accounts_SameIP_FullData,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Multiple_Accounts_Withdraw.md,Table,,BI_DB_dbo,BI_DB_AML_Multiple_Accounts_Withdraw,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Multiple_Accounts_Withdrawfulldata.md,Table,,BI_DB_dbo,BI_DB_AML_Multiple_Accounts_Withdrawfulldata,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Periodic_Review_AR.md,Table,,BI_DB_dbo,BI_DB_AML_Periodic_Review_AR,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Periodic_Review_HR.md,Table,,BI_DB_dbo,BI_DB_AML_Periodic_Review_HR,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Periodic_Review_MOP.md,Table,,BI_DB_dbo,BI_DB_AML_Periodic_Review_MOP,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Periodic_Review_MR.md,Table,,BI_DB_dbo,BI_DB_AML_Periodic_Review_MR,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_PI_Abuse.md,Table,,BI_DB_dbo,BI_DB_AML_PI_Abuse,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_PI_Abuse_CopierTable.md,Table,,BI_DB_dbo,BI_DB_AML_PI_Abuse_CopierTable,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_PI_Abuse_DeviceID_AS_PI.md,Table,,BI_DB_dbo,BI_DB_AML_PI_Abuse_DeviceID_AS_PI,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_PI_Abuse_DeviceID_Copiers.md,Table,,BI_DB_dbo,BI_DB_AML_PI_Abuse_DeviceID_Copiers,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_PI_Abuse_DeviceID_Copy_Side.md,Table,,BI_DB_dbo,BI_DB_AML_PI_Abuse_DeviceID_Copy_Side,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_PI_Abuse_DeviceID_PI_Side.md,Table,,BI_DB_dbo,BI_DB_AML_PI_Abuse_DeviceID_PI_Side,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_PI_Abuse_FID_Copy_Side.md,Table,,BI_DB_dbo,BI_DB_AML_PI_Abuse_FID_Copy_Side,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_PI_Abuse_FID_PI_Side.md,Table,,BI_DB_dbo,BI_DB_AML_PI_Abuse_FID_PI_Side,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_PI_Abuse_FID_Same_as_pi.md,Table,,BI_DB_dbo,BI_DB_AML_PI_Abuse_FID_Same_as_pi,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_PI_Abuse_FID_Same_Copy.md,Table,,BI_DB_dbo,BI_DB_AML_PI_Abuse_FID_Same_Copy,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_PI_Abuse_SameIP.md,Table,,BI_DB_dbo,BI_DB_AML_PI_Abuse_SameIP,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_PlayerStatus_Changes.md,Table,,BI_DB_dbo,BI_DB_AML_PlayerStatus_Changes,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_SAR_Report_FCA.md,Table,,BI_DB_dbo,BI_DB_AML_SAR_Report_FCA,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,yes,yes,yes,50,48,0,96.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Singapore_Risk_Classification.md,Table,,BI_DB_dbo,BI_DB_AML_Singapore_Risk_Classification,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_singapore_risk_classification,yes,yes,yes,45,45,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_SubEntity_Categorization.md,Table,,BI_DB_dbo,BI_DB_AML_SubEntity_Categorization,main.compliance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_subentity_categorization,yes,yes,yes,9,9,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Terror_Monitor_Dashboard.md,Table,,BI_DB_dbo,BI_DB_AML_Terror_Monitor_Dashboard,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AM_Contacted.md,Table,,BI_DB_dbo,BI_DB_AM_Contacted,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AM_Portfolio_Summary.md,Table,,BI_DB_dbo,BI_DB_AM_Portfolio_Summary,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AppFlyer_Geo.md,Table,,BI_DB_dbo,BI_DB_AppFlyer_Geo,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AppFlyer_Reports.md,Table,,BI_DB_dbo,BI_DB_AppFlyer_Reports,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_appflyer_reports,yes,yes,yes,89,83,0,93.3,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AppFlyer_Reports_Ext.md,Table,,BI_DB_dbo,BI_DB_AppFlyer_Reports_Ext,,no,no,no,0,0,0,0.0,NOT_MAPPED
