python : [synapse] connecting to prod-synapse-dataplatform-we.sql.azuresynapse.net / sql_dp_prod_we...
At C:\Users\guyman\AppData\Local\Temp\2\ps-script-c32c4adc-4b9c-44ab-b73b-50b8d5a0b39c.ps1:76 char:1
+ python tools/parity_check_ddr_2025.py 2>&1 | Out-File -FilePath ddr_p ...
+ ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : NotSpecified: ([synapse] conne...l_dp_prod_we...:String) [], RemoteException
    + FullyQualifiedErrorId : NativeCommandError
 
[synapse-prod] 487 dateids in 11.6s

[uc] connecting (profile=name-of-profile)...

[uc] 487 dateids in 14.2s

DateID,syn_deposits,uc_deposits,diff_deposits,syn_tp_equity,uc_tp_equity,diff_tp_equity,syn_sdrt,uc_sdrt,diff_sdrt,syn_upnl_change,uc_upnl_change,diff_upnl_change,syn_funded,uc_funded,diff_funded,mismatch_metrics
20250112,8415889.150000,,,15896356647.494500,15896356647.494500,0.000000,,,,-126756602.330000,-126756602.330000,0.000000,3304737,3304737,0,deposits
20250113,43433062.050000,,,15774595478.664500,15774595478.664500,0.000000,3399.940000,3399.940000,0.000000,-114263562.120000,-114263562.120000,0.000000,3306431,3306431,0,deposits
20250114,33347992.630000,,,16054890336.874500,16054890336.874500,0.000000,3121.770000,3121.770000,0.000000,272837118.810000,272837118.810000,0.000000,3307468,3307468,0,deposits
20250115,42459046.230000,,,16993239172.184500,16993239172.184500,0.000000,3412.820000,3412.820000,0.000000,920356603.660000,920356603.660000,0.000000,3309093,3309093,0,deposits
20250116,45336960.670000,,,17010405507.454500,17010405507.454500,0.000000,3971.230000,3971.230000,0.000000,-14823896.840000,-14823896.840000,0.000000,3311516,3311516,0,deposits
20250117,49331800.210000,,,17456787381.884500,17456787381.884500,0.000000,5874.200000,5874.200000,0.000000,426136093.970000,426136093.970000,0.000000,3313720,3313720,0,deposits
20250118,18595709.900000,,,17362621477.394500,17362621477.394500,0.000000,,,,-110790086.000000,-110790086.000000,0.000000,3315287,3315287,0,deposits
20250119,35089230.110000,,,16787900501.784500,16787900501.784500,0.000000,,,,-602328715.940000,-602328715.940000,0.000000,3318839,3318839,0,deposits
20250120,54690947.600000,,,16971256547.644500,16971256547.644500,0.000000,4003.780000,4003.780000,0.000000,162809933.490000,162809933.490000,0.000000,3323260,3323260,0,deposits
20250121,46870637.030000,,,17258544197.564500,17258544197.564500,0.000000,2578.800000,2578.800000,0.000000,280457220.640000,280457220.640000,0.000000,3326057,3326057,0,deposits
20250122,41562389.640000,,,17173537170.484500,17173537170.484500,0.000000,4795.790000,4795.790000,0.000000,-94668603.260000,-94668603.260000,0.000000,3327705,3327705,0,deposits
20250123,38208079.870000,,,17163991610.084500,17163991610.084500,0.000000,3674.180000,3674.180000,0.000000,-18516785.820000,-18516785.820000,0.000000,3329056,3329056,0,deposits
20250124,40137067.420000,,,17115847121.714500,17115847121.714500,0.000000,4497.250000,4497.250000,0.000000,-59587148.040000,-59587148.040000,0.000000,3330507,3330507,0,deposits
20250125,10989930.330000,,,17134583127.864500,17134583127.864500,0.000000,,,,13982446.980000,13982446.980000,0.000000,3331298,3331298,0,deposits
20250126,10443161.420000,,,16898801201.114500,16898801201.114500,0.000000,,,,-241769228.890000,-241769228.890000,0.000000,3332194,3332194,0,deposits
20250127,70939241.220000,,,16642637480.364500,16642637480.364500,0.000000,6426.430000,6426.430000,0.000000,-268504145.620000,-268504145.620000,0.000000,3334547,3334547,0,deposits
20250128,53539395.120000,,,16601238483.294500,16601238483.294500,0.000000,4919.970000,4919.970000,0.000000,-56029117.590000,-56029117.590000,0.000000,3336683,3336683,0,deposits
20250129,35409461.230000,,,16694615866.554500,16694615866.554500,0.000000,6569.780000,6569.780000,0.000000,87266621.870000,87266621.870000,0.000000,3338258,3338258,0,deposits
20250130,35928520.740000,,,16996955133.264500,16996955133.264500,0.000000,3722.450000,3722.450000,0.000000,288552582.200000,288552582.200000,0.000000,3339705,3339705,0,deposits
20250131,36559278.140000,,,16818410533.194500,16818410533.194500,0.000000,4155.410000,4155.410000,0.000000,-190335842.700000,-190335842.700000,0.000000,3341365,3341365,0,deposits
20250201,13707090.160000,,,16436825916.154500,16436825916.154500,0.000000,,,,-391313054.420000,-391313054.420000,0.000000,3342413,3342413,0,deposits
20250202,25224349.740000,,,15830222517.214500,15830222517.214500,0.000000,,,,-614916090.510000,-614916090.510000,0.000000,3343273,3343273,0,deposits
20250203,71050988.360000,,,16033277045.244500,16033277045.244500,0.000000,8106.790000,8106.790000,0.000000,188087061.120000,188087061.120000,0.000000,3345656,3345656,0,deposits
20250204,50316303.220000,,,15745680495.294500,15745680495.294500,0.000000,3998.070000,3998.070000,0.000000,-300407698.660000,-300407698.660000,0.000000,3346753,3346753,0,deposits
20250205,38426430.210000,,,15564279223.984500,15564279223.984500,0.000000,3681.480000,3681.480000,0.000000,-191790770.440000,-191790770.440000,0.000000,3347930,3347930,0,deposits
20250206,36218753.210000,,,15473431050.484500,15473431050.484500,0.000000,4030.480000,4030.480000,0.000000,-104105655.100000,-104105655.100000,0.000000,3349041,3349041,0,deposits
20250207,31400333.880000,,,15466322007.354500,15466322007.354500,0.000000,3684.480000,3684.480000,0.000000,-11370174.320000,-11370174.320000,0.000000,3349787,3349787,0,deposits
20250208,8705100.940000,,,15524364274.894500,15524364274.894500,0.000000,,,,54963890.650000,54963890.650000,0.000000,3350143,3350143,0,deposits
20250209,8147385.830000,,,15483736406.644500,15483736406.644500,0.000000,,,,-44309424.700000,-44309424.700000,0.000000,3350601,3350601,0,deposits
20250210,34454795.370000,,,15687242805.174500,15687242805.174500,0.000000,4027.430000,4027.430000,0.000000,194738218.800000,194738218.800000,0.000000,3352148,3352148,0,deposits
20250211,38850578.720000,,,15564431401.314500,15564431401.314500,0.000000,3720.910000,3720.910000,0.000000,-128325521.330000,-128325521.330000,0.000000,3352590,3352590,0,deposits
20250212,31523146.320000,,,15815112569.794500,15815112569.794500,0.000000,3609.050000,3609.050000,0.000000,245497098.090000,245497098.090000,0.000000,3353258,3353258,0,deposits
20250213,29974955.690000,,,15939571221.924500,15939571221.924500,0.000000,5678.900000,5678.900000,0.000000,115901348.400000,115901348.400000,0.000000,3354108,3354108,0,deposits
20250214,29412315.280000,,,16189929013.594500,16189929013.594500,0.000000,5279.940000,5279.940000,0.000000,237321520.330000,237321520.330000,0.000000,3355124,3355124,0,deposits
20250215,8299437.270000,,,16164128651.184500,16164128651.184500,0.000000,,,,-28866531.840000,-28866531.840000,0.000000,3355469,3355469,0,deposits
20250216,8275496.680000,,,16062217411.564500,16062217411.564500,0.000000,,,,-105787753.520000,-105787753.520000,0.000000,3355907,3355907,0,deposits
