statement_idx,uc_table,uc_column,status,error
573,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,GCID,OK,
574,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,GuruStatusID,OK,
575,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,InstrumentID,OK,
576,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,IsAirDrop,OK,
577,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,IsBuy,OK,
578,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,IsCreditReportValidCB,OK,
579,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,IsDepositor,OK,
580,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,IsFeeDividend,OK,
581,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,IsSettled,OK,
582,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,IsValidCustomer,OK,
583,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,LabelID,OK,
584,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,Leverage,OK,
585,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,MifidCategorizationID,OK,
586,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,MirrorID,OK,
587,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,Occurred,OK,
588,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,PlayerLevelID,OK,
589,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,PlayerStatusID,OK,
590,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,PositionID,OK,
591,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,RealCID,OK,
592,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,RegulationID,OK,
593,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,RiskClassificationID,OK,
594,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,RiskStatusID,OK,
595,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,SettlementTypeID,OK,
596,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,SuitabilityTestStatusID,OK,
597,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,VerificationLevelID,OK,
598,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_etoro_vs_positions,CUSIP,OK,
599,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_etoro_vs_positions,Date,OK,
600,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_etoro_vs_positions,DateID,OK,
601,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_etoro_vs_positions,Exchange,OK,
602,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_etoro_vs_positions,HedgeServerID,OK,
603,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_etoro_vs_positions,ISINCode,OK,
604,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_etoro_vs_positions,InstrumentDisplayName,OK,
605,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_etoro_vs_positions,InstrumentID,OK,
606,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_etoro_vs_positions,LiquidityAccountID,OK,
607,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_etoro_vs_positions,LiquidityAccountName,OK,
608,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_etoro_vs_positions,SellCurrency,OK,
609,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_etoro_vs_positions,eToroUSDAmount,OK,
610,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_etoro_vs_positions,eToro_Units,OK,
611,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_first5actions,AffiliateID,OK,
612,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_first5actions,CID,OK,
613,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_first5actions,Channel,OK,
614,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_first5actions,FirstDepositAmount,OK,
615,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_first5actions,FirstDepositDate,OK,
616,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_first5actions,Region,OK,
617,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_first5actions,SubChannel,OK,
618,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_investorsdetail,AccountManagerID,OK,
619,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_investorsdetail,CountryID,OK,
620,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_investorsdetail,DateID,OK,
621,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_investorsdetail,InstrumentType,OK,
622,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_investorsdetail,IsDepositor,OK,
623,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_investorsdetail,ParentUserName,OK,
624,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_investorsdetail,RealCID,OK,
625,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_knowledge_assessment,GCID,OK,
626,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,CFD_Status,OK,
627,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,CountryID,OK,
628,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,CountryName,OK,
629,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,DateDiffBlockRelease,OK,
630,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,EU,OK,
631,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,FTD_Date,OK,
632,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,FirstDepositAmount,OK,
633,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,GCID,OK,
634,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,Gender,OK,
635,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,RealCID,OK,
636,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,Region,OK,
637,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,RegulationID,OK,
638,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,VerificationLevelID,OK,
639,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ltv_bi_actual,CID,OK,
640,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ltv_bi_actual,Currency,OK,
641,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ltv_bi_actual,FirstDepositDate,OK,
642,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ltv_bi_actual,GCID,OK,
643,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_marketingclouddaily,CID,OK,
644,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_marketingclouddaily,Credit,OK,
645,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_marketingclouddaily,PrivacyPolicyID,OK,
646,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_marketingclouddaily,StocksLendingStatusID,OK,
647,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_in_new_management_dashboard,AmountUSD,OK,
648,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_in_new_management_dashboard,CID,OK,
649,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_in_new_management_dashboard,CountryID,OK,
650,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_in_new_management_dashboard,DepositID,OK,
651,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_in_new_management_dashboard,IsFTD,OK,
652,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_in_new_management_dashboard,ModificationDate,OK,
653,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_in_new_management_dashboard,ModificationDateID,OK,
654,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_in_new_management_dashboard,PaymentDate,OK,
655,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_in_new_management_dashboard,PaymentStatusID,OK,
656,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_in_new_management_dashboard,ProcessorValueDate,OK,
657,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_in_new_management_dashboard,Region,OK,
658,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_out_new_management_dashboard,CID,OK,
659,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_out_new_management_dashboard,CashoutStatusID_Funding,OK,
660,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_out_new_management_dashboard,CashoutStatusID_Withdraw,OK,
661,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_out_new_management_dashboard,Fee,OK,
662,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_out_new_management_dashboard,FundingID,OK,
663,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_out_new_management_dashboard,FundingTypeID,OK,
664,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_out_new_management_dashboard,ModificationDate,OK,
665,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_out_new_management_dashboard,Region,OK,
666,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_out_new_management_dashboard,RequestDate,OK,
667,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_out_new_management_dashboard,WithdrawID,OK,
668,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_out_new_management_dashboard,WithdrawPaymentID,OK,
669,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_newbonusreport,Channel,OK,
670,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_newbonusreport,DateID,OK,
671,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_newbonusreport,Desk,OK,
672,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_newbonusreport,ManagerID,OK,
673,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_newbonusreport,RealCID,OK,
674,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_newbonusreport,Region,OK,
675,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_newbonusreport,SubChannel,OK,
676,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,CID,OK,
677,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,CountryID,OK,
678,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,FirstDepositAmount,OK,
679,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,GCID,OK,
680,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,IsFTD,OK,
681,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,PlayerStatusID,OK,
682,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,PlayerStatusReasonID,OK,
683,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,PlayerStatusSubReasonID,OK,
684,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,Region,OK,
685,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,RiskGroupID,OK,
686,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,VerificationLevelID,OK,
687,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,2FA,OK,
688,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,AffiliateID,OK,
689,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,BirthDate,OK,
690,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,Email,OK,
691,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,EvMatchStatusName,OK,
692,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,FirstName,OK,
693,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,GCID,OK,
694,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,IP,OK,
695,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,IsDepositor,OK,
696,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,IsValidCustomer,OK,
697,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,LastName,OK,
698,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,PhoneVerifiedName,OK,
699,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,RealCID,OK,
700,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,RegisteredReal,OK,
701,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,VerificationLevelID,OK,
702,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_kyc_verification,EvMatchStatus,OK,
703,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_kyc_verification,FirstDepositDate,OK,
704,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_kyc_verification,IsDepositor,OK,
705,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_kyc_verification,PendingClosureStatusID,OK,
706,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_kyc_verification,PlayerStatusID,OK,
707,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_kyc_verification,PlayerStatusReasonID,OK,
708,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_kyc_verification,RealCID,OK,
709,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_kyc_verification,Region,OK,
710,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_kyc_verification,RiskGroupID,OK,
711,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_kyc_verification,VerificationLevelID,OK,
712,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_verificationpipeline_overlevel2,EvMatchStatusName,OK,
713,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_verificationpipeline_overlevel2,IsEmailVerified,OK,
714,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_verificationpipeline_overlevel2,PhoneVerifiedName,OK,
715,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_verificationpipeline_overlevel2,RealCID,OK,
716,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_verificationpipeline_overlevel2,RegisteredReal,OK,
717,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_verificationpipeline_overlevel2,VerificationLevelID,OK,
718,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,CID,OK,
719,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,InstrumentID,OK,
720,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,IsSettled,OK,
721,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,Occurred,OK,
722,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,PositionID,OK,
723,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,StopRate,OK,
724,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,Amount,OK,
725,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,AmountInUnitsDecimal,OK,
726,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,CID,OK,
727,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,Commission,OK,
728,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,DailyPnL,OK,
729,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,Date,OK,
730,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,DateID,OK,
731,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,HedgeServerID,OK,
732,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,InitForexRate,OK,
733,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,InstrumentID,OK,
734,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,IsBuy,OK,
735,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,IsCreditReportValidCB,OK,
736,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,IsSettled,OK,
737,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,IsValidCustomer,OK,
738,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,Leverage,OK,
739,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,LimitRate,OK,
740,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,MirrorID,OK,
741,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,NOP,OK,
742,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,Occurred,OK,
743,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,PositionPnL,OK,
744,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,Price,OK,
745,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,RateAsk,OK,
746,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,RateBid,OK,
747,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,SettlementTypeID,OK,
748,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,SpreadedPipAsk,OK,
749,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,SpreadedPipBid,OK,
750,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,StopRate,OK,
751,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,USD_CR,OK,
752,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,Amount,OK,
753,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,AmountInUnitsDecimal,OK,
754,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,CID,OK,
755,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,Commission,OK,
756,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,DailyPnL,OK,
757,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,Date,OK,
758,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,DateID,OK,
759,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,HedgeServerID,OK,
760,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,InitForexRate,OK,
761,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,InstrumentID,OK,
762,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,IsBuy,OK,
763,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,IsCreditReportValidCB,OK,
764,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,IsSettled,OK,
765,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,IsValidCustomer,OK,
766,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,Leverage,OK,
767,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,LimitRate,OK,
768,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,MirrorID,OK,
769,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,NOP,OK,
770,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,Occurred,OK,
771,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,PositionPnL,OK,
772,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,Price,OK,
773,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,RateAsk,OK,
774,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,RateBid,OK,
775,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,SettlementTypeID,OK,
776,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,SpreadedPipAsk,OK,
777,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,SpreadedPipBid,OK,
778,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,StopRate,OK,
779,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,USD_CR,OK,
780,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody_resolver,CID,OK,
781,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody_resolver,Date,OK,
782,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody_resolver,DateID,OK,
783,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody_resolver,InstrumentID,OK,
784,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody_resolver,Occurred,OK,
785,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody_resolver,PositionID,OK,
786,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_rolloverfee_dividends,Amount,OK,
787,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_rolloverfee_dividends,Date,OK,
788,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_rolloverfee_dividends,DateID,OK,
789,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_rolloverfee_dividends,DividendID,OK,
790,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_rolloverfee_dividends,DividendValueInCurrency,OK,
791,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_rolloverfee_dividends,EventType,OK,
792,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_rolloverfee_dividends,HedgeServerID,OK,
793,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_rolloverfee_dividends,InstrumentID,OK,
794,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_rolloverfee_dividends,InstrumentType,OK,
795,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_rolloverfee_dividends,IsComputeForHedge,OK,
796,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_rolloverfee_dividends,IsSettled,OK,
797,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_rolloverfee_dividends,IsValidCustomer,OK,
798,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_scored_appropriateness_negative_market,CountryID,OK,
799,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_scored_appropriateness_negative_market,GCID,OK,
800,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_scored_appropriateness_negative_market,IsDepositor,OK,
801,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_scored_appropriateness_negative_market,RealCID,OK,
802,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_scored_appropriateness_negative_market,RegionID,OK,
803,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_scored_appropriateness_negative_market,RegulationID,OK,
804,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_social_activity,RealCID,OK,
805,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_social_activity,Username,OK,
806,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_tax_compliance_tin,GCID,OK,
807,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_dwh_cidsdailyrisk,CID,OK,
