statement_idx,uc_table,uc_column,status,error
1,lower_environments.dealing.bronze_price_history_currencyprice,Ask,OK,
2,lower_environments.dealing.bronze_price_history_currencyprice,AskMarketPriceRateID,OK,
3,lower_environments.dealing.bronze_price_history_currencyprice,AskSpreaded,OK,
4,lower_environments.dealing.bronze_price_history_currencyprice,Bid,OK,
5,lower_environments.dealing.bronze_price_history_currencyprice,BidMarketPriceRateID,OK,
6,lower_environments.dealing.bronze_price_history_currencyprice,BidSpreaded,OK,
7,lower_environments.dealing.bronze_price_history_currencyprice,CurrencyPriceID,OK,
8,lower_environments.dealing.bronze_price_history_currencyprice,InstrumentID,OK,
9,lower_environments.dealing.bronze_price_history_currencyprice,LiquidityAccountID,OK,
10,lower_environments.dealing.bronze_price_history_currencyprice,MarketPriceRateID,OK,
11,lower_environments.dealing.bronze_price_history_currencyprice,MarketReceivedTime,OK,
12,lower_environments.dealing.bronze_price_history_currencyprice,MarkupPips,OK,
13,lower_environments.dealing.bronze_price_history_currencyprice,Occurred,OK,
14,lower_environments.dealing.bronze_price_history_currencyprice,OccurredOnProvider,OK,
15,lower_environments.dealing.bronze_price_history_currencyprice,PriceRateID,OK,
16,lower_environments.dealing.bronze_price_history_currencyprice,ProviderID,OK,
17,lower_environments.dealing.bronze_price_history_currencyprice,RateLastEx,OK,
18,lower_environments.dealing.bronze_price_history_currencyprice,ReceivedOnPriceServer,OK,
19,lower_environments.dealing.bronze_price_history_currencyprice,SkewValueAsk,OK,
20,lower_environments.dealing.bronze_price_history_currencyprice,SkewValueBid,OK,
21,lower_environments.dealing.bronze_price_history_currencyprice,USDConversionRate,OK,
22,lower_environments.dealing.bronze_price_history_currencyprice,ValidFrom,OK,
23,lower_environments.dealing.bronze_price_history_currencyprice,ValidTo,OK,
24,main.bi_db.bronze_etoro_history_currencypricemaxdatewithsplitview,Ask,OK,
25,main.bi_db.bronze_etoro_history_currencypricemaxdatewithsplitview,AskSpreaded,OK,
26,main.bi_db.bronze_etoro_history_currencypricemaxdatewithsplitview,Bid,OK,
27,main.bi_db.bronze_etoro_history_currencypricemaxdatewithsplitview,BidSpreaded,OK,
28,main.bi_db.bronze_etoro_history_currencypricemaxdatewithsplitview,InstrumentID,OK,
29,main.bi_db.bronze_etoro_history_currencypricemaxdatewithsplitview,Occurred,OK,
30,main.bi_db.bronze_etoro_history_currencypricemaxdatewithsplitview,PriceRateID,OK,
31,main.bi_db.gold_bi_db_bi_db_positionpnl,Amount,OK,
32,main.bi_db.gold_bi_db_bi_db_positionpnl,AmountInUnitsDecimal,OK,
33,main.bi_db.gold_bi_db_bi_db_positionpnl,CID,OK,
34,main.bi_db.gold_bi_db_bi_db_positionpnl,Commission,OK,
35,main.bi_db.gold_bi_db_bi_db_positionpnl,DailyPnL,OK,
36,main.bi_db.gold_bi_db_bi_db_positionpnl,Date,OK,
37,main.bi_db.gold_bi_db_bi_db_positionpnl,DateID,OK,
38,main.bi_db.gold_bi_db_bi_db_positionpnl,HedgeServerID,OK,
39,main.bi_db.gold_bi_db_bi_db_positionpnl,InitForexRate,OK,
40,main.bi_db.gold_bi_db_bi_db_positionpnl,InstrumentID,OK,
41,main.bi_db.gold_bi_db_bi_db_positionpnl,IsBuy,OK,
42,main.bi_db.gold_bi_db_bi_db_positionpnl,IsSettled,OK,
43,main.bi_db.gold_bi_db_bi_db_positionpnl,Leverage,OK,
44,main.bi_db.gold_bi_db_bi_db_positionpnl,LimitRate,OK,
45,main.bi_db.gold_bi_db_bi_db_positionpnl,MirrorID,OK,
46,main.bi_db.gold_bi_db_bi_db_positionpnl,NOP,OK,
47,main.bi_db.gold_bi_db_bi_db_positionpnl,Occurred,OK,
48,main.bi_db.gold_bi_db_bi_db_positionpnl,PositionID,OK,
49,main.bi_db.gold_bi_db_bi_db_positionpnl,PositionPnL,OK,
50,main.bi_db.gold_bi_db_bi_db_positionpnl,Price,OK,
51,main.bi_db.gold_bi_db_bi_db_positionpnl,RateAsk,OK,
52,main.bi_db.gold_bi_db_bi_db_positionpnl,RateBid,OK,
53,main.bi_db.gold_bi_db_bi_db_positionpnl,SpreadedPipAsk,OK,
54,main.bi_db.gold_bi_db_bi_db_positionpnl,SpreadedPipBid,OK,
55,main.bi_db.gold_bi_db_bi_db_positionpnl,StopRate,OK,
56,main.bi_db.gold_bi_db_bi_db_positionpnl,USD_CR,OK,
57,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,Address,OK,
58,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,BirthDate,OK,
59,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,BuildingNumber,OK,
60,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,CID,OK,
61,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,City,OK,
62,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,Email,OK,
63,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,FirstDepositAmount,OK,
64,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,FirstDepositDate,OK,
65,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,FirstName,OK,
66,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,GCID,OK,
67,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,Gender,OK,
68,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,IsAddressProof,OK,
69,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,IsIDProof,OK,
70,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,LastName,OK,
71,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,MiddleName,OK,
72,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,Phone,OK,
73,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,RegisteredReal,OK,
74,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_sar_report_fca,Zip,OK,
75,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_singapore_risk_classification,CID,OK,
76,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_singapore_risk_classification,CountryIDByIP,OK,
77,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_singapore_risk_classification,FirstDepositDate,OK,
78,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_singapore_risk_classification,GCID,OK,
79,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_singapore_risk_classification,RegisteredReal,OK,
80,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_singapore_risk_classification,VerificationLevelID,OK,
81,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_amlperiodicreview,CitizenshipCountryID,OK,
82,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_amlperiodicreview,EvMatchStatusName,OK,
83,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_amlperiodicreview,FirstDepositDate,OK,
84,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_amlperiodicreview,POBCountryID,OK,
85,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_amlperiodicreview,RealCID,OK,
86,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_amlperiodicreview,VerificationLevelID,OK,
87,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_approperiatenesstest_ftp_cid_level,AT_Date,OK,
88,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_approperiatenesstest_ftp_cid_level,ApproprietnessScore_Status,OK,
89,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_approperiatenesstest_ftp_cid_level,GCID,OK,
90,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_approperiatenesstest_ftp_cid_level,RealCID,OK,
91,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_asic_clientbalancefinance,CID,OK,
92,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_asic_clientbalancefinance,DateID,OK,
93,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cb_cyclegap_categorization,CID,OK,
94,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cb_cyclegap_categorization,ClosingBalance,OK,
95,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cb_cyclegap_categorization,Date,OK,
96,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cb_cyclegap_categorization,DateID,OK,
97,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cb_cyclegap_categorization,DidRegulationTransfer,OK,
98,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cb_cyclegap_categorization,IsCreditReportValidCB,OK,
99,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cb_cyclegap_categorization,IsGermanBaFin,OK,
100,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cb_cyclegap_categorization,Liabilities,OK,
101,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cb_cyclegap_categorization,Regulation,OK,
102,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_daily_nwa,ActualNWA,OK,
103,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_daily_nwa,BonusCredit,OK,
104,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_daily_nwa,CID,OK,
105,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_daily_nwa,Date,OK,
106,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_daily_nwa,IsCreditReportValidCB,OK,
107,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_daily_nwa,PositionPnL,OK,
108,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_daily_nwa,RealizedEquity,OK,
109,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_daily_nwa,Region,OK,
110,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_daily_nwa,TotalPositionsAmount,OK,
111,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailycluster,CID,OK,
112,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailycluster,FromDateID,OK,
113,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailycluster,ToDateID,OK,
114,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_club,AccountManagerID,OK,
115,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_club,CID,OK,
116,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_club,CountryID,OK,
117,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_club,DailyFee,OK,
118,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_club,Date,OK,
119,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_club,DateID,OK,
120,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_club,RealizedEquity,OK,
121,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_club,RegulationID,OK,
122,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_club,TotalCLAmount,OK,
123,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_fulldata,AUM,OK,
124,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_fulldata,AffiliateID,OK,
125,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_fulldata,CID,OK,
126,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_fulldata,Channel,OK,
127,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_fulldata,Country,OK,
128,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_fulldata,Credit,OK,
129,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_fulldata,DateID,OK,
130,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_fulldata,RealizedEquity,OK,
131,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_fulldata,Region,OK,
132,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_fulldata,SubChannel,OK,
133,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_lifestagedefinition,DateID,OK,
134,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_lifestagedefinition,FirstDepositDate,OK,
135,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_lifestagedefinition,PlayerLevelID,OK,
136,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_lifestagedefinition,RealCID,OK,
137,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_lifestagedefinition,ToDateID,OK,
138,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidlevel_settlement_report,CID,OK,
139,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidlevel_settlement_report,InstrumentID,OK,
140,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,DateID,OK,
141,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,IsCreditReportValidCB,OK,
142,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,IsValidCustomer,OK,
143,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,LiabilityInUsedMargin,OK,
144,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,NOP,OK,
145,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,NOP_FuturesReal,OK,
146,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,NOP_StocksMargin,OK,
147,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,PositionPNL,OK,
148,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,PositionPNLCryptoReal,OK,
149,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,PositionPNLFuturesReal,OK,
150,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,PositionPNLStocksReal,OK,
151,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,PositionPnLStocksMargin,OK,
152,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,Region,OK,
153,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,TotalCryptoPositionAmount,OK,
154,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,TotalFuturesLockedCash,OK,
155,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,TotalFuturesProviderMargin,OK,
156,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,TotalLiability,OK,
157,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,TotalRealCrypto,OK,
158,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,TotalRealCryptoLoan,OK,
159,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,TotalRealFutures,OK,
160,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,TotalRealStocks,OK,
161,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,TotalStockMarginLoanValue,OK,
162,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,TotalStocksMargin,OK,
163,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,WithdrawableLiability,OK,
164,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,actualNWA,OK,
165,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,realizedEquity,OK,
166,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,CID,OK,
167,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,DateID,OK,
168,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,IsCreditReportValidCB,OK,
169,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,IsValidCustomer,OK,
170,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,LiabilityInUsedMargin,OK,
171,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,NOP,OK,
172,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,NOP_FuturesReal,OK,
173,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,NOP_StocksMargin,OK,
174,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,PositionPNL,OK,
175,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,PositionPNLCryptoReal,OK,
176,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,PositionPNLFuturesReal,OK,
177,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,PositionPNLStocksReal,OK,
178,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,PositionPnLStocksMargin,OK,
179,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,Region,OK,
180,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,TotalCryptoPositionAmount,OK,
181,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,TotalFuturesLockedCash,OK,
182,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,TotalFuturesProviderMargin,OK,
183,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,TotalLiability,OK,
184,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,TotalRealCrypto,OK,
185,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,TotalRealCryptoLoan,OK,
186,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,TotalRealFutures,OK,
187,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,TotalRealStocks,OK,
188,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,TotalStockMarginLoanValue,OK,
189,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,TotalStocksMargin,OK,
190,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,WithdrawableLiability,OK,
191,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,actualNWA,OK,
192,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,realizedEquity,OK,
193,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_new_compensationbreakdown,CID,OK,
194,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_new_compensationbreakdown,CompensationReasonID,OK,
195,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_new_compensationbreakdown,DateID,OK,
196,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_new_compensationbreakdown,IsCreditReportValidCB,OK,
197,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_new_compensationbreakdown,IsValidCustomer,OK,
198,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_new_compensationbreakdown,MoveMoneyReason,OK,
199,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,AmountUSD,OK,
200,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,Date,OK,
201,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,FirstDepositDate,OK,
202,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,GCID,OK,
203,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,InstrumentDisplayName,OK,
204,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,InstrumentID,OK,
205,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,InstrumentType,OK,
206,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,IsSettled,OK,
207,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,Leverage,OK,
208,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,Occurred,OK,
209,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,OpenDateID,OK,
210,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,PlayerStatusReasonID,OK,
211,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,PlayerStatusSubReasonID,OK,
212,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,PositionID,OK,
213,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,RealCID,OK,
214,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,RegisteredReal,OK,
215,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,UserName,OK,
216,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,VerificationLevelID,OK,
217,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_copydailydata,CID,OK,
218,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_copydailydata,Credit,OK,
219,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_copydailydata,Date,OK,
220,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_copydailydata,DateID,OK,
221,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_copydailydata,FirstDepositDate,OK,
222,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_copydailydata,Gender,OK,
223,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_copydailydata,GuruStatusID,OK,
224,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_copydailydata,ID,OK,
225,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_copydailydata,InProcessCashouts,OK,
226,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_copydailydata,NumOfCopiers,OK,
227,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_copydailydata,RealizedEquity,OK,
228,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_copydailydata,Region,OK,
229,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_copydailydata,TotalPositionsAmount,OK,
230,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_copydailydata,UserName,OK,
231,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_copydailydata,commission,OK,
232,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cross_selling_monthly,CID,OK,
233,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cross_selling_monthly,DateKey,OK,
234,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cross_selling_monthly,FullDate,OK,
235,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cross_selling_monthly,Region,OK,
236,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop,AccountTypeID,OK,
237,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop,BuyCurrency,OK,
238,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop,Date,OK,
239,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop,InstrumentID,OK,
240,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop,IsBuy,OK,
241,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop,IsCreditReportValidCB,OK,
242,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop,Leverage,OK,
243,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop,MifidCategorizationID,OK,
244,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop,PlayerLevelID,OK,
245,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop,PlayerStatusID,OK,
246,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,AccountType,OK,
247,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,AccountTypeID,OK,
248,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,CFD_NOP,OK,
249,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,CFD_Units,OK,
250,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,CID,OK,
251,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,Club,OK,
252,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,Date,OK,
