idx,uc_target,column,status,error
120,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailyzeropnl_stocks,etr_ymd,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ymd` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailyzeropnl_stocks`. SQLSTATE: 428FR"
121,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,etr_y,OK,
122,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,etr_ym,OK,
123,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,etr_ymd,OK,
124,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,etr_y,OK,
125,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,etr_ym,OK,
126,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,etr_ymd,OK,
127,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status_backup,etr_y,OK,
128,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status_backup,etr_ym,OK,
129,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status_backup,etr_ymd,OK,
130,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_periodic_status,etr_y,OK,
131,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_periodic_status,etr_ym,OK,
132,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_periodic_status,etr_ymd,OK,
133,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,etr_y,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_y` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated`. SQLSTATE: 428FR"
134,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,etr_ym,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ym` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated`. SQLSTATE: 428FR"
135,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,etr_ymd,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ymd` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated`. SQLSTATE: 428FR"
136,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_mimo_allplatforms,etr_y,OK,
137,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_mimo_allplatforms,etr_ym,OK,
138,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_mimo_allplatforms,etr_ymd,OK,
139,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_pnl,etr_y,OK,
140,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_pnl,etr_ym,OK,
141,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_pnl,etr_ymd,OK,
142,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_trading_volumes_and_amounts,etr_y,OK,
143,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_trading_volumes_and_amounts,etr_ym,OK,
144,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_trading_volumes_and_amounts,etr_ymd,OK,
145,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee,etr_y,OK,
146,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee,etr_ym,OK,
147,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee,etr_ymd,OK,
148,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee_bck,etr_y,FAIL,"[UNRESOLVED_COLUMN.WITH_SUGGESTION] A column, variable, or function parameter with name `etr_y` cannot be resolved. Did you mean one of the following? []. SQLSTATE: 42703; line 1 pos 0"
149,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee_bck,etr_ym,FAIL,"[UNRESOLVED_COLUMN.WITH_SUGGESTION] A column, variable, or function parameter with name `etr_ym` cannot be resolved. Did you mean one of the following? []. SQLSTATE: 42703; line 1 pos 0"
150,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee_bck,etr_ymd,FAIL,"[UNRESOLVED_COLUMN.WITH_SUGGESTION] A column, variable, or function parameter with name `etr_ymd` cannot be resolved. Did you mean one of the following? []. SQLSTATE: 42703; line 1 pos 0"
151,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,etr_y,OK,
152,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,etr_ym,OK,
153,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,etr_ymd,OK,
154,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_etoro_vs_positions,etr_y,OK,
155,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_etoro_vs_positions,etr_ym,OK,
156,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_etoro_vs_positions,etr_ymd,OK,
157,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_interestdaily,etr_y,OK,
158,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_interestdaily,etr_ym,OK,
159,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_interestdaily,etr_ymd,OK,
160,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_investorsdetail,etr_y,OK,
161,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_investorsdetail,etr_ym,OK,
162,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_investorsdetail,etr_ymd,OK,
163,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_marketingclouddaily,etr_y,OK,
164,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_marketingclouddaily,etr_ym,OK,
165,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_marketingclouddaily,etr_ymd,OK,
166,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_newbonusreport,etr_y,OK,
167,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_newbonusreport,etr_ym,OK,
168,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_newbonusreport,etr_ymd,OK,
169,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,etr_y,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_y` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl`. SQLSTATE: 428FR"
170,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,etr_ym,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ym` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl`. SQLSTATE: 428FR"
171,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,etr_ymd,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ymd` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl`. SQLSTATE: 428FR"
172,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,etr_y,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_y` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody`. SQLSTATE: 428FR"
173,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,etr_ym,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ym` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody`. SQLSTATE: 428FR"
174,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,etr_ymd,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ymd` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody`. SQLSTATE: 428FR"
175,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,etr_y,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_y` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody`. SQLSTATE: 428FR"
176,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,etr_ym,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ym` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody`. SQLSTATE: 428FR"
177,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,etr_ymd,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ymd` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody`. SQLSTATE: 428FR"
178,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody_resolver,etr_y,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_y` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody_resolver`. SQLSTATE: 428FR"
179,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody_resolver,etr_ym,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ym` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody_resolver`. SQLSTATE: 428FR"
180,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody_resolver,etr_ymd,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ymd` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody_resolver`. SQLSTATE: 428FR"
181,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_sfmc_report_archive,etr_y,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_y` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_sfmc_report_archive`. SQLSTATE: 428FR"
182,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_sfmc_report_archive,etr_ym,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ym` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_sfmc_report_archive`. SQLSTATE: 428FR"
183,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_sfmc_report_archive,etr_ymd,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ymd` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_sfmc_report_archive`. SQLSTATE: 428FR"
184,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_social_activity,etr_y,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_y` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_social_activity`. SQLSTATE: 428FR"
185,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_social_activity,etr_ym,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ym` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_social_activity`. SQLSTATE: 428FR"
186,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_social_activity,etr_ymd,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ymd` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_social_activity`. SQLSTATE: 428FR"
187,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_spreadedpricecandle60minsplitted,etr_y,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_y` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_spreadedpricecandle60minsplitted`. SQLSTATE: 428FR"
188,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_spreadedpricecandle60minsplitted,etr_ym,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ym` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_spreadedpricecandle60minsplitted`. SQLSTATE: 428FR"
189,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_spreadedpricecandle60minsplitted,etr_ymd,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ymd` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_bi_db_spreadedpricecandle60minsplitted`. SQLSTATE: 428FR"
190,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_dwh_cids7daysdeviation,etr_y,OK,
191,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_dwh_cids7daysdeviation,etr_ym,OK,
192,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_dwh_cids7daysdeviation,etr_ymd,OK,
193,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_dwh_cidsdailyrisk,etr_y,OK,
194,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_dwh_cidsdailyrisk,etr_ym,OK,
195,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_dwh_cidsdailyrisk,etr_ymd,OK,
196,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_dwh_gaindaily,etr_y,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_y` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_dwh_gaindaily`. SQLSTATE: 428FR"
197,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_dwh_gaindaily,etr_ym,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ym` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_dwh_gaindaily`. SQLSTATE: 428FR"
198,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_dwh_gaindaily,etr_ymd,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ymd` in the table `main`.`bi_db`.`gold_sql_dp_prod_we_bi_db_dbo_dwh_gaindaily`. SQLSTATE: 428FR"
199,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_v_bi_db_alldeposits,etr_y,OK,
200,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_v_bi_db_alldeposits,etr_ym,OK,
201,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_v_bi_db_alldeposits,etr_ymd,OK,
202,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_apexrecon_holdings,etr_y,OK,
203,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_apexrecon_holdings,etr_ym,OK,
204,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_apexrecon_holdings,etr_ymd,OK,
205,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_apexrecon_tradeactivity,etr_y,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_y` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_apexrecon_tradeactivity`. SQLSTATE: 428FR"
206,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_apexrecon_tradeactivity,etr_ym,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ym` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_apexrecon_tradeactivity`. SQLSTATE: 428FR"
207,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_apexrecon_tradeactivity,etr_ymd,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ymd` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_apexrecon_tradeactivity`. SQLSTATE: 428FR"
208,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_bny_virtu_reconeodholding,etr_y,OK,
209,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_bny_virtu_reconeodholding,etr_ym,OK,
210,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_bny_virtu_reconeodholding,etr_ymd,OK,
211,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_boundary_cost,etr_y,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_y` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_boundary_cost`. SQLSTATE: 428FR"
212,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_boundary_cost,etr_ym,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ym` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_boundary_cost`. SQLSTATE: 428FR"
213,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_boundary_cost,etr_ymd,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ymd` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_boundary_cost`. SQLSTATE: 428FR"
214,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_clicks_openclose_breakdown,etr_y,OK,
215,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_clicks_openclose_breakdown,etr_ym,OK,
216,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_clicks_openclose_breakdown,etr_ymd,OK,
217,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_duco_activityrecon,etr_y,OK,
218,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_duco_activityrecon,etr_ym,OK,
219,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_duco_activityrecon,etr_ymd,OK,
220,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_esmanetloss,etr_y,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_y` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_esmanetloss`. SQLSTATE: 428FR"
221,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_esmanetloss,etr_ym,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ym` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_esmanetloss`. SQLSTATE: 428FR"
222,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_esmanetloss,etr_ymd,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ymd` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_esmanetloss`. SQLSTATE: 428FR"
223,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_islamic_daily_spot_price_adjustment,etr_y,OK,
224,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_islamic_daily_spot_price_adjustment,etr_ym,OK,
225,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_islamic_daily_spot_price_adjustment,etr_ymd,OK,
226,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_manipulationreport_realstocks,etr_y,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_y` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_manipulationreport_realstocks`. SQLSTATE: 428FR"
227,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_manipulationreport_realstocks,etr_ym,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ym` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_manipulationreport_realstocks`. SQLSTATE: 428FR"
228,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_manipulationreport_realstocks,etr_ymd,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ymd` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_manipulationreport_realstocks`. SQLSTATE: 428FR"
229,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_manipulationreport_realstocks_cid,etr_y,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_y` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_manipulationreport_realstocks_cid`. SQLSTATE: 428FR"
230,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_manipulationreport_realstocks_cid,etr_ym,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ym` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_manipulationreport_realstocks_cid`. SQLSTATE: 428FR"
231,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_manipulationreport_realstocks_cid,etr_ymd,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ymd` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_manipulationreport_realstocks_cid`. SQLSTATE: 428FR"
232,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_marex_recon_eodholdings_futures,etr_y,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_y` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_marex_recon_eodholdings_futures`. SQLSTATE: 428FR"
233,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_marex_recon_eodholdings_futures,etr_ym,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ym` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_marex_recon_eodholdings_futures`. SQLSTATE: 428FR"
234,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_marex_recon_eodholdings_futures,etr_ymd,FAIL,"[CANNOT_ALTER_PARTITION_COLUMN] ALTER TABLE (ALTER|CHANGE) COLUMN is not supported for partition columns, but found the partition column `etr_ymd` in the table `main`.`dealing`.`gold_sql_dp_prod_we_dealing_dbo_dealing_marex_recon_eodholdings_futures`. SQLSTATE: 428FR"
235,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_saxorecon_eodholdings,etr_y,OK,
236,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_saxorecon_eodholdings,etr_ym,OK,
237,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_saxorecon_eodholdings,etr_ymd,OK,
238,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_staking_summary,etr_y,OK,
239,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_staking_summary,etr_ym,OK,
240,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_staking_summary,etr_ymd,OK,
241,main.dealing.gold_sql_dp_prod_we_dealing_dbo_v_dealing_duco_eodrecon,etr_y,OK,
242,main.dealing.gold_sql_dp_prod_we_dealing_dbo_v_dealing_duco_eodrecon,etr_ym,OK,
243,main.dealing.gold_sql_dp_prod_we_dealing_dbo_v_dealing_duco_eodrecon,etr_ymd,OK,
244,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_dealingdashboard_clients,etr_y,OK,
