correction_id,source_wiki_path,source_column,downstream_object_full_name,downstream_wiki_path,downstream_column,edge_kind,event_count,topological_distance,defer_to_later_layer
Dim_AccountType.AccountTypeID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,AccountTypeID,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_kyc__process,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_KYC_Process.md,AccountType,wiki_inheritance,0,0,FALSE
Dim_AccountType.AccountTypeID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,AccountTypeID,,.cursor/rules/dwh-semantic-doc/04-lookup-resolution.mdc,AccountTypeID,skill_embedded,0,0,FALSE
Dim_ActionType.CategoryID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,CategoryID,,.cursor/rules/dwh-semantic-doc/01-structure-analysis.mdc,CategoryID,skill_embedded,0,0,FALSE
Dim_Affiliate.FTDeFirstDate,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.md,FTDeFirstDate,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__active_aff_actual_monthly__region__group_aff_name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffActualMonthly_Region_GroupAffName.md,AffiliatesGroupsName,wiki_inheritance,0,0,FALSE
Dim_BillingDepot.FundingTypeID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingDepot.md,FundingTypeID,,.cursor/rules/dwh-semantic-doc/09-procedure-logic-extraction.mdc,FundingTypeID,skill_embedded,0,0,FALSE
Dim_BonusType.IsActive,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BonusType.md,IsActive,,.cursor/rules/dwh-semantic-doc/04-lookup-resolution.mdc,IsActive,skill_embedded,0,0,FALSE
Dim_Campaign.Code,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Campaign.md,Code,,.cursor/rules/dwh-semantic-doc/04-lookup-resolution.mdc,Code,skill_embedded,0,0,FALSE
Dim_CashoutStatus.Name,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CashoutStatus.md,Name,main.bi_output.vg_factbillingwithdraw_transactionsandattributes,knowledge/UC_generated/bi_output/Views/vg_factbillingwithdraw_transactionsandattributes.md,WithdrawStatus,column_lineage,3,1,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_aml__german__video__ident,knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_German_Video_Ident.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_aml__german__video__ident,knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_German_Video_Ident.md,POBCountry,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_aml__german__video__ident,knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_German_Video_Ident.md,CitizenshipCountry,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__active_aff_actual_monthly__region__group_aff_name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffActualMonthly_Region_GroupAffName.md,Desk,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__active_aff_actual_monthly__region__group_aff_name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffActualMonthly_Region_GroupAffName.md,Region,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_periodic_review,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLPeriodicReview.md,KYC_Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_periodic_review,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLPeriodicReview.md,POBCountry,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_periodic_review,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLPeriodicReview.md,CitizenshipCountry,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_periodic_review__post_review,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLPeriodicReview_PostReview.md,KYC_Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_periodic_review__post_review,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLPeriodicReview_PostReview.md,POBCountry,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_periodic_review__post_review,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLPeriodicReview_PostReview.md,CitizenshipCountry,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_periodic_review__post_review,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLPeriodicReview_PostReview.md,KYC_Country_Rank,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_periodic_review__post_review,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLPeriodicReview_PostReview.md,CitizenshipCountry_Rank,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_periodic_review__post_review,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLPeriodicReview_PostReview.md,POBCountry_Rank,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml__affiliate__abuse__users,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Affiliate_Abuse_Users.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_asic__dashboard,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_ASIC_Dashboard.md,KYC_Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml__documents__request,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Documents_Request.md,AML_Rank,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml__high__risk__wallet,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_High_Risk_Wallet.md,RiskGroupID,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_kyc__process,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_KYC_Process.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_kyc_sof,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_KYC_SOF.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml__periodic__review_ar,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Periodic_Review_AR.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml__periodic__review_hr,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Periodic_Review_HR.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_asic__monitoring_cfd,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ASIC_Monitoring_CFD.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__cash_risk_matrix,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CashRiskMatrix.md,Region,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_first_dates,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.md,PotentialDesk,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_first_dates,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.md,NewMarketingRegion,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid__monthly_panel__full_data,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CID_MonthlyPanel_FullData.md,CountryID,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid__weekly_panel__full_data,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CID_WeeklyPanel_FullData.md,Region,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid__weekly_panel__full_data,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CID_WeeklyPanel_FullData.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__compliance__clients__dashboard_eom__pos,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Compliance_Clients_Dashboard_EOM_Pos.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__compliance__illegal__trades__alerts,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Compliance_Illegal_Trades_Alerts.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__compliance__surveillance__short_term_trades,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Compliance_Surveillance_ShortTermTrades.md,CountryOfResidence,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__compliance__surveillance__snapshot,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Compliance_Surveillance_Snapshot.md,CountryOfResidence,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__copy_blocked_aum,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CopyBlockedAUM.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__copy_blocked_aum_history,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CopyBlockedAUMHistory.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__copy_daily_data,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CopyDailyData.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__copyfunds__significant_allocation,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Copyfunds_SignificantAllocation.md,Region,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__cross__selling__daily,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Cross_Selling_Daily.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__cross__selling__monthly,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Cross_Selling_Monthly.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__crypto_dashboard_new,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CryptoDashboardNew.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__crypto_marketing_list,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CryptoMarketingList.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__crypto__airdrop,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Crypto_Airdrop.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__daily_panel__copy,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyPanel_Copy.md,Region,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__daily__open__closed__position,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Daily_Open_Closed_Position.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__index__dividend__tax_report_cid__level,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Index_Dividend_TaxReport_CID_Level.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__live_acquisition_dashboard__daily,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LiveAcquisitionDashboard_Daily.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_m__compliance_cdim__report,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_M_Compliance_CDIM_Report.md,Desk,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__operations__monthly_kp_is__verifications,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Monthly_KPIs_Verifications.md,RiskGroupID,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_q_aml_fsa__report_end,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Q_AML_FSA_Report_end.md,EU,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__scored__appropriateness__negative__market,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Scored_Appropriateness_Negative_Market.md,RegionName,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_uk__commission_report_by_leverage,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_UK_CommissionReport_byLeverage.md,Region,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_usa__equity__deposits,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_USA_Equity_Deposits.md,CountryName,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__verification_status,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_VerificationStatus.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__verification_status,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_VerificationStatus.md,Region,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_group_ltv__table,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Group_LTV_Table.md,Region,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_ltv__conversions__multipliers__table,knowledge/synapse/Wiki/BI_DB_dbo/Tables/LTV_Conversions_Multipliers_Table.md,Region,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_dealing_dbo_dealing__copier_analysis,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_CopierAnalysis.md,Region,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_dealing_dbo_dealing__copier_analysis,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_CopierAnalysis.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_dealing_dbo_dealing__staking__emails__new,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Staking_Emails_New.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_dealing_dbo_dealing__staking__opted_out__per_cid,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Staking_OptedOut_PerCID.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.IsHighRiskCountry,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,IsHighRiskCountry,main.dwh.gold_sql_dp_prod_we_dealing_dbo_dealing__staking__position_us,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Staking_Position_US.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.MarketingRegionID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,MarketingRegionID,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_aml__german__video__ident,knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_German_Video_Ident.md,Country,wiki_inheritance,0,0,FALSE
Dim_Country.MarketingRegionID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,MarketingRegionID,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_aml__german__video__ident,knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_German_Video_Ident.md,POBCountry,wiki_inheritance,0,0,FALSE
Dim_Country.MarketingRegionID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,MarketingRegionID,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_aml__german__video__ident,knowledge/synapse/Wiki/BI_DB_dbo/Tables/AML_German_Video_Ident.md,CitizenshipCountry,wiki_inheritance,0,0,FALSE
Dim_Country.MarketingRegionID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,MarketingRegionID,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__active_aff_actual_monthly__region__group_aff_name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffActualMonthly_Region_GroupAffName.md,Desk,wiki_inheritance,0,0,FALSE
Dim_Country.MarketingRegionID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,MarketingRegionID,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db__active_aff_actual_monthly__region__group_aff_name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffActualMonthly_Region_GroupAffName.md,Region,wiki_inheritance,0,0,FALSE
Dim_Country.MarketingRegionID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,MarketingRegionID,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_periodic_review,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLPeriodicReview.md,KYC_Country,wiki_inheritance,0,0,FALSE
Dim_Country.MarketingRegionID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,MarketingRegionID,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_periodic_review,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLPeriodicReview.md,POBCountry,wiki_inheritance,0,0,FALSE
Dim_Country.MarketingRegionID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,MarketingRegionID,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_periodic_review,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLPeriodicReview.md,CitizenshipCountry,wiki_inheritance,0,0,FALSE
Dim_Country.MarketingRegionID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,MarketingRegionID,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_periodic_review__post_review,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLPeriodicReview_PostReview.md,KYC_Country,wiki_inheritance,0,0,FALSE
