node,total_weight,src_wiki,src_genie,src_kpi,src_kpi_prep,src_tableau
DWH_dbo.Dim_Customer,922.00,733,157,8,22,4
DWH_dbo.Dim_Instrument,478.00,367,94,2,15,0
DWH_dbo.Dim_Position,441.00,309,120,1,11,0
DWH_dbo.Dim_Country,397.50,312,67,3,0,31
DWH_dbo.Dim_Regulation,269.50,200,49,5,0,31
DWH_dbo.Fact_CustomerAction,223.00,188,16,0,19,0
DWH_dbo.V_Liabilities,192.00,100,92,0,0,0
DWH_dbo.Fact_SnapshotCustomer,187.50,174,0,0,0,27
BI_DB_dbo.BI_DB_PositionPnL,185.00,120,65,0,0,0
Customer.CustomerStatic,173.00,173,0,0,0,0
BI_DB_dbo.BI_DB_CIDFirstDates,166.00,136,22,7,1,0
DWH_dbo.Dim_PlayerLevel,165.50,99,50,3,0,27
DWH_dbo.Dim_Mirror,135.00,88,40,0,7,0
DWH_dbo.Dim_PlayerStatus,124.00,90,31,3,0,0
DWH_dbo.Dim_Date,122.00,112,8,2,0,0
BackOffice.Customer,115.00,54,61,0,0,0
Dictionary.Country,109.00,69,36,2,2,0
eMoney_dbo.eMoney_Dim_Account,108.00,105,0,0,0,6
DWH_dbo.Fact_BillingDeposit,94.00,75,14,0,5,0
DWH_dbo.Fact_BillingWithdraw,89.00,85,0,0,4,0
EXW_Wallet.CryptoTypes,88.00,88,0,0,0,0
BI_DB_dbo.BI_DB_DDR_Fact_MIMO_AllPlatforms,87.00,21,30,1,1,68
EXW_dbo.EXW_DimUser,87.00,87,0,0,0,0
DWH_dbo.Dim_Currency,83.50,59,7,0,4,27
DWH_dbo.V_Fact_SnapshotCustomer_FromDateID,83.00,2,63,3,15,0
eMoney_dbo.eMoney_Dim_Transaction,79.50,66,0,0,0,27
BI_DB_dbo.BI_DB_DDR_Customer_Daily_Status,79.00,26,36,1,0,32
DWH_dbo.Dim_Range,78.50,20,30,1,14,27
BI_DB_dbo.BI_DB_DepositWithdrawFee_Reversals,76.00,74,0,0,2,0
Customer.Customer,75.00,0,71,4,0,0
DWH_dbo.Dim_Affiliate,75.00,45,30,0,0,0
BI_DB_dbo.BI_DB_CID_MonthlyPanel_FullData,70.00,24,46,0,0,0
BI_DB_dbo.BI_DB_LTV_BI_Actual,68.00,39,29,0,0,0
BI_DB_dbo.BI_DB_CID_DailyPanel_FullData,66.00,19,47,0,0,0
DWH_dbo.Dim_FundingType,66.00,52,0,0,0,28
BI_DB_dbo.BI_DB_DDR_Fact_Revenue_Generating_Actions,65.00,13,33,2,1,32
Billing.Deposit,63.00,28,35,0,0,0
Dictionary.Regulation,61.00,38,19,1,3,0
BI_DB_dbo.BI_DB_DDR_Customer_Periodic_Status,56.00,10,29,1,0,32
BI_DB_dbo.BI_DB_DailyCommisionReport,55.00,25,30,0,0,0
DWH_dbo.Fact_Cashout_State,55.00,55,0,0,0,0
BI_DB_dbo.BI_DB_First5Actions,53.00,20,30,2,1,0
Billing.Withdraw,52.00,48,4,0,0,0
DWH_dbo.Dim_GuruStatus,52.00,21,28,3,0,0
Dim_Customer.RealCID,52.00,52,0,0,0,0
BI_DB_dbo.BI_DB_Q_AML_FSA_Report_end,51.00,51,0,0,0,0
DWH_dbo.Dim_ActionType,51.00,20,30,0,1,0
DWH_dbo.Dim_Manager,51.00,48,0,3,0,0
DWH_dbo.Fact_CurrencyPriceWithSplit,51.00,45,0,2,4,0
Trade.PositionTbl,49.00,49,0,0,0,0
data_rooms.vw_cidfirstdates,49.00,0,49,0,0,0
BI_DB_dbo.BI_DB_EY_Audit_BO_Deposits_With_PIPs,48.00,48,0,0,0,0
EXW_dbo.EXW_DimUser_Enriched,48.00,48,0,0,0,0
BI_DB_dbo.BI_DB_Q_AML_FSA_Report_start,47.00,47,0,0,0,0
BI_DB_dbo.BI_DB_AML_Affiliate_Abuse_Users,45.00,45,0,0,0,0
BI_DB_dbo.BI_DB_AllDeposits,45.00,45,0,0,0,0
etoro_kpi.customer_snapshot_v,45.00,0,29,16,0,0
BI_DB_dbo.BI_DB_AML_Documents_Request,43.00,43,0,0,0,0
BI_DB_dbo.BI_DB_Compliance_Illegal_Trades_Alerts,43.00,24,19,0,0,0
eMoney_dbo.eMoney_Panel_FirstDates,43.00,40,3,0,0,0
BI_DB_dbo.BI_DB_ClubChangeLogProduct,42.00,12,29,1,0,0
EXW_dbo.EXW_FinanceReportsBalancesNew,42.00,33,9,0,0,0
eMoney_dbo.eMoneyClientBalance,42.00,10,30,0,2,0
BI_DB_dbo.BI_DB_CIDFunnelFlow,39.00,39,0,0,0,0
BI_DB_dbo.DWH_GainDaily,39.00,23,16,0,0,0
DWH_dbo.Dim_Channel,39.00,9,30,0,0,0
bi_db.bronze_sub_accounts_accounts,39.00,0,35,2,2,0
bi_output.bi_output_vg_mimo,39.00,0,39,0,0,0
Dictionary.Currency,38.00,19,19,0,0,0
FiatDwhDB.Tribe,38.00,38,0,0,0,0
Trade.Currencyprice,38.00,0,38,0,0,0
bi_output.bi_output_vg_revenue,38.00,0,38,0,0,0
money_farm.silver_moneyfarm_etoro_mf_aum,38.00,0,37,0,1,0
BI_DB_dbo.BI_DB_Withdraw_Rollback_PIPs,37.00,37,0,0,0,0
EXW_Wallet.CustomerWalletsView,37.00,37,0,0,0,0
BI_DB_dbo.BI_DB_Operations_Monthly_KPIs_Affiliates,36.00,36,0,0,0,0
BI_DB_dbo.BI_DB_US_Compliance_Apex_Clients,36.00,36,0,0,0,0
bi_output.bi_output_moneyfarm_fact_portfolio_snapshot,36.00,0,36,0,0,0
bi_output.bi_output_moneyfarm_fact_transactions,36.00,0,36,0,0,0
bi_output.bi_output_vg_customer_snapshot,36.00,0,36,0,0,0
data_rooms.vw_dim_position,36.00,0,36,0,0,0
eMoney_dbo.eMoney_Card_Monthly_Snapshot,36.00,36,0,0,0,0
eMoney_dbo.eMoney_Fact_Transaction_Status,36.00,32,0,0,4,0
BI_DB_dbo.BI_DB_CapitalGuarantee_Panel,35.00,35,0,0,0,0
BI_DB_dbo.BI_DB_DDR_Fact_MIMO_eMoney_Platform,35.00,19,0,0,0,32
BI_DB_dbo.BI_DB_OPS_MultipleAccounts,35.00,35,0,0,0,0
BI_DB_dbo.BI_DB_Scored_Appropriateness_Negative_Market,35.00,15,19,1,0,0
Trade.Mirror,35.00,20,15,0,0,0
Wallet.CryptoTypes,35.00,35,0,0,0,0
compliance.bronze_event_hub_prod_event_streaming_we_sub_accounts,35.00,0,34,0,1,0
BI_DB_dbo.BI_DB_Crypto_Dashboard,34.00,34,0,0,0,0
BI_DB_dbo.BI_DB_DDR_Fact_AUM,34.00,16,0,1,1,32
BI_DB_dbo.BI_DB_DDR_Fact_PnL,34.00,18,0,0,0,32
Dictionary.PlayerStatus,34.00,34,0,0,0,0
EXW_Wallet.SentTransactions,34.00,34,0,0,0,0
dealing.bronze_pricelog_history_currencyprice,34.00,0,34,0,0,0
eMoney_dbo.eMoney_Reports_AcquisitionFunnel,34.00,34,0,0,0,0
BI_DB_dbo.BI_DB_DailyCopyRevenue,33.00,33,0,0,0,0
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,33.00,33,0,0,0,0
BI_DB_dbo.Dim_Revenue_Metrics,33.00,2,30,1,0,0
DWH_dbo.Fact_Cashout_Rollback,33.00,33,0,0,0,0
Trade.Instrument,33.00,12,21,0,0,0
bi_output.bi_output_vg_aum,33.00,0,33,0,0,0
BI_DB_dbo.BI_DB_Operations_Onboarding_Flow_UserKPIs,32.00,30,0,2,0,0
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,32.00,32,0,0,0,0
DWH_dbo.Fact_Deposit_State,32.00,32,0,0,0,0
bi_output.bi_output_vg_customer_first_dates,32.00,0,32,0,0,0
etoro_kpi.ftd_funnel_v,32.00,0,19,13,0,0
BI_DB_dbo.BI_DB_DDR_Fact_Trading_Volumes_And_Amounts,31.00,15,0,0,0,32
BI_DB_dbo.BI_DB_PositionHoldingTime,31.00,31,0,0,0,0
BI_DB_dbo.BI_DB_WatchListsByFunnel,31.00,31,0,0,0,0
DWH_dbo.Dim_AccountType,31.00,28,0,3,0,0
Dealing_dbo.Dealing_Boundary_Cost,31.00,31,0,0,0,0
Dictionary.Deposittype,31.00,1,30,0,0,0
Trade.Instrumentmetadata,31.00,0,31,0,0,0
BI_DB_dbo.BI_DB_PI_Dashboard_COPYDATA_RuningSideBySide,30.00,30,0,0,0,0
BI_DB_dbo.BI_DB_W_AML_PEP_Customers,30.00,30,0,0,0,0
EXW_Wallet.ReceivedTransactions,30.00,30,0,0,0,0
BI_DB_dbo.BI_DB_AML_Documents_Dashboard,29.00,29,0,0,0,0
BI_DB_dbo.BI_DB_EY_Audit_ChangeLog,29.00,29,0,0,0,0
BI_DB_dbo.BI_DB_Index_Dividend_TaxReport_CID_Level,29.00,29,0,0,0,0
BI_DB_dbo.BI_DB_M_Compliance_CDIM_Report,29.00,29,0,0,0,0
BI_DB_dbo.BI_DB_W_AML_PEP_Customers_Trun,29.00,29,0,0,0,0
DWH_dbo.Fact_History_Cost,29.00,29,0,0,0,0
DWH_dbo.History_CurrencyPrice,29.00,29,0,0,0,0
EXW_dbo.EXW_WalletInventory,29.00,29,0,0,0,0
eMoney_Tribe.AccountsSnapshots_BankAccount-393561,29.00,29,0,0,0,0
BI_DB_dbo.BI_DB_DepositWithdrawFee,28.00,21,0,0,6,2
BI_DB_dbo.BI_DB_LTV_Predictions,28.00,28,0,0,0,0
BI_DB_dbo.BI_DB_PI_Positions,28.00,28,0,0,0,0
BI_DB_dbo.BI_DB_Reg_UK_Compliance_Professional_OptUp,28.00,28,0,0,0,0
DWH_dbo.Dim_BillingDepot,28.00,28,0,0,0,0
etoro_kpi_stg.bi_output_vg_aum_slim,28.00,0,23,1,4,0
BI_DB_dbo.BI_DB_AMLPeriodicReview,27.00,27,0,0,0,0
BI_DB_dbo.BI_DB_AML_SAR_Report_FCA,27.00,27,0,0,0,0
BI_DB_dbo.BI_DB_Adwords_Dictionary_AdGroup,27.00,27,0,0,0,0
BI_DB_dbo.BI_DB_Adwords_Dictionary_Campaign,27.00,27,0,0,0,0
BI_DB_dbo.BI_DB_Blocked_Customers,27.00,27,0,0,0,0
BI_DB_dbo.BI_DB_CID_DailyCluster,27.00,27,0,0,0,0
BI_DB_dbo.BI_DB_Fact_Customer_Action_Position_Distribution,27.00,22,0,0,5,0
BI_DB_dbo.BI_DB_IFRS_15_Daily_Positions,27.00,27,0,0,0,0
BI_DB_dbo.BI_DB_Index_Dividend_TaxReport,27.00,27,0,0,0,0
BI_DB_dbo.BI_DB_KYC_Panel,27.00,27,0,0,0,0
BI_DB_dbo.BI_DB_TIN_Gap,27.00,27,0,0,0,0
BI_DB_dbo.BI_DB_UsageTracking_SF,27.00,27,0,0,0,0
Billing.BI_Cashout_State_Report,27.00,27,0,0,0,0
DWH_dbo.Dim_AccountStatus,27.00,8,16,3,0,0
DWH_dbo.Dim_MifidCategorization,27.00,25,0,2,0,0
DWH_dbo.Dim_PlayerStatusReasons,27.00,24,0,3,0,0
Wallet.Wallets,27.00,27,0,0,0,0
bi_output.bi_output_vg_volume_amount,27.00,0,27,0,0,0
BI_DB_dbo.BI_DB_Daily_TradeData,26.00,26,0,0,0,0
BI_DB_dbo.BI_DB_VerificationStatus30Days,26.00,26,0,0,0,0
DWH_dbo.Dim_CashoutStatus,26.00,26,0,0,0,0
EXW_Wallet.EXW_Price,26.00,26,0,0,0,0
EXW_dbo.EXW_FactConversions,26.00,26,0,0,0,0
data_rooms.vw_dim_instrument,26.00,0,26,0,0,0
eMoney_dbo.eMoney_Card_Instance_Summary,26.00,26,0,0,0,0
Dealing_dbo.Dealing_IGReconEODHolding,25.00,25,0,0,0,0
EXW_Wallet.Redemptions,25.00,25,0,0,0,0
EXW_dbo.EXW_FactRedeemTransactions,25.00,25,0,0,0,0
EXW_dbo.EXW_FactTransactions,25.00,25,0,0,0,0
eMoney_Tribe.AccountsActivities_SecurityChecks-471048,25.00,25,0,0,0,0
BI_DB_dbo.BI_DB_Cross_Selling_Daily,24.00,24,0,0,0,0
BI_DB_dbo.BI_DB_ReturnCalculation,24.00,24,0,0,0,0
BI_DB_dbo.BI_DB_Tax_Compliance_TIN,24.00,24,0,0,0,0
BI_DB_dbo.BI_DB_UsersEngagement,24.00,24,0,0,0,0
DWH_dbo.Dim_CardType,24.00,24,0,0,0,0
DWH_dbo.Dim_Language,24.00,10,11,3,0,0
DWH_dbo.Dim_PlayerStatusSubReasons,24.00,21,0,3,0,0
DWH_dbo.Dim_State_and_Province,24.00,24,0,0,0,0
EXW_Wallet.Wallets,24.00,24,0,0,0,0
History.DepositAction,24.00,24,0,0,0,0
etoro_kpi.kyc_for_compliance_v,24.00,0,19,5,0,0
BI_DB_dbo.BI_DB_AML_Affiliate_Abuse_Aff_data,23.00,23,0,0,0,0
BI_DB_dbo.BI_DB_AM_Contacted,23.00,23,0,0,0,0
BI_DB_dbo.BI_DB_CID_DailyPanel_Club,23.00,23,0,0,0,0
BI_DB_dbo.BI_DB_DailyGain_History,23.00,23,0,0,0,0
BI_DB_dbo.BI_DB_KYC_Questions_Answers_Row_Data,23.00,23,0,0,0,0
BI_DB_dbo.BI_DB_Social_Activity,23.00,23,0,0,0,0
Trade.InstrumentMetaData,23.00,23,0,0,0,0
Tribe.AccountsSnapshots_BankAccount-393561,23.00,23,0,0,0,0
Wallet.Redemptions,23.00,23,0,0,0,0
bi_db.gold_bi_db_bi_db_positionpnl,23.00,0,23,0,0,0
eMoney_Tribe.AccountsSnapshots_AccountSnapshot-956050,23.00,23,0,0,0,0
etoro_kpi.positions_for_compliance_v,23.00,0,19,4,0,0
BI_DB_dbo.BI_DB_FSRA_Weekly_Report,22.00,22,0,0,0,0
BI_DB_dbo.BI_DB_Finance_Real_Futures_Custody_And_Transfers,22.00,22,0,0,0,0
BI_DB_dbo.BI_DB_Money_Out_STPAnalysis_OPS_Dashboard,22.00,22,0,0,0,0
BI_DB_dbo.BI_DB_OPS_VerificationLevel2Stuck,22.00,22,0,0,0,0
BI_DB_dbo.BI_DB_PositionPnL_UnrealizedPnL_Close_Adjustment,22.00,22,0,0,0,0
BI_DB_dbo.BI_DB_RiskPayPalDepositors,22.00,22,0,0,0,0
DWH_dbo.Dim_CountryBin,22.00,22,0,0,0,0
Dealing_dbo.Dealing_Clicks_OpenClose_Breakdown,22.00,13,8,1,0,0
Dealing_dbo.Dealing_Duco_EODRecon,22.00,22,0,0,0,0
History.Credit,22.00,18,4,0,0,0
History.Positiondatafactory,22.00,0,22,0,0,0
BI_DB_dbo.BI_DB_AML_Multiple_Accounts_Withdrawfulldata,21.00,21,0,0,0,0
BI_DB_dbo.BI_DB_AML_SubEntity_Categorization,21.00,21,0,0,0,0
BI_DB_dbo.BI_DB_ASIC_ClientBalanceFinance,21.00,21,0,0,0,0
BI_DB_dbo.BI_DB_DDR_CID_Level,21.00,21,0,0,0,0
BI_DB_dbo.BI_DB_DLT_Tangany_Trades_Netting,21.00,21,0,0,0,0
BI_DB_dbo.BI_DB_M_AML_Account_Closed,21.00,21,0,0,0,0
BI_DB_dbo.BI_DB_MarketingCloudUserBehaviorInstrument,21.00,21,0,0,0,0
BI_DB_dbo.BI_DB_Vulnerability_LifetimeMetrics,21.00,21,0,0,0,0
DWH_dbo.Dim_PositionChangeLog,21.00,21,0,0,0,0
DWH_dbo.Fact_FirstCustomerAction,21.00,21,0,0,0,0
Dictionary.PlayerLevel,21.00,21,0,0,0,0
Dictionary.Playerstatus,21.00,0,19,2,0,0
EXW_Wallet.Requests,21.00,21,0,0,0,0
EXW_dbo.EXW_PaymentReconciliation,21.00,21,0,0,0,0
eMoney_Tribe.SettlementsTransactions_SecurityChecks-426253,21.00,21,0,0,0,0
etoro_kpi.customer_exclude_list,21.00,0,18,3,0,0
etoro_kpi_stg.bi_output_vg_revenue_slim,21.00,0,16,0,5,0
BI_DB_dbo.BI_DB_AML_Affiliate_Abuse_Agg,20.00,20,0,0,0,0
BI_DB_dbo.BI_DB_AbuseAPI,20.00,20,0,0,0,0
BI_DB_dbo.BI_DB_Client_Balance_CID_Level_New,20.00,17,0,0,3,0
BI_DB_dbo.BI_DB_Deposit_Reversals_PIPs,20.00,20,0,0,0,0
BI_DB_dbo.BI_DB_Deposits,20.00,20,0,0,0,0
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,20.00,20,0,0,0,0
BI_DB_dbo.BI_DB_Q_AML_FSA_Report_end_Positions,20.00,20,0,0,0,0
BI_DB_dbo.BI_DB_US_Apex_Address_Change,20.00,20,0,0,0,0
BI_DB_dbo.BI_DB_Vulnerable_Customers,20.00,20,0,0,0,0
DWH_dbo.Dim_Campaign,20.00,20,0,0,0,0
DWH_dbo.Fact_BillingRedeem,20.00,20,0,0,0,0
EXW_Wallet.ConversionTransactions,20.00,20,0,0,0,0
EXW_Wallet.ETL_InstrumentRates_ByHour,20.00,20,0,0,0,0
EXW_Wallet.Payments,20.00,20,0,0,0,0
EXW_dbo.EXW_AMLProviderID,20.00,20,0,0,0,0
EXW_dbo.EXW_FactBalance,20.00,20,0,0,0,0
Wallet.Conversions,20.00,20,0,0,0,0
eMoney_Tribe.Authorizes_SecurityChecks-30662,20.00,20,0,0,0,0
eMoney_dbo.eMoney_Marketing_EmailTracking,20.00,20,0,0,0,0
etoro_kpi.cfd_statusinfo_v,20.00,0,19,1,0,0
etoro_kpi.ddr_revenue_v,20.00,0,15,5,0,0
etoro_kpi.vg_crm_case,20.00,0,14,6,0,0
BI_DB_dbo.BI_DB_AML_IOB_Report,19.00,19,0,0,0,0
BI_DB_dbo.BI_DB_ActiveAffActualMonthly_Region_GroupAffName,19.00,19,0,0,0,0
BI_DB_dbo.BI_DB_CustomerFirst5OpenPositions,19.00,19,0,0,0,0
BI_DB_dbo.BI_DB_Daily_Open_Closed_Position,19.00,19,0,0,0,0
BI_DB_dbo.BI_DB_KYC_DOBover85,19.00,19,0,0,0,0
BI_DB_dbo.BI_DB_KYC_eToroMoney_UpgradedClubMembers,19.00,19,0,0,0,0
BI_DB_dbo.BI_DB_LiveAcquisitionDashboard_Daily,19.00,19,0,0,0,0
BI_DB_dbo.BI_DB_STP_Redeems,19.00,19,0,0,0,0
BI_DB_dbo.External_Price_History_LastPriceBeforeClose_Range,19.00,19,0,0,0,0
DWH_dbo.Dim_EvMatchStatus,19.00,19,0,0,0,0
Dealing_dbo.Dealing_HedgeCost,19.00,19,0,0,0,0
Dictionary.Playerstatusreasons,19.00,0,19,0,0,0
Dictionary.Playerstatussubreasons,19.00,0,19,0,0,0
EXW_Wallet.AmlValidations,19.00,19,0,0,0,0
History.Mirror,19.00,4,15,0,0,0
bi_db.bronze_compliancestatedb_compliance_kycflowevaluator,19.00,0,19,0,0,0
compliance.bronze_compliancestatedb_compliance_kycflow,19.00,0,19,0,0,0
compliance.bronze_compliancestatedb_dictionary_kycflowtype,19.00,0,19,0,0,0
compliance.bronze_compliancestatedb_history_kycflow,19.00,0,19,0,0,0
compliance.bronze_userapidb_kyc_customeranswers,19.00,0,17,2,0,0
eMoney_dbo.eMoney_Snapshot_Settled_Balance,19.00,19,0,0,0,0
eMoney_dbo.eMoney_UserData_Marketing,19.00,19,0,0,0,0
etoro_kpi_stg.bi_output_vg_mimo_slim,19.00,0,16,0,3,0
general.bronze_settingsdb_settings_gcidtodynamicgroups,19.00,0,19,0,0,0
regtech.gold_exposure_business_undertaking,19.00,0,19,0,0,0
wallet.bronze_settingsdb_dictionary_dynamicgroup,19.00,0,19,0,0,0
BI_DB_dbo.AML_German_Video_Ident,18.00,18,0,0,0,0
BI_DB_dbo.BI_DB_AML_BI_Alerts_New,18.00,17,0,0,0,2
BI_DB_dbo.BI_DB_ClubChangeLog,18.00,18,0,0,0,0
BI_DB_dbo.BI_DB_DailyPanel_Copy,18.00,9,9,0,0,0
BI_DB_dbo.BI_DB_Daily_PI_Performance_COPYDATA_RuningSideBySide,18.00,18,0,0,0,0
BI_DB_dbo.BI_DB_Finance_Audit_Auxillary_Datapoints,18.00,18,0,0,0,0
BI_DB_dbo.BI_DB_H_SEA_CashoutsEstimation,18.00,18,0,0,0,0
BI_DB_dbo.BI_DB_LimitedAccountsWithReasonsNEW,18.00,18,0,0,0,0
BI_DB_dbo.BI_DB_MarketingCloudDaily,18.00,18,0,0,0,0
BI_DB_dbo.BI_DB_Money_In_New_Management_Dashboard,18.00,18,0,0,0,0
BI_DB_dbo.BI_DB_OPS_Fraud_Alert_Analysis,18.00,18,0,0,0,0
BI_DB_dbo.BI_DB_PI_GainDaily,18.00,18,0,0,0,0
BI_DB_dbo.BI_DB_Q_AML_EDD_US_Report,18.00,18,0,0,0,0
BI_DB_dbo.BI_DB_Reg_UK_Compliance_KYC_Weekly_Export,18.00,18,0,0,0,0
BI_DB_dbo.BI_DB_ReturnCalculation_Daily_Data,18.00,18,0,0,0,0
BI_DB_dbo.BI_DB_ReverseCoReport,18.00,18,0,0,0,0
BI_DB_dbo.BI_DB_Tax_1099_PartA,18.00,18,0,0,0,0
BI_DB_dbo.BI_DB_W_Mon_Compliance_CDIM_Report,18.00,18,0,0,0,0
BI_DB_dbo.BI_DB_Watchlist_Tracking_Item_Level,18.00,18,0,0,0,0
DWH_dbo.CustomerStatic,18.00,18,0,0,0,0
DWH_dbo.Dim_BillingProtocolMIDSettingsID,18.00,18,0,0,0,0
DWH_dbo.Dim_Funnel,18.00,18,0,0,0,0
Dealing_dbo.Dealing_CEPDailyAudit_CP,18.00,18,0,0,0,0
EXW_Wallet.BlockchainCryptos,18.00,18,0,0,0,0
EXW_Wallet.Conversions,18.00,18,0,0,0,0
EXW_Wallet.EXW_PriceDaily,18.00,18,0,0,0,0
EXW_dbo.EXW_C2F_E2E,18.00,1,0,0,1,32
EXW_dbo.Staking_BI_Version_ETH_Transactions,18.00,18,0,0,0,0
Trade.IndexDividends,18.00,18,0,0,0,0
Wallet.ReceivedTransactions,18.00,18,0,0,0,0
Wallet.WalletPool,18.00,18,0,0,0,0
eMoney_dbo.eMoney_AM_Target,18.00,18,0,0,0,0
etoro_kpi.cidfirstdates_v,18.00,0,16,2,0,0
etoro_kpi.ddr_mimo_v,18.00,0,15,3,0,0
BI_DB_dbo.BI_DB_AML_High_Risk_Wallet,17.00,17,0,0,0,0
BI_DB_dbo.BI_DB_AccountClosure,17.00,17,0,0,0,0
BI_DB_dbo.BI_DB_Affiliates_VerificationSLA,17.00,17,0,0,0,0
BI_DB_dbo.BI_DB_CID_LifeStageDefinition,17.00,16,0,1,0,0
BI_DB_dbo.BI_DB_Compliance_Clients_Dashboard_EOM_Pos,17.00,17,0,0,0,0
BI_DB_dbo.BI_DB_Cross_Selling_Monthly,17.00,17,0,0,0,0
BI_DB_dbo.BI_DB_Finance_Panel_Reports_New,17.00,17,0,0,0,0
BI_DB_dbo.BI_DB_HourlyReport_Withdraws,17.00,17,0,0,0,0
BI_DB_dbo.BI_DB_MarketingMonthlyRawData,17.00,17,0,0,0,0
BI_DB_dbo.BI_DB_PTM_Levy_Report,17.00,17,0,0,0,0
BI_DB_dbo.BI_DB_PositionPnL_Agg_daily_Staking,17.00,17,0,0,0,0
BI_DB_dbo.BI_DB_ProfessionalCustomersDocuments,17.00,17,0,0,0,0
BI_DB_dbo.BI_DB_QMMF_Report,17.00,17,0,0,0,0
BI_DB_dbo.BI_DB_RAF_Invitees_KPIs,17.00,17,0,0,0,0
BI_DB_dbo.BI_DB_USA_FinanceReport_forTax_CreditID,17.00,17,0,0,0,0
BI_DB_dbo.BI_DB_US_Apex_Stocks_Activity_eToroDB,17.00,17,0,0,0,0
BI_DB_dbo.BI_DB_Watchlist_Tracking_High_Level,17.00,17,0,0,0,0
BI_DB_dbo.BI_DB_Wire_PIP_Report,17.00,17,0,0,0,0
BackOffice.Campaign,17.00,17,0,0,0,0
BackOffice.CustomerDocument,17.00,17,0,0,0,0
Billing.CashoutRollbackTracking,17.00,17,0,0,0,0
Billing.Redeem,17.00,17,0,0,0,0
DWH_dbo.Dim_CashoutReason,17.00,17,0,0,0,0
DWH_dbo.Dim_PaymentStatus,17.00,17,0,0,0,0
Dealing_dbo.Dealing_CEPDailyAudit_Rules,17.00,17,0,0,0,0
EXW_Wallet.PaymentTransactions,17.00,17,0,0,0,0
EXW_Wallet.SentTransactionOutputs,17.00,17,0,0,0,0
EXW_Wallet.WalletPool,17.00,17,0,0,0,0
EXW_dbo.EXW_CompensationClosingCountries,17.00,17,0,0,0,0
History.LastPriceBeforeClose,17.00,17,0,0,0,0
Rankings.MonthlyGainAnon,17.00,17,0,0,0,0
compliance.bronze_userapidb_kyc_answers,17.00,0,16,1,0,0
compliance.bronze_userapidb_kyc_questions,17.00,0,16,1,0,0
eMoney_Tribe.Authorizes_RiskActions-796100,17.00,17,0,0,0,0
etoro_kpi.ddr_aum_v,17.00,0,15,2,0,0
etoro_kpi.vg_customer_monthly_snapshot,17.00,0,0,17,0,0
BI_DB_dbo.BI_DB_ClubUsersDataRemarketingGoogle,16.00,16,0,0,0,0
BI_DB_dbo.BI_DB_CryptoDashboardNew,16.00,16,0,0,0,0
BI_DB_dbo.BI_DB_DailyZeroPnL_Stocks,16.00,16,0,0,0,0
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,16.00,16,0,0,0,0
BI_DB_dbo.BI_DB_High_Cashout_Emails_For_Management_Analysis,16.00,16,0,0,0,0
BI_DB_dbo.BI_DB_HourlyReport_Redeems,16.00,16,0,0,0,0
BI_DB_dbo.BI_DB_Investors_Top10,16.00,16,0,0,0,0
BI_DB_dbo.BI_DB_KYC_Score_CID_Level,16.00,16,0,0,0,0
BI_DB_dbo.BI_DB_LargeCashoutReport,16.00,16,0,0,0,0
BI_DB_dbo.BI_DB_Money_Out_New_Management_Dashboard,16.00,16,0,0,0,0
BI_DB_dbo.BI_DB_NewContactsActivityPerRep,16.00,16,0,0,0,0
BI_DB_dbo.BI_DB_Operations_Monthly_KPIs_Cashouts,16.00,16,0,0,0,0
BI_DB_dbo.BI_DB_PR_MonthlyData,16.00,16,0,0,0,0
BI_DB_dbo.BI_DB_US_Compliance_Apex_Clients_Crypto_Stocks,16.00,16,0,0,0,0
BI_DB_dbo.BI_DB_WeeklyCopyBlock,16.00,16,0,0,0,0
BI_DB_dbo.BI_DB_rsk_Portfolio,16.00,16,0,0,0,0
BI_DB_dbo.fiktivo_AffiliateCommission_ClosedPosition_for_Marketing_Cube,16.00,16,0,0,0,0
Dealing_dbo.Dealing_CEPDailyAudit_ConditionToCP,16.00,16,0,0,0,0
Dealing_dbo.Dealing_IndiciesIntraHour_Clients,16.00,16,0,0,0,0
Dealing_dbo.Dealing_JPMReconEODHolding,16.00,16,0,0,0,0
EXW_Wallet.WalletPoolStatuses,16.00,16,0,0,0,0
EXW_dbo.EXW_FactPayments,16.00,16,0,0,0,0
EXW_dbo.EXW_WalletEntity,16.00,16,0,0,0,0
EXW_dbo.Staking_BI_Version_WalletUserRewards,16.00,16,0,0,0,0
History.Positionchangelog,16.00,0,15,0,1,0
bi_output_stg.bi_output_operations_documentanalysis,16.00,0,16,0,0,0
bi_output_stg.bi_output_operations_electronic_verification_cohort,16.00,0,16,0,0,0
eMoney_dbo.eMoney_Account_Mappings,16.00,16,0,0,0,0
etoro_kpi.vg_customer_daily_snapshot,16.00,0,0,16,0,0
general.bronze_factset_prices_volumes,16.00,0,16,0,0,0
general.bronze_factset_returns,16.00,0,16,0,0,0
trading.silver_etoro_trade_position,16.00,0,16,0,0,0
BI_DB_dbo.BI_DB_AML_Terror_Monitor_Dashboard,15.00,15,0,0,0,0
BI_DB_dbo.BI_DB_ClientBalance_DDR_Data_Integrity_Alert,15.00,15,0,0,0,0
