"ProcedureName","TableName","TableSchema","BareTable","FrequencySP","Priority","ProcessType","ProcessName"
"BI_DB_dbo.SP_Finance_ASIC_MP","BI_DB_dbo.BI_DB_Finance_ASIC_MP","BI_DB_dbo","BI_DB_Finance_ASIC_MP","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Finance_IFRS_Automation_KTCD_eToro_Side","BI_DB_dbo.BI_DB_Finance_IFRS_Automation_KTCD_eToro_Side","BI_DB_dbo","BI_DB_Finance_IFRS_Automation_KTCD_eToro_Side","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Finance_Non_US_Settlement_2023","BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023","BI_DB_dbo","BI_DB_Finance_Non_US_Settlement_New_2023","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Finance_Non_US_Settlement_2025","BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025","BI_DB_dbo","BI_DB_Finance_Non_US_Settlement_New_2025","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Finance_Non_US_Settlement_2025","BI_DB_dbo.BI_DB_Finance_eToro_vs_Positions","BI_DB_dbo","BI_DB_Finance_eToro_vs_Positions","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Finance_Real_Futures_Custody_And_Transfers","BI_DB_dbo.BI_DB_Finance_Real_Futures_Custody_And_Transfers","BI_DB_dbo","BI_DB_Finance_Real_Futures_Custody_And_Transfers","Daily","0","3","SB_Daily"
"BI_DB_dbo.SP_Finance_Staking_Report","BI_DB_dbo.BI_DB_Finance_Staking_Report","BI_DB_dbo","BI_DB_Finance_Staking_Report","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_First5Actions","BI_DB_dbo.BI_DB_First5Actions","BI_DB_dbo","BI_DB_First5Actions","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_FirstTimeRev10","BI_DB_dbo.BI_DB_FirstTimeRev10","BI_DB_dbo","BI_DB_FirstTimeRev10","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_FirstTimeRev5","BI_DB_dbo.BI_DB_FirstTimeRev5","BI_DB_dbo","BI_DB_FirstTimeRev5","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_GST_Report","BI_DB_dbo.BI_DB_GST_Report ","BI_DB_dbo","BI_DB_GST_Report ","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_H_AssignmentToolBacklog","BI_DB_dbo.BI_DB_AssignmentToolBacklog","BI_DB_dbo","BI_DB_AssignmentToolBacklog","Hourly","0","1","SB_Hourly"
"BI_DB_dbo.SP_H_AssignmentToolSLAs","BI_DB_dbo.BI_DB_AssignmentToolSLAs","BI_DB_dbo","BI_DB_AssignmentToolSLAs","Hourly","0","1","SB_Hourly"
"BI_DB_dbo.SP_H_AssignmentToolTasks","BI_DB_dbo.BI_DB_AssignmentToolTasks","BI_DB_dbo","BI_DB_AssignmentToolTasks","Hourly","0","1","SB_Hourly"
"BI_DB_dbo.SP_H_AssignmentToolVolumes","BI_DB_dbo.BI_DB_AssignmentToolVolumes","BI_DB_dbo","BI_DB_AssignmentToolVolumes","Hourly","0","1","SB_Hourly"
"BI_DB_dbo.SP_H_BI_DB_STP_Redeems","BI_DB_dbo.BI_DB_STP_Redeems","BI_DB_dbo","BI_DB_STP_Redeems","Hourly","0","1","SB_Hourly"
"BI_DB_dbo.SP_H_Cashout_Performance_Monitoring","BI_DB_dbo.BI_DB_Cashout_Performance_Monitoring","BI_DB_dbo","BI_DB_Cashout_Performance_Monitoring","Hourly","0","1","SB_Hourly"
"BI_DB_dbo.SP_H_Dummy","BI_DB_dbo.BI_DB_Dummy","BI_DB_dbo","BI_DB_Dummy","Hourly","0","1",
"BI_DB_dbo.SP_H_EndOfDayReport_Cashouts","BI_DB_dbo.BI_DB_EndOfDayReport_Cashouts","BI_DB_dbo","BI_DB_EndOfDayReport_Cashouts","Hourly","0","1","SB_Hourly"
"BI_DB_dbo.SP_H_EndOfDayReport_Redeems","BI_DB_dbo.BI_DB_EndOfDayReport_Redeems","BI_DB_dbo","BI_DB_EndOfDayReport_Redeems","Hourly","0","1","SB_Hourly"
"BI_DB_dbo.SP_H_HourlyReport_Redeems","BI_DB_dbo.BI_DB_HourlyReport_Redeems","BI_DB_dbo","BI_DB_HourlyReport_Redeems","Hourly","0","1","SB_Hourly"
"BI_DB_dbo.SP_H_LiveAcquisitionDashboard","BI_DB_dbo.BI_DB_LiveAcquisitionDashboard","BI_DB_dbo","BI_DB_LiveAcquisitionDashboard","Hourly","0","1","SB_Hourly"
"BI_DB_dbo.SP_H_LiveAcquisitionDashboard_New","BI_DB_dbo.BI_DB_LiveAcquisitionDashboard","BI_DB_dbo","BI_DB_LiveAcquisitionDashboard","Hourly","0","1","SB_Hourly"
"BI_DB_dbo.SP_H_Money_Out_STPAnalysis_OPS_Dashboard","BI_DB_dbo.BI_DB_Money_Out_STPAnalysis_OPS_Dashboard","BI_DB_dbo","BI_DB_Money_Out_STPAnalysis_OPS_Dashboard","Hourly","0","1","SB_Hourly"
"BI_DB_dbo.SP_H_Ops_HourlyReport_Withdraws","BI_DB_dbo.BI_DB_HourlyReport_Withdraws","BI_DB_dbo","BI_DB_HourlyReport_Withdraws","Hourly","0","1","SB_Hourly"
"BI_DB_dbo.SP_H_SEA_CashoutsEstimation","BI_DB_dbo.BI_DB_H_SEA_CashoutsEstimation","BI_DB_dbo","BI_DB_H_SEA_CashoutsEstimation","Hourly","0","1","SB_Hourly"
"BI_DB_dbo.SP_H_VerificationStatus30Days","BI_DB_dbo.BI_DB_VerificationStatus30Days","BI_DB_dbo","BI_DB_VerificationStatus30Days","Hourly","0","1","SB_Hourly"
"BI_DB_dbo.SP_ICF_Report","BI_DB_dbo.BI_DB_ICF_Report","BI_DB_dbo","BI_DB_ICF_Report","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_IndexDividend_Alert","BI_DB_dbo.BI_DB_IndexDividends_Alert","BI_DB_dbo","BI_DB_IndexDividends_Alert","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Instrument_Overview","BI_DB_dbo.BI_DB_Instrument_Overview","BI_DB_dbo","BI_DB_Instrument_Overview","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Instruments_BidAndAsk","BI_DB_dbo.BI_DB_Instruments_BidAndAsk","BI_DB_dbo","BI_DB_Instruments_BidAndAsk","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_InterestMonthly","BI_DB_dbo.BI_DB_InterestMonthly","BI_DB_dbo","BI_DB_InterestMonthly","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Investment_Monthly_Data","BI_DB_dbo.BI_DB_Investment_Monthly_Data","BI_DB_dbo","BI_DB_Investment_Monthly_Data","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_InvestorReport","BI_DB_dbo.BI_DB_Investors_Unclustered","BI_DB_dbo","BI_DB_Investors_Unclustered","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_InvestorReport_Cluster","BI_DB_dbo.BI_DB_Investors","BI_DB_dbo","BI_DB_Investors","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_IR_Dashboard_Monitor_Checks","BI_DB_dbo.IR_Dashboard_Monitor_Checks","BI_DB_dbo","IR_Dashboard_Monitor_Checks","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_KYC_DOBover85","BI_DB_dbo.BI_DB_KYC_DOBover85","BI_DB_dbo","BI_DB_KYC_DOBover85","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_KYC_Panel","BI_DB_dbo.BI_DB_KYC_Questions_Answers_Row_Data","BI_DB_dbo","BI_DB_KYC_Questions_Answers_Row_Data","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_KYC_Panel","BI_DB_dbo.BI_DB_KYC_Knowledge_Assessment","BI_DB_dbo","BI_DB_KYC_Knowledge_Assessment","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_KYC_Panel","BI_DB_dbo.BI_DB_KYC_Panel","BI_DB_dbo","BI_DB_KYC_Panel","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_KYC_Score_CID_Level","BI_DB_dbo.BI_DB_KYC_Score_CID_Level","BI_DB_dbo","BI_DB_KYC_Score_CID_Level","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_LargeCashOutReport","BI_DB_dbo.BI_DB_LargeCashoutReport","BI_DB_dbo","BI_DB_LargeCashoutReport","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_LimitedAccountsWithReasonsNEW","BI_DB_dbo.BI_DB_LimitedAccountsWithReasonsNEW","BI_DB_dbo","BI_DB_LimitedAccountsWithReasonsNEW","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Local_Currencies_MIMO","BI_DB_dbo.BI_DB_Local_Currencies_MIMO","BI_DB_dbo","BI_DB_Local_Currencies_MIMO","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_LTV_BI_Actual","BI_DB_dbo.BI_DB_LTV_BI_Actual","BI_DB_dbo","BI_DB_LTV_BI_Actual","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_LTV_By_FTD_MOP","BI_DB_dbo.BI_DB_LTV_By_FTD_MOP","BI_DB_dbo","BI_DB_LTV_By_FTD_MOP","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_LTV_FromDB_ToBigQuery","BI_DB_dbo.LTV_FromDB_ToBigQuery","BI_DB_dbo","LTV_FromDB_ToBigQuery","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_LTV_Multiplier_Model","BI_DB_dbo.BI_DB_LTV_Predictions","BI_DB_dbo","BI_DB_LTV_Predictions","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_M_Affiliates_FraudMonitoring","BI_DB_dbo.BI_DB_Affiliates_FraudMonitoring","BI_DB_dbo","BI_DB_Affiliates_FraudMonitoring","Monthly","0","1","SB_Daily"
"BI_DB_dbo.SP_M_Affiliates_FraudMonitoring_Relations","BI_DB_dbo.BI_DB_M_Affiliates_FraudMonitoring_Relations","BI_DB_dbo","BI_DB_M_Affiliates_FraudMonitoring_Relations","Monthly","0","1","SB_Daily"
"BI_DB_dbo.SP_M_AffiliateScore","BI_DB_dbo.BI_DB_AffiliateScore","BI_DB_dbo","BI_DB_AffiliateScore","Monthly","0","1","SB_Daily"
"BI_DB_dbo.SP_M_AML_Account_Closed","BI_DB_dbo.BI_DB_M_AML_Account_Closed","BI_DB_dbo","BI_DB_M_AML_Account_Closed","Monthly","0","1","SB_Daily"
"BI_DB_dbo.SP_M_AML_Finance_Report","BI_DB_dbo.BI_DB_M_AML_Finance_Report","BI_DB_dbo","BI_DB_M_AML_Finance_Report","Monthly","0","1","SB_Daily"
"BI_DB_dbo.SP_M_EmployeesProgram","BI_DB_dbo.BI_DB_Employees_Program","BI_DB_dbo","BI_DB_Employees_Program","Monthly","0","1","SB_Daily"
"BI_DB_dbo.SP_M_EOMExposures","BI_DB_dbo.BI_DB_EOMExposures","BI_DB_dbo","BI_DB_EOMExposures","Monthly","0","1","SB_Daily"
"BI_DB_dbo.SP_M_LifeStage_Matrix","BI_DB_dbo.BI_DB_M_LifeStage_Matrix","BI_DB_dbo","BI_DB_M_LifeStage_Matrix","Monthly","0","1","SB_Daily"
"BI_DB_dbo.SP_M_LTV_Multipliers","BI_DB_dbo.BI_DB_LTV_Revenue_Multipliers","BI_DB_dbo","BI_DB_LTV_Revenue_Multipliers","Monthly","0","1","SB_Daily"
"BI_DB_dbo.SP_M_Notifications_by_LifeStage","BI_DB_dbo.BI_DB_M_SB_Fiktive_Table","BI_DB_dbo","BI_DB_M_SB_Fiktive_Table","Monthly","0","1","SB_Daily"
"BI_DB_dbo.SP_M_PR_MonthlyData","BI_DB_dbo.BI_DB_PR_MonthlyData","BI_DB_dbo","BI_DB_PR_MonthlyData","Monthly","0","1","SB_Daily"
"BI_DB_dbo.SP_M_Snapshot_CID_LifeStageDefinition","BI_DB_dbo.BI_DB_Snapshot_CID_LifeStageDefinition","BI_DB_dbo","BI_DB_Snapshot_CID_LifeStageDefinition","Monthly","0","1","SB_Daily"
"BI_DB_dbo.SP_M_YearlyGain","BI_DB_dbo.BI_DB_YearlyGain","BI_DB_dbo","BI_DB_YearlyGain","Monthly","0","1",
"BI_DB_dbo.SP_Marketing_Cube","BI_DB_dbo.BI_DB_MarketingMonthlyRawData","BI_DB_dbo","BI_DB_MarketingMonthlyRawData","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Marketing_Cube","BI_DB_dbo.BI_DB_MarketingDailyRawData","BI_DB_dbo","BI_DB_MarketingDailyRawData","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_MarketingCloudDaily","BI_DB_dbo.BI_DB_MarketingCloudDaily","BI_DB_dbo","BI_DB_MarketingCloudDaily","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Money_In_New_Management_Dashboard","BI_DB_dbo.BI_DB_Money_In_New_Management_Dashboard","BI_DB_dbo","BI_DB_Money_In_New_Management_Dashboard","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Money_Out_New_Management_Dashboard","BI_DB_dbo.BI_DB_Money_Out_New_Management_Dashboard","BI_DB_dbo","BI_DB_Money_Out_New_Management_Dashboard","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Monthly_InterestPayment_Dashboard","BI_DB_dbo.BI_DB_Monthly_InterestPayment_Dashboard","BI_DB_dbo","BI_DB_Monthly_InterestPayment_Dashboard","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Negative_Balance_Monitor_Risk","BI_DB_dbo.BI_DB_Negative_Balance_Monitor_Risk","BI_DB_dbo","BI_DB_Negative_Balance_Monitor_Risk","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_NewBonusReport","BI_DB_dbo.BI_DB_NewBonusReport","BI_DB_dbo","BI_DB_NewBonusReport","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_NewBonusReport","BI_DB_dbo.BI_DB_Depositors_By_Managers","BI_DB_dbo","BI_DB_Depositors_By_Managers","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_NewContactActivityPerRep","BI_DB_dbo.BI_DB_NewContactsActivityPerRep","BI_DB_dbo","BI_DB_NewContactsActivityPerRep","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_NonPI_HighAUM","BI_DB_dbo.BI_DB_NonPI_HighAUM","BI_DB_dbo","BI_DB_NonPI_HighAUM","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_NonUS_Logins","BI_DB_dbo.BI_DB_NonUS_Logins","BI_DB_dbo","BI_DB_NonUS_Logins","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Operations_Monthly_KPIs_FullData","BI_DB_dbo.BI_DB_Operations_Monthly_KPIs_Verifications","BI_DB_dbo","BI_DB_Operations_Monthly_KPIs_Verifications","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Operations_Monthly_KPIs_FullData","BI_DB_dbo.BI_DB_Operations_Monthly_KPIs_Cashouts","BI_DB_dbo","BI_DB_Operations_Monthly_KPIs_Cashouts","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Operations_Monthly_KPIs_FullData","BI_DB_dbo.BI_DB_Operations_Monthly_KPIs_Wires","BI_DB_dbo","BI_DB_Operations_Monthly_KPIs_Wires","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Operations_Onboarding_Flow_UserKPIs","BI_DB_dbo.BI_DB_Operations_Onboarding_Flow_UserKPIs","BI_DB_dbo","BI_DB_Operations_Onboarding_Flow_UserKPIs","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_OPS_Fraud_Alert_Analysis","BI_DB_dbo.BI_DB_OPS_Fraud_Alert_Analysis","BI_DB_dbo","BI_DB_OPS_Fraud_Alert_Analysis","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_OPS_HighCompensationsVsDeposits","BI_DB_dbo.BI_DB_OPS_HighCompensationsVsDeposits","BI_DB_dbo","BI_DB_OPS_HighCompensationsVsDeposits","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_OPS_KYC_Verification","BI_DB_dbo.BI_DB_OPS_KYC_Verification","BI_DB_dbo","BI_DB_OPS_KYC_Verification","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_OPS_MastersAndSubAccounts_AlignmentMonitoringReport","BI_DB_dbo.BI_DB_OPS_MastersAndSubAccounts_AlignmentMonitoringReport","BI_DB_dbo","BI_DB_OPS_MastersAndSubAccounts_AlignmentMonitoringReport","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_OPS_MultipleAccounts","BI_DB_dbo.BI_DB_OPS_MultipleAccounts","BI_DB_dbo","BI_DB_OPS_MultipleAccounts","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_OPS_VerificationLevel2Stuck","BI_DB_dbo.BI_DB_OPS_VerificationLevel2Stuck","BI_DB_dbo","BI_DB_OPS_VerificationLevel2Stuck","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_OPS_VerificationPipeline_Level2","BI_DB_dbo.BI_DB_OPS_VerificationPipeline_OverLevel2","BI_DB_dbo","BI_DB_OPS_VerificationPipeline_OverLevel2","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Payoneer_Revenue_Report","BI_DB_dbo.BI_DB_Payoneer_Revenue_Report","BI_DB_dbo","BI_DB_Payoneer_Revenue_Report","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_PI_Affiliate","BI_DB_dbo.BI_DB_PI_Affiliate","BI_DB_dbo","BI_DB_PI_Affiliate","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_PI_Gain","BI_DB_dbo.BI_DB_PI_Gain","BI_DB_dbo","BI_DB_PI_Gain","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_PI_StatusPanel","BI_DB_dbo.BI_DB_PI_StatusPanel","BI_DB_dbo","BI_DB_PI_StatusPanel","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Positions_Closed_To_IBAN","BI_DB_dbo.BI_DB_Positions_Closed_To_IBAN","BI_DB_dbo","BI_DB_Positions_Closed_To_IBAN","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Positions_Opened_From_IBAN","BI_DB_dbo.BI_DB_Positions_Opened_From_IBAN","BI_DB_dbo","BI_DB_Positions_Opened_From_IBAN","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Post_Clsutering_Python","BI_DB_dbo.BI_DB_Post_Clsutering_Python","BI_DB_dbo","BI_DB_Post_Clsutering_Python","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_ProfessionalCustomers","BI_DB_dbo.BI_DB_ProfessionalCustomersPending","BI_DB_dbo","BI_DB_ProfessionalCustomersPending","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_ProfessionalCustomers","BI_DB_dbo.BI_DB_ProfessionalCustomers","BI_DB_dbo","BI_DB_ProfessionalCustomers","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_ProfessionalCustomersDocuments","BI_DB_dbo.BI_DB_ProfessionalCustomersDocuments","BI_DB_dbo","BI_DB_ProfessionalCustomersDocuments","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Q_AML_EDD_US_Report","BI_DB_dbo.BI_DB_Q_AML_EDD_US_Report","BI_DB_dbo","BI_DB_Q_AML_EDD_US_Report","Quarterly","0","1","SB_Daily"
"BI_DB_dbo.SP_Q_AML_FSA_Report","BI_DB_dbo.BI_DB_Q_AML_FSA_Report_end_Positions","BI_DB_dbo","BI_DB_Q_AML_FSA_Report_end_Positions","Quarterly","0","1","SB_Daily"
"BI_DB_dbo.SP_Q_AML_FSA_Report","BI_DB_dbo.BI_DB_Q_AML_FSA_Report_end_Market_Value","BI_DB_dbo","BI_DB_Q_AML_FSA_Report_end_Market_Value","Quarterly","0","1","SB_Daily"
"BI_DB_dbo.SP_Q_AML_FSA_Report","BI_DB_dbo.BI_DB_Q_AML_FSA_Report_end","BI_DB_dbo","BI_DB_Q_AML_FSA_Report_end","Quarterly","0","1","SB_Daily"
"BI_DB_dbo.SP_Q_AML_FSA_Report","BI_DB_dbo.BI_DB_Q_AML_FSA_Report_start","BI_DB_dbo","BI_DB_Q_AML_FSA_Report_start","Quarterly","0","1","SB_Daily"
"BI_DB_dbo.SP_QMMF_Report","BI_DB_dbo.BI_DB_QMMF_Report","BI_DB_dbo","BI_DB_QMMF_Report","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_QMMF_Report","BI_DB_dbo.BI_DB_QMMF_Report_Finance","BI_DB_dbo","BI_DB_QMMF_Report_Finance","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_QTFN_Report","BI_DB_dbo.BI_DB_QTFN_Report","BI_DB_dbo","BI_DB_QTFN_Report","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_RAF_InviteeAbuser","BI_DB_dbo.BI_DB_RAF_Invitees_KPIs","BI_DB_dbo","BI_DB_RAF_Invitees_KPIs","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_RecurringInvestment_Positions","BI_DB_dbo.BI_DB_RecurringInvestment_Positions","BI_DB_dbo","BI_DB_RecurringInvestment_Positions","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Revenue14DaysToBigQuery","BI_DB_dbo.BI_DB_Revenue14DaysToBigQuery","BI_DB_dbo","BI_DB_Revenue14DaysToBigQuery","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_RevenueForum","BI_DB_dbo.BI_DB_RevenueForum","BI_DB_dbo","BI_DB_RevenueForum","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_ReverseCO_Report","BI_DB_dbo.BI_DB_ReverseCoReport","BI_DB_dbo","BI_DB_ReverseCoReport","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Risk_PayPalDepositors","BI_DB_dbo.BI_DB_RiskPayPalDepositors","BI_DB_dbo","BI_DB_RiskPayPalDepositors","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_RiskAlertManagementTool","BI_DB_dbo.BI_DB_RiskAlertManagementTool","BI_DB_dbo","BI_DB_RiskAlertManagementTool","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_rsk_AgregatedRisk","BI_DB_dbo.BI_DB_Mirror_Assets_Allocation","BI_DB_dbo","BI_DB_Mirror_Assets_Allocation","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_rsk_AgregatedRisk","BI_DB_dbo.BI_DB_rsk_DailyRiskAgg","BI_DB_dbo","BI_DB_rsk_DailyRiskAgg","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_rsk_Portfolio","BI_DB_dbo.BI_DB_rsk_Portfolio","BI_DB_dbo","BI_DB_rsk_Portfolio","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_rsk_RiskCorelation_PIs","BI_DB_dbo.BI_DB_rsk_Risk_PI_Correl","BI_DB_dbo","BI_DB_rsk_Risk_PI_Correl","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_rsk_RiskCorelation_PIs","BI_DB_dbo.BI_DB_rsk_Risk_PI_Stats","BI_DB_dbo","BI_DB_rsk_Risk_PI_Stats","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Staking_Platform_Compensations","BI_DB_dbo.BI_DB_Staking_Platform_Compensations","BI_DB_dbo","BI_DB_Staking_Platform_Compensations","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Stocks_HS125","BI_DB_dbo.BI_DB_Stocks_HS125","BI_DB_dbo","BI_DB_Stocks_HS125","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Stocks_HS125","BI_DB_dbo.BI_DB_Stocks_HS121_CIDs","BI_DB_dbo","BI_DB_Stocks_HS121_CIDs","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Stocks_Opportunities","BI_DB_dbo.BI_DB_Stocks_Opportunities","BI_DB_dbo","BI_DB_Stocks_Opportunities","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_StocksETFs_SignificantAllocation","BI_DB_dbo.BI_DB_StocksETFs_SignificantAllocation","BI_DB_dbo","BI_DB_StocksETFs_SignificantAllocation","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_SuspiciousActivityTrading_Investing","BI_DB_dbo.BI_DB_SuspiciousActivityTrading_Investing","BI_DB_dbo","BI_DB_SuspiciousActivityTrading_Investing","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Taboola","BI_DB_dbo.BI_DB_DailyTaboolaCombineAffwiz","BI_DB_dbo","BI_DB_DailyTaboolaCombineAffwiz","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_TanganyEOD_Recon","BI_DB_dbo.BI_DB_LiveAcquisitionDashboard","BI_DB_dbo","BI_DB_LiveAcquisitionDashboard","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Tax_1099_PartB","BI_DB_dbo.BI_DB_Tax_1099_PartB","BI_DB_dbo","BI_DB_Tax_1099_PartB","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Tax_Compensation_for_1099","BI_DB_dbo.BI_DB_Tax_Compensation_for_1099","BI_DB_dbo","BI_DB_Tax_Compensation_for_1099","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Tax_Compliance_W8_AND_TIN","BI_DB_dbo.BI_DB_Tax_Compliance_Trade_CFD_US_Stocks","BI_DB_dbo","BI_DB_Tax_Compliance_Trade_CFD_US_Stocks","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Tax_Compliance_W8_AND_TIN","BI_DB_dbo.BI_DB_Tax_Compliance_TIN","BI_DB_dbo","BI_DB_Tax_Compliance_TIN","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Tax_PTM_Levy_Report","BI_DB_dbo.BI_DB_PTM_Levy_Report","BI_DB_dbo","BI_DB_PTM_Levy_Report","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_TaxReports","BI_DB_dbo.BI_DB_Tax_Reports_Status","BI_DB_dbo","BI_DB_Tax_Reports_Status","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Technical_Issues_Compensation_Risk","BI_DB_dbo.BI_DB_Technical_Issues_Compensation_Risk","BI_DB_dbo","BI_DB_Technical_Issues_Compensation_Risk","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_TIN_Gap","BI_DB_dbo.BI_DB_TIN_Gap","BI_DB_dbo","BI_DB_TIN_Gap","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_TIN_Gap_Temp_pop","BI_DB_dbo.BI_DB_TIN_Gap_Temp_pop","BI_DB_dbo","BI_DB_TIN_Gap_Temp_pop","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Trading_Failures_Risk","BI_DB_dbo.BI_DB_Trading_Failures_Risk","BI_DB_dbo","BI_DB_Trading_Failures_Risk","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Twitter","BI_DB_dbo.BI_DB_Twitter","BI_DB_dbo","BI_DB_Twitter","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Unsettled_Trades_Risk","BI_DB_dbo.BI_DB_Unsettled_Trades_Risk","BI_DB_dbo","BI_DB_Unsettled_Trades_Risk","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_US_Apex_Address_Change","BI_DB_dbo.BI_DB_US_Apex_Address_Change","BI_DB_dbo","BI_DB_US_Apex_Address_Change","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_US_Apex_Rejected_Accounts","BI_DB_dbo.BI_DB_US_Apex_Rejected_Accounts","BI_DB_dbo","BI_DB_US_Apex_Rejected_Accounts","Daily","0","1","SB_Daily"
