"ProcedureName","TableName","TableSchema","BareTable","FrequencySP","Priority","ProcessType","ProcessName"
"BI_DB_dbo.SP_US_Apex_Stocks_Activity_Recon","BI_DB_dbo.BI_DB_US_Apex_Stocks_Activity_eToroDB","BI_DB_dbo","BI_DB_US_Apex_Stocks_Activity_eToroDB","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_US_Apex_Stocks_Activity_Recon","BI_DB_dbo.BI_DB_US_Apex_Stocks_Activity_Apex","BI_DB_dbo","BI_DB_US_Apex_Stocks_Activity_Apex","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_US_Apex_Transactions_Trading_Activity","BI_DB_dbo.BI_DB_US_Apex_Transactions_Trading_Activity","BI_DB_dbo","BI_DB_US_Apex_Transactions_Trading_Activity","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_US_Citizens_Under_Non_US_Regulation","BI_DB_dbo.BI_DB_US_Citizens_Under_Non_US_Regulation","BI_DB_dbo","BI_DB_US_Citizens_Under_Non_US_Regulation","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_US_Compliance_Apex_Clients","BI_DB_dbo.BI_DB_US_Compliance_Apex_Clients","BI_DB_dbo","BI_DB_US_Compliance_Apex_Clients","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_US_Compliance_Apex_Clients","BI_DB_dbo.BI_DB_US_Compliance_Apex_Clients_Crypto_Stocks","BI_DB_dbo","BI_DB_US_Compliance_Apex_Clients_Crypto_Stocks","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_US_Customer_Acount_Reconcilation","BI_DB_dbo.BI_DB_US_Customer_Acount_Reconcilation","BI_DB_dbo","BI_DB_US_Customer_Acount_Reconcilation","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_US_Daily_Crypto","BI_DB_dbo.BI_DB_FSRA_Weekly_Report","BI_DB_dbo","BI_DB_FSRA_Weekly_Report","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_US_Mailing_Address_Non_US_Regulation","BI_DB_dbo.BI_DB_US_Mailing_Address_Non_US_Regulation","BI_DB_dbo","BI_DB_US_Mailing_Address_Non_US_Regulation","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_US_Mailing_Address_Non_US_Regulation","BI_DB_dbo.BI_DB_US_Mailing_Address_Non_US_Regulation_Email","BI_DB_dbo","BI_DB_US_Mailing_Address_Non_US_Regulation_Email","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_US_Popular_Investor","BI_DB_dbo.BI_DB_US_Popular_Investor","BI_DB_dbo","BI_DB_US_Popular_Investor","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_US_Stocks_Transactions_Per_Time_Unit","BI_DB_dbo.BI_DB_US_Stocks_Transactions_Per_Time_Unit","BI_DB_dbo","BI_DB_US_Stocks_Transactions_Per_Time_Unit","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_USA_FinanceReport_forTax","BI_DB_dbo.BI_DB_USA_FinanceReport_forTax_CreditID","BI_DB_dbo","BI_DB_USA_FinanceReport_forTax_CreditID","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_USA_FinanceReport_forTax","BI_DB_dbo.BI_DB_USA_FinanceReport_forTax","BI_DB_dbo","BI_DB_USA_FinanceReport_forTax","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_UsersEngagement","BI_DB_dbo.BI_DB_UsersEngagement","BI_DB_dbo","BI_DB_UsersEngagement","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_VAT_Transaction","BI_DB_dbo.BI_DB_VAT_Transactions","BI_DB_dbo","BI_DB_VAT_Transactions","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Vulnerable_Customers","BI_DB_dbo.BI_DB_Vulnerable_Customers","BI_DB_dbo","BI_DB_Vulnerable_Customers","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_W_AML_PEP_Customers","BI_DB_dbo.BI_DB_W_AML_PEP_Customers","BI_DB_dbo","BI_DB_W_AML_PEP_Customers","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_W_AML_PEP_Customers","BI_DB_dbo.BI_DB_W_AML_PEP_Customers_Trun","BI_DB_dbo","BI_DB_W_AML_PEP_Customers_Trun","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_W_AML_PEP_Customers","BI_DB_dbo.BI_DB_AML_Documents_Request","BI_DB_dbo","BI_DB_AML_Documents_Request","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_W_Compliance_Vulnerability_Detection","BI_DB_dbo.BI_DB_Vulnerability_Positions","BI_DB_dbo","BI_DB_Vulnerability_Positions","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_W_Compliance_Vulnerability_Detection","BI_DB_dbo.BI_DB_Vulnerability_CanceledWithdrawals","BI_DB_dbo","BI_DB_Vulnerability_CanceledWithdrawals","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_W_Compliance_Vulnerability_Detection","BI_DB_dbo.BI_DB_Vulnerability_LifetimeMetrics","BI_DB_dbo","BI_DB_Vulnerability_LifetimeMetrics","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_W_Mon_Compliance_CDIM_Report  ","BI_DB_dbo.BI_DB_W_Mon_Compliance_CDIM_Report","BI_DB_dbo","BI_DB_W_Mon_Compliance_CDIM_Report","Weekly Monday","0","1","SB_Daily"
"BI_DB_dbo.SP_W_Mon_Staking_Email_for_Marcin","BI_DB_dbo.BI_DB_Staking_Email_For_Marcin","BI_DB_dbo","BI_DB_Staking_Email_For_Marcin","Weekly Monday","0","1","SB_Daily"
"BI_DB_dbo.SP_W_Tue_Email_for_KYT","BI_DB_dbo.BI_DB_W_Tue_Email_for_KYT","BI_DB_dbo","BI_DB_W_Tue_Email_for_KYT","Weekly Tuesday","0","1","SB_Daily"
"BI_DB_dbo.SP_W_Wed_BI_DB_FSRA_Weekly_Report","BI_DB_dbo.BI_DB_FSRA_Weekly_Report","BI_DB_dbo","BI_DB_FSRA_Weekly_Report","Weekly Wednesday","0","1","SB_Daily"
"BI_DB_dbo.SP_W_Wed_Compliance_Vulnerability","BI_DB_dbo.BI_DB_W_Wed_Compliance_Vulnerability_ALL","BI_DB_dbo","BI_DB_W_Wed_Compliance_Vulnerability_ALL","Weekly Wednesday","0","1","SB_Daily"
"BI_DB_dbo.SP_Watchlist_Tracking","BI_DB_dbo.BI_DB_Watchlist_Tracking_Item_Level","BI_DB_dbo","BI_DB_Watchlist_Tracking_Item_Level","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Watchlist_Tracking","BI_DB_dbo.BI_DB_Watchlist_Tracking_High_Level","BI_DB_dbo","BI_DB_Watchlist_Tracking_High_Level","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_WatchListsByFunnel","BI_DB_dbo.BI_DB_WatchListsByFunnel","BI_DB_dbo","BI_DB_WatchListsByFunnel","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_WeeklyCopyBlock","BI_DB_dbo.BI_DB_WeeklyCopyBlock","BI_DB_dbo","BI_DB_WeeklyCopyBlock","Daily","0","1","SB_Daily"
"BI_DB_dbo.SP_Wires_PIP_Calculation_Report","BI_DB_dbo.BI_DB_Wire_PIP_Report","BI_DB_dbo","BI_DB_Wire_PIP_Report","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_AbuseAPI","Dealing_dbo.Dealing_AbuseAPI","Dealing_dbo","Dealing_AbuseAPI","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_AbusersCIDs","Dealing_dbo.Dealing_AbusersCIDs","Dealing_dbo","Dealing_AbusersCIDs","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Apex_Recon","Dealing_dbo.Dealing_ApexRecon_Hedging","Dealing_dbo","Dealing_ApexRecon_Hedging","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Apex_Recon","Dealing_dbo.Dealing_ApexRecon_TradeActivity","Dealing_dbo","Dealing_ApexRecon_TradeActivity","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_BNY_VIRTU_Recon","Dealing_dbo.Dealing_BNY_VIRTU_ReconEODHolding","Dealing_dbo","Dealing_BNY_VIRTU_ReconEODHolding","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_BNY_VIRTU_Recon","Dealing_dbo.Dealing_BNY_VIRTU_ReconTrades","Dealing_dbo","Dealing_BNY_VIRTU_ReconTrades","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CapitalGuarantee","Dealing_dbo.Dealing_CapitalGuarantee","Dealing_dbo","Dealing_CapitalGuarantee","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CEP_ExecutionMonitoring","Dealing_dbo.Dealing_CEP_ExecutionMonitoring","Dealing_dbo","Dealing_CEP_ExecutionMonitoring","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CEPDailyAudit","Dealing_dbo.Dealing_CEPDailyAudit_Rules","Dealing_dbo","Dealing_CEPDailyAudit_Rules","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CEPDailyAudit","Dealing_dbo.Dealing_CEPDailyAudit_NameLists","Dealing_dbo","Dealing_CEPDailyAudit_NameLists","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CEPDailyAudit","Dealing_dbo.Dealing_CEPDailyAudit_CP","Dealing_dbo","Dealing_CEPDailyAudit_CP","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CEPDailyAudit","Dealing_dbo.Dealing_CEPDailyAudit_CPToRule","Dealing_dbo","Dealing_CEPDailyAudit_CPToRule","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CEPDailyAudit","Dealing_dbo.Dealing_CEPDailyAudit_ConditionToCP","Dealing_dbo","Dealing_CEPDailyAudit_ConditionToCP","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CEPDailyAudit","Dealing_dbo.Dealing_CEPDailyAudit_ListCIDMapping","Dealing_dbo","Dealing_CEPDailyAudit_ListCIDMapping","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CEPDailyAudit","Dealing_dbo.Dealing_CEPDailyAudit_Conditions","Dealing_dbo","Dealing_CEPDailyAudit_Conditions","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CEPDailyAudit_Emails","Dealing_dbo.V_Dealing_CEPDailyAudit_Rules_Last180Days","Dealing_dbo","V_Dealing_CEPDailyAudit_Rules_Last180Days","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CEPDailyAudit_Emails","Dealing_dbo.V_Dealing_CEPDailyAudit_Conditions_Last180Days","Dealing_dbo","V_Dealing_CEPDailyAudit_Conditions_Last180Days","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CEPDailyAudit_Emails","Dealing_dbo.V_Dealing_CEPDailyAudit_CP_Last180Days","Dealing_dbo","V_Dealing_CEPDailyAudit_CP_Last180Days","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Clicks_OpenClose_Breakdown","Dealing_dbo.Dealing_Clicks_OpenClose_Breakdown","Dealing_dbo","Dealing_Clicks_OpenClose_Breakdown","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_ClientCountry","Dealing_dbo.Dealing_ClientCountry","Dealing_dbo","Dealing_ClientCountry","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_ClientCountry","Dealing_dbo.Dealing_ClientCountry_Reg","Dealing_dbo","Dealing_ClientCountry_Reg","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CloseOnly_Recon","Dealing_dbo.Dealing_CloseOnly_Recon","Dealing_dbo","Dealing_CloseOnly_Recon","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CommissionsAndFails_PerCID","Dealing_dbo.Dealing_FailReasons","Dealing_dbo","Dealing_FailReasons","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CommissionsAndFails_PerCID","Dealing_dbo.Dealing_FailReasons_PIs","Dealing_dbo","Dealing_FailReasons_PIs","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CommissionsAndFails_PerCID","Dealing_dbo.Dealing_CIDs_CommissionsAndFails_PIs","Dealing_dbo","Dealing_CIDs_CommissionsAndFails_PIs","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CommissionsAndFails_PerCID","Dealing_dbo.Dealing_CIDs_CommissionsAndFails","Dealing_dbo","Dealing_CIDs_CommissionsAndFails","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CommissionsAndFails_PerCID","Dealing_dbo.Dealing_FailReasons_Top20_PIs","Dealing_dbo","Dealing_FailReasons_Top20_PIs","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CommissionsAndFails_PerCID","Dealing_dbo.Dealing_FailReasons_Top20","Dealing_dbo","Dealing_FailReasons_Top20","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CommissionsAndFails_PerCID","Dealing_dbo.Dealing_PlayerLevel_Fails","Dealing_dbo","Dealing_PlayerLevel_Fails","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CommissionsAndFails_PerCID","Dealing_dbo.Dealing_PlayerLevel_Data_PIs","Dealing_dbo","Dealing_PlayerLevel_Data_PIs","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CommissionsAndFails_PerCID","Dealing_dbo.Dealing_PlayerLevel_Data","Dealing_dbo","Dealing_PlayerLevel_Data","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CommissionsAndFails_PerCID","Dealing_dbo.Dealing_PlayerLevel_Fails_PIs","Dealing_dbo","Dealing_PlayerLevel_Fails_PIs","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CopierAnalysis","Dealing_dbo.Dealing_CopierAnalysis","Dealing_dbo","Dealing_CopierAnalysis","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_CryptoVolume_ByDirection","Dealing_dbo.Dealing_CryptoVolume_ByDirection","Dealing_dbo","Dealing_CryptoVolume_ByDirection","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_DailySpread_ModeFrequency","Dealing_dbo.Dealing_DailySpread_ModeFrequency","Dealing_dbo","Dealing_DailySpread_ModeFrequency","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_DailyVariableSpread","Dealing_dbo.Dealing_DailyVariableSpread","Dealing_dbo","Dealing_DailyVariableSpread","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_DailyZeroPnL_Stocks","Dealing_dbo.Dealing_DailyZeroPnL_Stocks","Dealing_dbo","Dealing_DailyZeroPnL_Stocks","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_DataForDuco","Dealing_dbo.Dealing_Duco_EODRecon","Dealing_dbo","Dealing_Duco_EODRecon","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_DataForDuco","Dealing_dbo.Dealing_Duco_ActivityRecon","Dealing_dbo","Dealing_Duco_ActivityRecon","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Employees_Report","Dealing_dbo.Dealing_Employees_Report","Dealing_dbo","Dealing_Employees_Report","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_EquityFees","Dealing_dbo.Dealing_EquityFees","Dealing_dbo","Dealing_EquityFees","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_ESMANetLoss","Dealing_dbo.Dealing_ESMANetLoss","Dealing_dbo","Dealing_ESMANetLoss","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Extented_Hours_NewCID","Dealing_dbo.Dealing_Extented_Hours_NewCID","Dealing_dbo","Dealing_Extented_Hours_NewCID","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Extented_Hours_Volume","Dealing_dbo.Dealing_Extented_Hours_Volume","Dealing_dbo","Dealing_Extented_Hours_Volume","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_FactSet_Dependency_Status","Dealing_staging.Dealing_FactSet_Dependency_Status","Dealing_staging","Dealing_FactSet_Dependency_Status","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Fails_PI","Dealing_dbo.Dealing_Fails_PI","Dealing_dbo","Dealing_Fails_PI","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_HedgeCost","Dealing_dbo.Dealing_HedgeCost","Dealing_dbo","Dealing_HedgeCost","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Holdings_RealStocks","Dealing_dbo.Dealing_Holdings_RealStocks","Dealing_dbo","Dealing_Holdings_RealStocks","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_IB_Recon","Dealing_dbo.Dealing_IBRecon_EODHoldings","Dealing_dbo","Dealing_IBRecon_EODHoldings","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_IB_Recon","Dealing_dbo.Dealing_IBRecon_Trades","Dealing_dbo","Dealing_IBRecon_Trades","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_IGRecon","Dealing_dbo.Dealing_IGReconTrades","Dealing_dbo","Dealing_IGReconTrades","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_IGRecon","Dealing_dbo.Dealing_IGReconEODHolding","Dealing_dbo","Dealing_IGReconEODHolding","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_IntraHourCommodityReport","Dealing_dbo.Dealing_CommoditiesIntraHour_Clients","Dealing_dbo","Dealing_CommoditiesIntraHour_Clients","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_IntraHourCommodityReport","Dealing_dbo.Dealing_CommoditiesIntraHour_Etoro","Dealing_dbo","Dealing_CommoditiesIntraHour_Etoro","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Islamic_Administrative_Fee","Dealing_dbo.Dealing_Islamic_Daily_Administrative_Fee","Dealing_dbo","Dealing_Islamic_Daily_Administrative_Fee","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Islamic_Spot_Price_Adjustment","Dealing_dbo.Dealing_Islamic_Daily_Spot_Price_Adjustment","Dealing_dbo","Dealing_Islamic_Daily_Spot_Price_Adjustment","Daily","0","3","SB_Daily"
"Dealing_dbo.SP_JPMRecon","Dealing_dbo.Dealing_PriceLocks","Dealing_dbo","Dealing_PriceLocks","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Latency_SuspiciousCIDs","Dealing_dbo.Dealing_Latency_SuspiciousCIDs","Dealing_dbo","Dealing_Latency_SuspiciousCIDs","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_M_CME_Reporting","Dealing_dbo.Dealing_CME_Reporting","Dealing_dbo","Dealing_CME_Reporting","Monthly","0","1","SB_Daily"
"Dealing_dbo.SP_M_CryptoRebateOpenUnrealized","Dealing_dbo.Dealing_Unrealized_Open_CryptoRebate","Dealing_dbo","Dealing_Unrealized_Open_CryptoRebate","Monthly","0","1","SB_Daily"
"Dealing_dbo.SP_ManipulationReport_RealStocks","Dealing_dbo.Dealing_ManipulationReport_RealStocks_CID","Dealing_dbo","Dealing_ManipulationReport_RealStocks_CID","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_ManipulationReport_RealStocks","Dealing_dbo.Dealing_ManipulationReport_RealStocks","Dealing_dbo","Dealing_ManipulationReport_RealStocks","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Manual_Exec_Trade","Dealing_dbo.Dealing_Manual_Exec_Trade","Dealing_dbo","Dealing_Manual_Exec_Trade","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Manual_Exec_Trade","Dealing_dbo.Dealing_Manual_Exec_Trade_Summary","Dealing_dbo","Dealing_Manual_Exec_Trade_Summary","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_ManualPositionClose","Dealing_dbo.Dealing_ManualPositionClose","Dealing_dbo","Dealing_ManualPositionClose","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Marex_Recon","Dealing_dbo.Dealing_Marex_Recon_EODHoldings","Dealing_dbo","Dealing_Marex_Recon_EODHoldings","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Marex_Recon","Dealing_dbo.Dealing_Marex_Recon_EODHoldings_Futures","Dealing_dbo","Dealing_Marex_Recon_EODHoldings_Futures","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Market_Manipulation_OutstandingsharesHigherthan005","Dealing_dbo.Dealing_Market_Manipulation_OutstandingsharesHigherthan005_Email","Dealing_dbo","Dealing_Market_Manipulation_OutstandingsharesHigherthan005_Email","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Market_Manipulation_OutstandingsharesHigherthan005","Dealing_dbo.Dealing_Market_Manipulation_OutstandingsharesHigherthan005","Dealing_dbo","Dealing_Market_Manipulation_OutstandingsharesHigherthan005","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Market_Manipulation_Report","Dealing_dbo.Dealing_Market_Manipulation_Report","Dealing_dbo","Dealing_Market_Manipulation_Report","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_MarketMakerAllTrade","Dealing_dbo.Dealing_MarketMakerAllTrade","Dealing_dbo","Dealing_MarketMakerAllTrade","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_MarketMakerAllTrade","Dealing_dbo.Dealing_MarketMakerAllTradeEtoroX","Dealing_dbo","Dealing_MarketMakerAllTradeEtoroX","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_MarketMakerBoundaries","Dealing_dbo.Dealing_MarketMakerBoundaries_Real","Dealing_dbo","Dealing_MarketMakerBoundaries_Real","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_MarketMakerBoundaries","Dealing_dbo.Dealing_MarketMakerBoundaries_CFD ","Dealing_dbo","Dealing_MarketMakerBoundaries_CFD ","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_MAXLeverageByNOP","Dealing_dbo.Dealing_MAXLeverageByNOP","Dealing_dbo","Dealing_MAXLeverageByNOP","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_MaxNOPLimitSettings","Dealing_dbo.Dealing_MaxNOPLimitSettings","Dealing_dbo","Dealing_MaxNOPLimitSettings","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_MaxPositionUnits","Dealing_dbo.Dealing_MaxPositionUnits","Dealing_dbo","Dealing_MaxPositionUnits","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_MCS_Model_Report","Dealing_dbo.Dealing_MCS_Model_Report","Dealing_dbo","Dealing_MCS_Model_Report","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Monitoring_ADV","Dealing_dbo.Dealing_Monitoring_ADV","Dealing_dbo","Dealing_Monitoring_ADV","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Monitoring_ADV","Dealing_dbo.Dealing_Monitoring_ADV_MoreThanPercent","Dealing_dbo","Dealing_Monitoring_ADV_MoreThanPercent","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_NOP_Report","Dealing_dbo.Dealing_NOP_Report","Dealing_dbo","Dealing_NOP_Report","Daily","0","3","SB_Daily"
"Dealing_dbo.SP_PDT","Dealing_dbo.Dealing_PDT","Dealing_dbo","Dealing_PDT","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_PreviouslyIdentifiedAbusers","Dealing_dbo.Dealing_PreviouslyIdentifiedAbusers","Dealing_dbo","Dealing_PreviouslyIdentifiedAbusers","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_PreviouslyIdentifiedAbusers","Dealing_dbo.Dealing_PreviouslyIdentifiedAbusers_Email","Dealing_dbo","Dealing_PreviouslyIdentifiedAbusers_Email","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_PriceLocks","Dealing_dbo.Dealing_PriceLocks","Dealing_dbo","Dealing_PriceLocks","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Rev_Assurance","Dealing_dbo.Dealing_Commission_Assurance_By_Position","Dealing_dbo","Dealing_Commission_Assurance_By_Position","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Rev_Assurance","Dealing_dbo.Dealing_Rollover_Assurance","Dealing_dbo","Dealing_Rollover_Assurance","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Rev_Assurance","Dealing_dbo.Dealing_Commission_Assurance","Dealing_dbo","Dealing_Commission_Assurance","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Run_NOP_Report","Dealing_dbo.Dealing_NOP_Report","Dealing_dbo","Dealing_NOP_Report","Daily","0","3","SB_Daily"
"Dealing_dbo.SP_Run_Recon","Dealing_dbo.Dealing_GSReconTrades","Dealing_dbo","Dealing_GSReconTrades","Daily","0","3","SB_Daily"
"Dealing_dbo.SP_Run_Recon","Dealing_dbo.Dealing_ApexRecon_Holdings","Dealing_dbo","Dealing_ApexRecon_Holdings","Daily","0","3","SB_Daily"
"Dealing_dbo.SP_Run_Recon","Dealing_dbo.Dealing_ApexRecon_TradeActivity","Dealing_dbo","Dealing_ApexRecon_TradeActivity","Daily","0","3","SB_Daily"
"Dealing_dbo.SP_Run_Recon","Dealing_dbo.Dealing_GSReconEODHolding","Dealing_dbo","Dealing_GSReconEODHolding","Daily","0","3","SB_Daily"
"Dealing_dbo.SP_SAXO_Recon","Dealing_dbo.Dealing_SAXORecon_EODHoldings","Dealing_dbo","Dealing_SAXORecon_EODHoldings","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_SAXO_Recon","Dealing_dbo.Dealing_SAXORecon_Trades","Dealing_dbo","Dealing_SAXORecon_Trades","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_SAXO_Recon_FXnCommed","Dealing_dbo.Dealing_SaxoRecon_FXnCommed_EODHoldings","Dealing_dbo","Dealing_SaxoRecon_FXnCommed_EODHoldings","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_SpreadsMST","Dealing_dbo.Dealing_SpreadsMST","Dealing_dbo","Dealing_SpreadsMST","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Staking","Dealing_dbo.Dealing_Staking_Summary","Dealing_dbo","Dealing_Staking_Summary","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Staking","Dealing_dbo.Dealing_Staking_Position","Dealing_dbo","Dealing_Staking_Position","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Staking","Dealing_dbo.Dealing_Staking_Results","Dealing_dbo","Dealing_Staking_Results","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Staking_DailyPool","Dealing_dbo.Dealing_Staking_DailyPool","Dealing_dbo","Dealing_Staking_DailyPool","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Staking_DailyPool_US","Dealing_dbo.Dealing_Staking_DailyPool_US","Dealing_dbo","Dealing_Staking_DailyPool_US","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Staking_Emails","Dealing_dbo.Dealing_Staking_Compensation","Dealing_dbo","Dealing_Staking_Compensation","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Staking_Emails","Dealing_dbo.Dealing_Staking_Emails","Dealing_dbo","Dealing_Staking_Emails","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Staking_Emails_US","Dealing_dbo.Dealing_Staking_Compensation_US","Dealing_dbo","Dealing_Staking_Compensation_US","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Staking_Emails_US","Dealing_dbo.Dealing_Staking_Emails_US","Dealing_dbo","Dealing_Staking_Emails_US","Daily","0","1","SB_Daily"
"Dealing_dbo.SP_Staking_US","Dealing_dbo.Dealing_Staking_Results_US","Dealing_dbo","Dealing_Staking_Results_US","Daily","0","3","SB_Daily"
"Dealing_dbo.SP_Staking_US","Dealing_dbo.Dealing_Staking_Summary_US","Dealing_dbo","Dealing_Staking_Summary_US","Daily","0","3","SB_Daily"
"Dealing_dbo.SP_Staking_US","Dealing_dbo.Dealing_Staking_Position_US","Dealing_dbo","Dealing_Staking_Position_US","Daily","0","3","SB_Daily"
"Dealing_dbo.SP_Staking_US","Dealing_dbo.Dealing_Staking_Club_US","Dealing_dbo","Dealing_Staking_Club_US","Daily","0","3","SB_Daily"
