ProcedureName,ProcessName,Priority,IsActive,schema_prefix
Dealing_staging.SP_Create_External_DB_Logs_History_CloseExecutionPlan,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_DB_Logs_History_ExecutedCloseOrders,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_DB_Logs_History_OrderForClose,SB_Daily,20,0,Dealing_staging
Dealing_staging.SP_Create_External_DB_Logs_History_OrderForOpen,SB_Daily,20,0,Dealing_staging
Dealing_staging.SP_Create_External_DealingLogs_Dictionary_InstrumentEventType,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_DealingLogs_Price_InstrumentEventLog,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Dictionary_FailType,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Dictionary_InterestRate,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Dictionary_SpreadType,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Hedge_ExecutionLog,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Hedge_ManualOrderExecutionLog,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Hedge_Netting,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_History_InstrumentSpread,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_History_InstrumentToFeeConfig,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_History_InterestRate,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_History_OrdersEntryTbl,SB_Daily,20,0,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_History_OrdersExitTbl,SB_Daily,20,0,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_History_WithdrawToFundingAction,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Price_InstrumentConfiguration,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Price_PCSToLiquidityAccount,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Trade_ExchangeInstrumentFeeDefinition,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Trade_FeatureThresholdValues,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Trade_IndexDividends,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Trade_InstrumentSpread,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Trade_InstrumentToFeeConfig,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Trade_LiquidityAccounts,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Trade_OrdersEntryTbl,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Trade_OrdersExitTbl,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Etoro_Trade_ProviderToInstrument,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_eToroLogs_Real_Hedge_ExecutionStrategyOrderLog,SB_Daily,20,0,Dealing_staging
Dealing_staging.SP_Create_External_ExternalOperations_Dictionary_PdtStatus,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_ExternalOperations_Trade_PdtOperations,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Fivetran_gsheets_master_vision_insert_data,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_MarketMaker_dbo_Configurations,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_MarketMaker_dbo_HedgeTrades,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_PriceLog_History_ClosingPrices,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Rankings_StockInfo_InstrumentData,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_SettingsDB_Settings_Resources,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Sodreconciliation_apex_EXT235_MandatoryCorporateActions,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_External_Sodreconciliation_apex_EXT922_DividendReport,SB_Daily,20,1,Dealing_staging
Dealing_staging.SP_Create_Rankings_StockInfo_DailyInstrumentInfo,SB_Daily,20,0,Dealing_staging
BI_DB_dbo.SP_CMR_Automation_Phase2_FinraGap,SB_Daily,15,1,BI_DB_dbo
BI_DB_dbo.SP_CMR_Phase2_ClientBalance,SB_Daily,15,1,BI_DB_dbo
BI_DB_dbo.SP_CMR_Phase2_CycleGap,SB_Daily,15,1,BI_DB_dbo
BI_DB_dbo.SP_CMR_Phase2_EU_Outliers,SB_Daily,15,1,BI_DB_dbo
BI_DB_dbo.SP_CMR_Phase2_Finra_NonCash_Comps,SB_Daily,15,1,BI_DB_dbo
BI_DB_dbo.SP_CMR_Phase2_LiabilityDecomp,SB_Daily,15,1,BI_DB_dbo
BI_DB_dbo.SP_CMR_Phase2_USA_CustomerBalance_ApexAdjusted,SB_Daily,15,1,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Automation_CashoutReason,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Automation_Configuration,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Automation_LastOpRate_OnOpen_Daily,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_BO_Deposits_With_PIPs,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_ChangeLog,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Client_Balance,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Closed_Positions,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Compensation,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Deposit_Cashouts,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_IBAN_Trades_MIMO,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Negative_Refill,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Ran_Prices,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Redeem,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Redeem_Per_CID,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_RedeemsFee,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Reopen_Positions,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_RollOverFee,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Withdraws_With_PIPs,SB_Daily,10,0,BI_DB_dbo
BI_DB_dbo.SP_Daily_PI_Performance,COPY DATA,1,0,BI_DB_dbo
BI_DB_dbo.SP_DailyCommoditiesReport,COPY DATA,1,0,BI_DB_dbo
BI_DB_dbo.SP_KYC_Report,COPY DATA,1,0,BI_DB_dbo
BI_DB_dbo.SP_MergedDailySchedules,COPY DATA,1,0,BI_DB_dbo
BI_DB_dbo.SP_PI_Dashboard,COPY DATA,1,0,BI_DB_dbo
BI_DB_dbo.SP_Social_Activity_HOLD20240506,COPY DATA,1,0,BI_DB_dbo
BI_DB_dbo.SP_Social_Activity_Updates_HOLD20240414,COPY DATA,1,0,BI_DB_dbo
DE_dbo.SP_M_Monthly,SB_Daily,1,1,DE_dbo
Dealing_dbo.SP_IntraHourIndexReport,SB_Daily,1,1,Dealing_dbo
Dealing_dbo.SP_W_Sun_Staking_WelcomeEmail,SB_Daily,1,1,Dealing_dbo
Dealing_dbo.SP_W_Wed_Staking_WelcomeEmail,SB_Daily,1,1,Dealing_dbo
BI_DB_dbo.SP_1099_part_A,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AcquisitionFunnel_AGG,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Affiliate_Guidlines_Report,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AffiliateCOAbuse,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AffiliatePaymentsReport,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AffiliatesPaidAndCashout,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AllDeposits,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AM_Portfolio_Summary,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_Affiliate_Abuse,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_AML_ASIC_Dashboard,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_BI_Alerts_MultipleAccountseMoney,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_BI_Alerts_New,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_BI_Alerts_New_Master_SubAccount,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_BI_Alerts_New_Singapore,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_Documents_Request,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_Email_for_KYT,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_AML_Gatsby_Alerts,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_German_Video_Ident,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_High_Risk_Wallet,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_IOB_Report,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_KYC_Process,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_KYC_SOF,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_Multiple_Accounts,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_AML_Periodic_Review,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_PI_Abuse,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_Sanctions_Trade_InstrumentMetaData_For_Email,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_Sanctions_Trade_InstrumentMetaData_For_Email_DayToDay_Changes,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_Singapore_Risk_Classification,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AML_Terror_Monitor_Dashboard,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_AppFlyer_Geo,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_AppFlyer_Reports,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_ASIC_GAML_Invested_Amount,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_ASIC_Monitoring_CFD_W_Sun,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BI_AMLPeriodicReview,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BI_DB_AMLPeriodicReview_PostReview,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BI_DB_ApproperiatenessTest_FTP_CID_Level,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BI_DB_BODailyCompensations,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BI_DB_CO_Cluster_Daily,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BI_DB_Compliance_BI_Leverage_Dashboard,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BI_DB_CryptoDashboardNew,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BI_DB_DLT_Tangany_Trades_Netting,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BI_DB_German_Crypto_Transition_To_Tangany,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BI_DB_German_Open_Real_Crypto_Positions_Daily,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BI_DB_High_Cashout_Emails_For_Management_Analysis,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BI_DB_M_ESMA_ProfitableClients_CFD_Last12Months,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BI_DB_PLTV,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BI_DB_PositionPnL_EU_Custody,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BI_DB_ReturnCalculation,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BI_DB_W8_Users_Status,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Big_query_Ready,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BO_Generated_Compensations,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_BuyTax_Fix,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Capital_Guarantee_Panel,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_CashRiskMatrix,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_CID_BalanceDays,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_CID_DailyCluster,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_CID_DailyPanel_Club,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_CID_DailyPanel_FullData,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_CID_Investment_PIMeetup,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_CID_LifeStageDefinition,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_CID_MonthlyPanel_FullData,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_CID_NPS_Panel,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_CID_VerificationLevel,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_CID_WeeklyPanel_FullData,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Client_Balance_and_DailyZero_TreeSize_Alert,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Client_Balance_CID_Level_New_Blocked,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_ClientBalance_DDR_Data_Integrity_Alert,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_ClubChangeLog,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_ClubUsersDataRemarketingGoogle,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Compensation_Activity_Data,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Compliance_BI_Clients_Dashboard,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Compliance_Forbidden_Trades,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Compliance_VP_Monthly_MI,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_CopyBlockedAUM,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_CopycatsOfCopyfunds,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_CopyDailyData,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_CopyFund_Positions,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Copyfunds_SignificantAllocation,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Copyfunds_Watched_Not_Invested,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_CopyMilestone,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Create_External_Price_History_LastPriceBeforeClose_Range,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Cross_Selling_Daily,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Cross_Selling_Monthly,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Crypto_Active_Open_Churn_Winback,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Crypto_Top_1000_List,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_CryptoMarketingList,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_CustomerFirst5OpenPositions,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_CySEC_Submission_ICF,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_D_Compliance_Surveillance_KYC_PnL_Monitoring,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_D_Compliance_Surveillance_ShortTermTrades,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_D_Compliance_Surveillance_Snapshot,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Daily_CID_Dividend_TaxReport,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Daily_HighCashoutEmailsForManagement,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Daily_Open_Closed_Position,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_DailyGain_History,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_DailyNOP_ByInstrument,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_DailyPanel_Copy,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_DailyRiskAlert,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_DailyZeroPnL_Stocks,COPY DATA,0,0,BI_DB_dbo
BI_DB_dbo.SP_DCM_Dashboard,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_DDR_Fact_MIMO_Options_Platform,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_DDR_Fact_MIMO_Trading_Platform,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_DDR_Fact_Non_Revenue_Generating_Actions,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_DDR_Process_Monitor,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Demo_CID_Panel,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Deposit_Reversals_PIPs,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_DepositWithdrawFee_2025,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_Diversification,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_DLT_Report,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_Document_Vendors,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Dummy,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_DWH_CIDs7DaysDeviation,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_DWH_CIDsDailyRisk,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_DWH_GainDaily,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_DWH_GainDaily_HOLD_20240506,COPY DATA,0,0,BI_DB_dbo
BI_DB_dbo.SP_Employee_Crypto_NWA,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_EOD_USD_cr,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Auditor_Unrealized_Calculations,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Automation_Opened_Positions_Config_Daily,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Automation_Update_Configs,,0,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_CashoutFees,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Conversions,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_IFRS_Control,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_EY_Audit_Position_LastOpPriceRate,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_Fact_Customer_Action_Position_Distribution,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Failed_Verification_MA,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_FB_Report,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Finance_ASIC_MP,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Finance_IFRS_Automation_KTCD_eToro_Side,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Finance_Non_US_Settlement_2023,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Finance_Non_US_Settlement_2025,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Finance_Real_Futures_Custody_And_Transfers,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Finance_Staking_Report,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_First5Actions,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_FirstTimeRev10,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_FirstTimeRev30,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_FirstTimeRev5,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_GST_Report,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Guru_Ratio_Populate,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_H_AssignmentToolBacklog,SB_Hourly,0,1,BI_DB_dbo
BI_DB_dbo.SP_H_AssignmentToolSLAs,SB_Hourly,0,1,BI_DB_dbo
BI_DB_dbo.SP_H_AssignmentToolTasks,SB_Hourly,0,1,BI_DB_dbo
BI_DB_dbo.SP_H_AssignmentToolVolumes,SB_Hourly,0,1,BI_DB_dbo
BI_DB_dbo.SP_H_BI_DB_STP_Redeems,SB_Hourly,0,1,BI_DB_dbo
BI_DB_dbo.SP_H_Cashout_Performance_Monitoring,SB_Hourly,0,1,BI_DB_dbo
BI_DB_dbo.SP_H_Deposits,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_H_Deposits_Wires_From_Googlesheet,SB_Hourly,0,1,BI_DB_dbo
BI_DB_dbo.SP_H_Dummy,,0,1,BI_DB_dbo
BI_DB_dbo.SP_H_EndOfDayReport_Cashouts,SB_Hourly,0,1,BI_DB_dbo
BI_DB_dbo.SP_H_EndOfDayReport_Redeems,SB_Hourly,0,1,BI_DB_dbo
BI_DB_dbo.SP_H_HourlyReport_Redeems,SB_Hourly,0,1,BI_DB_dbo
BI_DB_dbo.SP_H_LiveAcquisitionDashboard,SB_Hourly,0,1,BI_DB_dbo
BI_DB_dbo.SP_H_LiveAcquisitionDashboard_New,SB_Hourly,0,1,BI_DB_dbo
BI_DB_dbo.SP_H_Money_Out_STPAnalysis_OPS_Dashboard,SB_Hourly,0,1,BI_DB_dbo
BI_DB_dbo.SP_H_Ops_HourlyReport_Withdraws,SB_Hourly,0,1,BI_DB_dbo
BI_DB_dbo.SP_H_PaymentSent_Results,SB_Hourly,0,0,BI_DB_dbo
BI_DB_dbo.SP_H_SEA_CashoutsEstimation,SB_Hourly,0,1,BI_DB_dbo
BI_DB_dbo.SP_H_VerificationStatus30Days,SB_Hourly,0,1,BI_DB_dbo
BI_DB_dbo.SP_ICF_Report,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_IndexDividend_Alert,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Instrument_Overview,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Instruments_BidAndAsk,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_InterestMonthly,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Investment_Monthly_Data,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_InvestorReport_Cluster,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_IR_Dashboard_Monitor_Checks,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_KYC_DOBover85,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_KYC_Panel,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_KYC_Score_CID_Level,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_LargeCashOutReport,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_LimitedAccountsWithReasonsNEW,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Local_Currencies_MIMO,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_LTV_BI_Actual,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_LTV_By_FTD_MOP,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_LTV_FromDB_ToBigQuery,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_LTV_Multiplier_Model,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_M_Affiliates_FraudMonitoring,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_M_Affiliates_FraudMonitoring_Relations,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_M_AffiliateScore,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_M_AML_Account_Closed,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_M_AML_Finance_Report,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_M_Compliance_CDIM_Report ,,0,0,BI_DB_dbo
BI_DB_dbo.SP_M_EmployeesProgram,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_M_EOMExposures,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_M_LifeStage_Matrix,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_M_LTV_Multipliers,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_M_Notifications_by_LifeStage,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_M_PR_MonthlyData,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_M_Snapshot_CID_LifeStageDefinition,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_M_YearlyGain,,0,1,BI_DB_dbo
BI_DB_dbo.SP_Marketing_Cube,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_MarketingCloudDaily,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_MarketingCloudUserBehavior,SB_Daily,0,0,BI_DB_dbo
BI_DB_dbo.SP_Money_In_New_Management_Dashboard,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Money_Out_New_Management_Dashboard,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Monthly_InterestPayment_Dashboard,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Negative_Balance_Monitor_Risk,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_NewBonusReport,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_NewContactActivityPerRep,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_NonPI_HighAUM,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_NonUS_Logins,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Operations_Monthly_KPIs_FullData,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_Operations_Onboarding_Flow_UserKPIs,SB_Daily,0,1,BI_DB_dbo
BI_DB_dbo.SP_OPS_Fraud_Alert_Analysis,SB_Daily,0,1,BI_DB_dbo
