class,phrase,table_fqn,query_count,unique_users,owning_skill_id,hub_skill_id,genie_space_id,genie_space_name,registered_table_count,actual_used_table_count,unused_registered_count,unregistered_used_count,used_not_documented_count,top_used_tables,unused_registered_sample,unregistered_used_sample,used_not_documented_sample,suggested_action
A,etoro_units,,20,,broker-and-lp-reconciliation,domain-trading,,,,,,,,,,,,PROMOTE phrase 'etoro_units' from sub-skill triggers to hub 'domain-trading' triggers
A,options_ftda,,20,,revenue-options-platform,domain-revenue-and-fees,,,,,,,,,,,,PROMOTE phrase 'options_ftda' from sub-skill triggers to hub 'domain-revenue-and-fees' triggers
A,options_ftda,,20,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'options_ftda' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,options_ftda,,20,,revenue-options-platform,domain-revenue-and-fees,,,,,,,,,,,,PROMOTE phrase 'options_ftda' from sub-skill triggers to hub 'domain-revenue-and-fees' triggers
A,options_ftda,,20,,revenue-options-platform,domain-revenue-and-fees,,,,,,,,,,,,PROMOTE phrase 'options_ftda' from sub-skill triggers to hub 'domain-revenue-and-fees' triggers
A,options_ftda,,20,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'options_ftda' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,iban_ftda,,20,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'iban_ftda' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,iban_ftda,,20,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'iban_ftda' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,tp_external_ftda,,20,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'tp_external_ftda' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,tp_external_ftda,,20,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'tp_external_ftda' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,iban_ftd_dateid,,20,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'iban_ftd_dateid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
