class,phrase,table_fqn,query_count,unique_users,owning_skill_id,hub_skill_id,genie_space_id,genie_space_name,registered_table_count,actual_used_table_count,unused_registered_count,unregistered_used_count,used_not_documented_count,top_used_tables,unused_registered_sample,unregistered_used_sample,used_not_documented_sample,suggested_action
A,dateid,,2256,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'dateid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,dateid,,2256,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'dateid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,dateid,,2256,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'dateid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,dateid,,2256,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'dateid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,dateid,,2256,,pricing-and-currency-history,domain-trading,,,,,,,,,,,,PROMOTE phrase 'dateid' from sub-skill triggers to hub 'domain-trading' triggers
A,fromdateid,,1833,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'fromdateid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,fromdateid,,1833,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'fromdateid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,fromdateid,,1833,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'fromdateid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,fromdateid,,1833,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'fromdateid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,todateid,,1803,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'todateid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,todateid,,1803,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'todateid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,todateid,,1803,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'todateid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,todateid,,1803,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'todateid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,gcid,,1495,,emoney-accounts-and-cards,domain-payments,,,,,,,,,,,,PROMOTE phrase 'gcid' from sub-skill triggers to hub 'domain-payments' triggers
A,gcid,,1495,,emoney-accounts-and-cards,domain-payments,,,,,,,,,,,,PROMOTE phrase 'gcid' from sub-skill triggers to hub 'domain-payments' triggers
A,gcid,,1495,,emoney-accounts-and-cards,domain-payments,,,,,,,,,,,,PROMOTE phrase 'gcid' from sub-skill triggers to hub 'domain-payments' triggers
A,country,,1403,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-payments' triggers
A,country,,1403,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,country,,1403,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-payments' triggers
A,country,,1403,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,country,,1403,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,country,,1403,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,country,,1403,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,country,,1403,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,country,,1403,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,country,,1403,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,country,,1403,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-payments' triggers
A,country,,1403,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,country,,1403,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,country,,1403,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,country,,1403,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-payments' triggers
A,country,,1403,,oltp-customer-static-and-breaches,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,country,,1403,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-payments' triggers
A,country,,1403,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'country' from sub-skill triggers to hub 'domain-payments' triggers
A,region,,1308,,oltp-customer-static-and-breaches,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'region' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,name,,1196,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'name' from sub-skill triggers to hub 'domain-payments' triggers
A,name,,1196,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'name' from sub-skill triggers to hub 'domain-payments' triggers
A,name,,1196,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'name' from sub-skill triggers to hub 'domain-payments' triggers
A,name,,1196,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'name' from sub-skill triggers to hub 'domain-payments' triggers
A,name,,1196,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'name' from sub-skill triggers to hub 'domain-payments' triggers
A,name,,1196,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'name' from sub-skill triggers to hub 'domain-payments' triggers
A,name,,1196,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'name' from sub-skill triggers to hub 'domain-payments' triggers
A,name,,1196,,deposits-and-withdrawals,domain-payments,,,,,,,,,,,,PROMOTE phrase 'name' from sub-skill triggers to hub 'domain-payments' triggers
A,name,,1196,,fees-deposit-withdraw-fx,domain-revenue-and-fees,,,,,,,,,,,,PROMOTE phrase 'name' from sub-skill triggers to hub 'domain-revenue-and-fees' triggers
A,regulation,,1081,,aml-risk-scoring,domain-compliance-and-aml,,,,,,,,,,,,PROMOTE phrase 'regulation' from sub-skill triggers to hub 'domain-compliance-and-aml' triggers
A,regulation,,1081,,aml-risk-scoring,domain-compliance-and-aml,,,,,,,,,,,,PROMOTE phrase 'regulation' from sub-skill triggers to hub 'domain-compliance-and-aml' triggers
A,regulation,,1081,,aml-risk-scoring,domain-compliance-and-aml,,,,,,,,,,,,PROMOTE phrase 'regulation' from sub-skill triggers to hub 'domain-compliance-and-aml' triggers
A,regulation,,1081,,aml-risk-scoring,domain-compliance-and-aml,,,,,,,,,,,,PROMOTE phrase 'regulation' from sub-skill triggers to hub 'domain-compliance-and-aml' triggers
A,regulation,,1081,,aml-risk-scoring,domain-compliance-and-aml,,,,,,,,,,,,PROMOTE phrase 'regulation' from sub-skill triggers to hub 'domain-compliance-and-aml' triggers
A,regulation,,1081,,aml-risk-scoring,domain-compliance-and-aml,,,,,,,,,,,,PROMOTE phrase 'regulation' from sub-skill triggers to hub 'domain-compliance-and-aml' triggers
A,regulation,,1081,,aml-risk-scoring,domain-compliance-and-aml,,,,,,,,,,,,PROMOTE phrase 'regulation' from sub-skill triggers to hub 'domain-compliance-and-aml' triggers
A,regulation,,1081,,aml-risk-scoring,domain-compliance-and-aml,,,,,,,,,,,,PROMOTE phrase 'regulation' from sub-skill triggers to hub 'domain-compliance-and-aml' triggers
A,month,,994,,best-execution,domain-trading,,,,,,,,,,,,PROMOTE phrase 'month' from sub-skill triggers to hub 'domain-trading' triggers
A,month,,994,,customer-models-and-segmentation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'month' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,month,,994,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'month' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,month,,994,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'month' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,month,,994,,fees-misc-dormant-options-interest,domain-revenue-and-fees,,,,,,,,,,,,PROMOTE phrase 'month' from sub-skill triggers to hub 'domain-revenue-and-fees' triggers
A,month,,994,,revenue-staking-and-share-lending,domain-revenue-and-fees,,,,,,,,,,,,PROMOTE phrase 'month' from sub-skill triggers to hub 'domain-revenue-and-fees' triggers
A,month,,994,,emoney-accounts-and-cards,domain-payments,,,,,,,,,,,,PROMOTE phrase 'month' from sub-skill triggers to hub 'domain-payments' triggers
A,month,,994,,customer-models-and-segmentation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'month' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,month,,994,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'month' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,month,,994,,best-execution,domain-trading,,,,,,,,,,,,PROMOTE phrase 'month' from sub-skill triggers to hub 'domain-trading' triggers
A,month,,994,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'month' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,positionid,,756,,customer-action-audit-trail,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'positionid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,positionid,,756,,customer-action-audit-trail,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'positionid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,bi_output,,683,,revenue-moneyfarm,domain-revenue-and-fees,,,,,,,,,,,,PROMOTE phrase 'bi_output' from sub-skill triggers to hub 'domain-revenue-and-fees' triggers
A,bi_output,,683,,revenue-moneyfarm,domain-revenue-and-fees,,,,,,,,,,,,PROMOTE phrase 'bi_output' from sub-skill triggers to hub 'domain-revenue-and-fees' triggers
A,bi_output,,683,,revenue-moneyfarm,domain-revenue-and-fees,,,,,,,,,,,,PROMOTE phrase 'bi_output' from sub-skill triggers to hub 'domain-revenue-and-fees' triggers
A,bi_output,,683,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'bi_output' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,bi_output,,683,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'bi_output' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,bi_output,,683,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'bi_output' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,bi_output,,683,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'bi_output' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,bi_output,,683,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'bi_output' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,isfunded,,597,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'isfunded' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,isfunded,,597,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'isfunded' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,isfunded,,597,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'isfunded' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,isfunded,,597,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'isfunded' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,isfunded,,597,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'isfunded' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,isfunded,,597,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'isfunded' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,isfunded,,597,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'isfunded' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,amount,,589,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'amount' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,amount,,589,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'amount' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,amount,,589,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'amount' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,amount,,589,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'amount' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,amount,,589,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'amount' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,amount,,589,,revenue-staking-and-share-lending,domain-revenue-and-fees,,,,,,,,,,,,PROMOTE phrase 'amount' from sub-skill triggers to hub 'domain-revenue-and-fees' triggers
A,amount,,589,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'amount' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,amount,,589,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'amount' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,amount,,589,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'amount' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,cross,,557,,pricing-and-currency-history,domain-trading,,,,,,,,,,,,PROMOTE phrase 'cross' from sub-skill triggers to hub 'domain-trading' triggers
A,occurred,,556,,customer-action-audit-trail,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'occurred' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,occurred,,556,,pricing-and-currency-history,domain-trading,,,,,,,,,,,,PROMOTE phrase 'occurred' from sub-skill triggers to hub 'domain-trading' triggers
A,occurred,,556,,customer-action-audit-trail,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'occurred' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,occurred,,556,,pricing-and-currency-history,domain-trading,,,,,,,,,,,,PROMOTE phrase 'occurred' from sub-skill triggers to hub 'domain-trading' triggers
A,occurred,,556,,customer-action-audit-trail,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'occurred' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,countryid,,537,,oltp-customer-static-and-breaches,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'countryid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,countryid,,537,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'countryid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,countryid,,537,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'countryid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,countryid,,537,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'countryid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,countryid,,537,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'countryid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,countryid,,537,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'countryid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,countryid,,537,,oltp-customer-static-and-breaches,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'countryid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,countryid,,537,,oltp-customer-static-and-breaches,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'countryid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,ddr_revenue_v,,526,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'ddr_revenue_v' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,ddr_revenue_v,,526,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'ddr_revenue_v' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,ddr_revenue_v,,526,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'ddr_revenue_v' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,ddr_revenue_v,,526,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'ddr_revenue_v' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,ddr_revenue_v,,526,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'ddr_revenue_v' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,deposit,,469,,customer-action-audit-trail,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'deposit' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,deposit,,469,,fees-deposit-withdraw-fx,domain-revenue-and-fees,,,,,,,,,,,,PROMOTE phrase 'deposit' from sub-skill triggers to hub 'domain-revenue-and-fees' triggers
A,deposit,,469,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'deposit' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,deposit,,469,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'deposit' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,deposit,,469,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'deposit' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,deposit,,469,,customer-action-audit-trail,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'deposit' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,deposit,,469,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'deposit' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,deposit,,469,,fees-deposit-withdraw-fx,domain-revenue-and-fees,,,,,,,,,,,,PROMOTE phrase 'deposit' from sub-skill triggers to hub 'domain-revenue-and-fees' triggers
A,deposit,,469,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'deposit' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,deposit,,469,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'deposit' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,deposit,,469,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'deposit' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,deposit,,469,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'deposit' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,deposit,,469,,customer-action-audit-trail,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'deposit' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,deposit,,469,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'deposit' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,regulationid,,463,,aml-risk-scoring,domain-compliance-and-aml,,,,,,,,,,,,PROMOTE phrase 'regulationid' from sub-skill triggers to hub 'domain-compliance-and-aml' triggers
A,regulationid,,463,,aml-risk-scoring,domain-compliance-and-aml,,,,,,,,,,,,PROMOTE phrase 'regulationid' from sub-skill triggers to hub 'domain-compliance-and-aml' triggers
A,regulationid,,463,,aml-risk-scoring,domain-compliance-and-aml,,,,,,,,,,,,PROMOTE phrase 'regulationid' from sub-skill triggers to hub 'domain-compliance-and-aml' triggers
A,regulationid,,463,,aml-risk-scoring,domain-compliance-and-aml,,,,,,,,,,,,PROMOTE phrase 'regulationid' from sub-skill triggers to hub 'domain-compliance-and-aml' triggers
A,regulationid,,463,,aml-risk-scoring,domain-compliance-and-aml,,,,,,,,,,,,PROMOTE phrase 'regulationid' from sub-skill triggers to hub 'domain-compliance-and-aml' triggers
A,firstdepositdate,,450,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'firstdepositdate' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,firstdepositdate,,450,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'firstdepositdate' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,firstdepositdate,,450,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'firstdepositdate' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,firstdepositdate,,450,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'firstdepositdate' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,open,,412,,crm-cases-csat-and-churn,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'open' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,open,,412,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'open' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,open,,412,,customer-action-audit-trail,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'open' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,open,,412,,customer-action-audit-trail,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'open' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,open,,412,,trading-revenue-and-fees,domain-revenue-and-fees,,,,,,,,,,,,PROMOTE phrase 'open' from sub-skill triggers to hub 'domain-revenue-and-fees' triggers
A,open,,412,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'open' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,open,,412,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'open' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,volume,,398,,customer-action-audit-trail,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'volume' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,volume,,398,,compliance-customer-snapshot-and-club,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'volume' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,volume,,398,,customer-action-audit-trail,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'volume' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,gold_sql_dp_prod_we_dwh_dbo_dim_country,,393,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'gold_sql_dp_prod_we_dwh_dbo_dim_country' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,gold_sql_dp_prod_we_dwh_dbo_dim_country,,393,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'gold_sql_dp_prod_we_dwh_dbo_dim_country' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,gold_sql_dp_prod_we_dwh_dbo_dim_country,,393,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'gold_sql_dp_prod_we_dwh_dbo_dim_country' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,base,,383,,fees-deposit-withdraw-fx,domain-revenue-and-fees,,,,,,,,,,,,PROMOTE phrase 'base' from sub-skill triggers to hub 'domain-revenue-and-fees' triggers
A,symbol,,378,,instruments-and-asset-classes,domain-trading,,,,,,,,,,,,PROMOTE phrase 'symbol' from sub-skill triggers to hub 'domain-trading' triggers
A,ftd_count,,355,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'ftd_count' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,ftd_count,,355,,identity-jurisdiction-and-regulation,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'ftd_count' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,verificationlevelid,,345,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'verificationlevelid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,verificationlevelid,,345,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'verificationlevelid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,verificationlevelid,,345,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'verificationlevelid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,verificationlevelid,,345,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'verificationlevelid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,verificationlevelid,,345,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'verificationlevelid' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,isdepositor,,342,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'isdepositor' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,isdepositor,,342,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'isdepositor' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
A,isdepositor,,342,,customer-master-record,domain-customer-and-identity,,,,,,,,,,,,PROMOTE phrase 'isdepositor' from sub-skill triggers to hub 'domain-customer-and-identity' triggers
