normalized_concept,hub_count,claiming_hubs,variant_count,variants,file_count,source_fields
alpaca,1,domain-revenue-and-fees,1,alpaca,1,triggers
alpaca account,1,domain-customer-and-identity,1,Alpaca account,1,triggers
alpaca_account_id,1,domain-revenue-and-fees,1,alpaca_account_id,1,triggers
already received,1,domain-staking,1,Already received,2,triggers
alreadygiven,1,domain-marketing-and-acquisition,1,AlreadyGiven,1,triggers
altratesliquidityaccountid,1,domain-trading,1,AltRatesLiquidityAccountID,1,triggers
am isa performance,1,domain-moneyfarm,1,AM ISA Performance,1,triggers
ambiguous routing,1,cross-cutting,1,ambiguous routing,2,triggers
aml,1,domain-compliance-and-aml,1,AML,1,triggers
aml alert,1,domain-compliance-and-aml,1,AML alert,2,triggers
aml alerts,1,domain-compliance-and-aml,1,AML alerts,2,triggers
aml document request,1,domain-customer-and-identity,1,AML document request,1,triggers
aml enriched,1,domain-customer-and-identity,1,AML enriched,1,triggers
aml enriched snapshot with screening status poa poi selfie expiry,1,domain-customer-and-identity,1,AML enriched snapshot with screening status + POA / POI / Selfie expiry,1,sample_questions
aml net deposits,1,domain-payments,1,AML net deposits,1,triggers
aml net deposits kpi for last week,1,domain-payments,1,AML net deposits KPI for last week,1,sample_questions
aml refund,1,domain-cross,1,AML refund,1,triggers
aml restricted,1,domain-staking,1,AML restricted,1,triggers
aml snapshot,1,domain-customer-and-identity,1,AML snapshot,1,triggers
aml wallet,1,domain-exw-wallet,1,AML wallet,1,triggers
aml-flagged customers with refunds in the same period,1,domain-cross,1,AML-flagged customers with refunds in the same period,1,sample_questions
aml_account_history,1,domain-compliance-and-aml,1,aml_account_history,1,triggers
aml_ballance_history,1,domain-compliance-and-aml,1,aml_ballance_history,1,triggers
aml_dnb_report,1,domain-compliance-and-aml,1,aml_dnb_report,1,triggers
aml_dnb_report_agg,1,domain-compliance-and-aml,1,aml_dnb_report_agg,1,triggers
aml_party_history,1,domain-compliance-and-aml,1,aml_party_history,1,triggers
aml_party_toaccount_relation_history,1,domain-compliance-and-aml,1,aml_party_toaccount_relation_history,1,triggers
aml_partyaddress_history,1,domain-compliance-and-aml,1,aml_partyaddress_history,1,triggers
aml_periodic_activity_expected_history,1,domain-compliance-and-aml,1,aml_periodic_activity_expected_history,1,triggers
aml_risk,1,domain-customer-and-identity,1,AML_Risk,1,triggers
aml_riskscore_scd,1,domain-compliance-and-aml,1,aml_riskscore_scd,2,triggers
aml_row_updatedate,1,domain-compliance-and-aml,1,Aml_Row_UpdateDate,1,triggers
aml_service_history,1,domain-compliance-and-aml,1,aml_service_history,1,triggers
aml_singapore_risk_classification,1,domain-compliance-and-aml,1,aml_singapore_risk_classification,2,triggers
aml_snapshotcustomer_enriched_v,1,domain-compliance-and-aml,1,aml_snapshotcustomer_enriched_v,3,triggers
aml_subentity_categorization,1,domain-compliance-and-aml,1,aml_subentity_categorization,1,triggers
amlperiodicreview,1,domain-compliance-and-aml,1,AMLPeriodicReview,1,triggers
amlvalidations,1,domain-exw-wallet,1,AmlValidations,1,triggers
amopcustomername,1,domain-ops-and-onboarding,1,AmopCustomerName,1,triggers
amountforupgrade,1,domain-customer-and-identity,1,AmountForUpgrade,1,triggers
android gaid,1,domain-marketing-and-acquisition,1,Android GAID,1,triggers
androidid,1,domain-marketing-and-acquisition,1,AndroidID,1,triggers
annualincomevsdeposits,1,domain-ops-and-onboarding,1,AnnualIncomeVsDeposits,1,triggers
annualizedyield,1,domain-staking,1,AnnualizedYield,2,triggers
annualplannedinvestmentsvsannualdeposits,1,domain-ops-and-onboarding,1,AnnualPlannedInvestmentsVsAnnualDeposits,1,triggers
anomaly_detection,1,domain-product-analytics,1,anomaly_detection,1,triggers
anomaly_detection_daily_digest,1,domain-product-analytics,1,anomaly_detection_daily_digest,2,triggers
anomaly_detection_market_news,1,domain-product-analytics,1,anomaly_detection_market_news,1,triggers
anomaly_detection_scoring,1,domain-product-analytics,1,anomaly_detection_scoring,2,triggers
answertext,1,domain-customer-and-identity,1,AnswerText,1,triggers
anti-money-laundering,1,domain-compliance-and-aml,1,anti-money-laundering,1,triggers
apex account,1,domain-customer-and-identity,1,Apex account,1,triggers
apex buyingpower,1,domain-cross,1,Apex BuyingPower,1,triggers
apex cash activity,1,domain-payments,1,Apex cash activity,2,triggers
apex clearing,1,domain-options,1,apex clearing,1,triggers
apex fee,1,domain-revenue-and-fees,1,apex fee,1,triggers
apex lag,1,cross-cutting,1,Apex lag,2,triggers
apex last reports dates,1,domain-options,1,apex last reports dates,1,triggers
apex options,1,domain-payments,1,Apex Options,1,triggers
apex options reasoning form,1,domain-options,1,apex options reasoning form,1,triggers
apex recon,1,domain-trading,1,Apex recon,2,triggers
apex sftp,1,domain-revenue-and-fees,1,Apex SFTP,1,triggers
apex sod,1,domain-cross,1,Apex SOD,1,triggers
apex sod cash vs buyingpower vs options portfolio for accountid x,1,domain-cross,1,Apex SOD cash vs BuyingPower vs Options portfolio for AccountId X,1,sample_questions
apex sod freshness query,1,domain-options,1,apex sod freshness query,1,triggers
apex sod reconciliation cash buyingpower options portfolio,1,domain-payments,1,Apex SOD reconciliation — cash + BuyingPower + Options portfolio,1,sample_questions
apex sodfiles,1,domain-revenue-and-fees,1,Apex sodfiles,1,triggers
apex us options aum per customer on date d,1,domain-payments,1,Apex US Options AUM per customer on date D,1,sample_questions
apex us-resident,1,domain-customer-and-identity,1,Apex US-resident,1,triggers
apex_ext1034,1,domain-options,1,apex_EXT1034,1,triggers
apex_ext1047,1,domain-options,1,apex_EXT1047,1,triggers
apex_ext1047_revenuereports,1,domain-options,1,apex_EXT1047_RevenueReports,1,triggers
apex_ext235,1,domain-options,1,apex_EXT235,1,triggers
apex_ext538,1,domain-options,1,apex_EXT538,1,triggers
apex_ext765,1,domain-options,1,apex_EXT765,1,triggers
apex_ext765_accountmaster,1,domain-options,1,apex_EXT765_AccountMaster,1,triggers
apex_ext869,1,domain-options,1,apex_EXT869,1,triggers
apex_ext869_cashactivity,1,domain-options,1,apex_EXT869_CashActivity,1,triggers
apex_ext870,1,domain-options,1,apex_EXT870,1,triggers
apex_ext872,1,domain-options,1,apex_EXT872,1,triggers
apex_ext872_tradeactivity,1,domain-options,1,apex_EXT872_TradeActivity,1,triggers
apex_ext922,1,domain-options,1,apex_EXT922,1,triggers
apex_ext981,1,domain-options,1,apex_EXT981,1,triggers
apex_ext981_buypowersummary,1,domain-options,1,apex_EXT981_BuyPowerSummary,1,triggers
apexid,1,domain-customer-and-identity,1,ApexID,1,triggers
apexrecon,1,domain-revenue-and-fees,1,apexrecon,1,triggers
apexrecon_holdings,1,domain-trading,1,ApexRecon_Holdings,1,triggers
apexrecon_tradeactivity,1,domain-trading,1,ApexRecon_TradeActivity,1,triggers
api_riskscore,1,domain-compliance-and-aml,1,api_riskscore,2,triggers
app install,1,domain-marketing-and-acquisition,1,app install,1,triggers
app installs,1,domain-marketing-and-acquisition,1,app installs,1,triggers
app revenue,1,domain-marketing-and-acquisition,1,app revenue,1,triggers
app tracking transparency,1,domain-marketing-and-acquisition,1,App Tracking Transparency,1,triggers
app-install,1,domain-marketing-and-acquisition,1,app-install,1,triggers
appfloodaff_int,1,domain-marketing-and-acquisition,1,appfloodaff_int,1,triggers
appflyer,1,domain-marketing-and-acquisition,2,AppFlyer; appflyer,2,triggers
appflyer_reports,1,domain-marketing-and-acquisition,1,appflyer_reports,2,triggers
appid mobile,1,domain-marketing-and-acquisition,1,AppID mobile,1,triggers
apple,1,domain-trading,1,Apple,1,triggers
apple search ads,1,domain-marketing-and-acquisition,2,Apple Search Ads; apple search ads,2,triggers
appropriateness test,1,domain-customer-and-identity,2,Appropriateness Test; appropriateness test,2,triggers
appropriateness test result,1,domain-options,1,appropriateness test result,1,triggers
approprietnessscore_status,1,domain-customer-and-identity,1,ApproprietnessScore_Status,1,triggers
approved for closure,1,domain-ops-and-onboarding,1,Approved for Closure,2,triggers
apps-flyer,1,domain-marketing-and-acquisition,1,apps-flyer,1,triggers
apps_flyer,1,domain-marketing-and-acquisition,1,apps_flyer,1,triggers
appsflyer,1,domain-marketing-and-acquisition,1,AppsFlyer,2,triggers
appsflyer_registrations,1,domain-marketing-and-acquisition,1,AppsFlyer_Registrations,2,triggers
appsflyerid,1,domain-marketing-and-acquisition,3,AppsFlyerID; AppsFlyerId; AppsflyerID,2,triggers
appversion,1,domain-marketing-and-acquisition,1,AppVersion,1,triggers
archive_bi_db_sfmc_accountjourneylogtracking,1,domain-marketing-and-acquisition,1,archive_bi_db_sfmc_accountjourneylogtracking,1,triggers
archive_bi_db_sfmc_bounces,1,domain-marketing-and-acquisition,1,archive_bi_db_sfmc_bounces,1,triggers
archive_bi_db_sfmc_clicks,1,domain-marketing-and-acquisition,1,archive_bi_db_sfmc_clicks,1,triggers
archive_bi_db_sfmc_opens,1,domain-marketing-and-acquisition,1,archive_bi_db_sfmc_opens,1,triggers
archive_bi_db_sfmc_sendautologgingtracking,1,domain-marketing-and-acquisition,1,archive_bi_db_sfmc_sendautologgingtracking,1,triggers
archive_bi_db_sfmc_sendjobs,1,domain-marketing-and-acquisition,1,archive_bi_db_sfmc_sendjobs,1,triggers
archive_bi_db_sfmc_sent,1,domain-marketing-and-acquisition,1,archive_bi_db_sfmc_sent,1,triggers
archive_bi_db_sfmc_unsubs,1,domain-marketing-and-acquisition,1,archive_bi_db_sfmc_unsubs,1,triggers
are we running any retargeting re-engagement campaigns isretargeting distribution,1,domain-marketing-and-acquisition,1,Are we running any retargeting / re-engagement campaigns? (IsRetargeting distribution),1,sample_questions
as of date,1,cross-cutting,1,as of date,1,triggers
as-of date,1,cross-cutting,1,as-of date,2,triggers
asa,1,domain-marketing-and-acquisition,1,ASA,1,triggers
askspreaded,1,domain-trading,1,AskSpreaded,1,triggers
asset class volume,1,domain-trading,1,asset class volume,1,triggers
asset-specific fees,1,domain-revenue-and-fees,1,asset-specific fees,1,triggers
assetamount,1,domain-marketing-and-acquisition,1,AssetAmount,1,triggers
assets under administration,1,domain-aum-and-aua,1,assets under administration,1,triggers
assets under custody,1,domain-aum-and-aua,1,assets under custody,1,triggers
assets under management,1,domain-aum-and-aua,1,assets under management,1,triggers
assignee,1,domain-ops-and-onboarding,1,Assignee,1,triggers
ate_power,1,domain-product-analytics,1,ate_power,1,triggers
atom,1,domain-staking,1,ATOM,2,triggers
att,1,domain-marketing-and-acquisition,1,ATT,2,triggers
att consent,1,domain-marketing-and-acquisition,1,ATT consent,1,triggers
att framework,1,domain-marketing-and-acquisition,1,ATT framework,1,triggers
att opt in,1,domain-marketing-and-acquisition,1,ATT opt in,1,triggers
att opt-in,1,domain-marketing-and-acquisition,1,ATT opt-in,1,triggers
att opt-out,1,domain-marketing-and-acquisition,1,ATT opt-out,1,triggers
attribute lookup,1,domain-customer-and-identity,1,attribute lookup,1,triggers
attributedtouchtime,1,domain-marketing-and-acquisition,1,AttributedTouchTime,1,triggers
attributedtouchtype,1,domain-marketing-and-acquisition,1,AttributedTouchType,1,triggers
attribution chain,1,domain-marketing-and-acquisition,1,attribution chain,2,triggers
attribution lookback,1,domain-marketing-and-acquisition,1,attribution lookback,1,triggers
attributionlookback,1,domain-marketing-and-acquisition,1,AttributionLookback,1,triggers
au investment,1,domain-revenue-and-fees,1,AU investment,1,triggers
au10tix,1,domain-ops-and-onboarding,1,Au10tix,2,triggers
aua,1,domain-aum-and-aua,2,AUA; aua,1,triggers
aud,1,domain-revenue-and-fees,1,AUD,1,triggers
aud usd conversion,1,domain-spaceship,1,AUD USD conversion,1,triggers
aud_balance_prev cohort,1,domain-spaceship,1,aud_balance_prev cohort,1,triggers
aud_usd_rates,1,domain-spaceship,1,aud_usd_rates,1,triggers
audit re-run,1,domain-staking,1,audit re-run,1,triggers
audit trail for accountid y over a date window,1,domain-cross,1,Audit trail for AccountID Y over a date window,1,sample_questions
aum,1,domain-aum-and-aua,2,AUM; aum,1,triggers
aum on june 9 2026,1,cross-cutting,1,AUM on June 9 2026,1,sample_questions
aum per regulation as of yesterday,1,domain-payments,1,AUM per regulation as of yesterday,1,sample_questions
australia,1,domain-revenue-and-fees,1,Australia,1,triggers
australia sydney,1,domain-spaceship,1,Australia/Sydney,1,triggers
australian dollar,1,domain-revenue-and-fees,1,Australian dollar,1,triggers
australian investment,1,domain-spaceship,1,australian investment,1,triggers
authorizes,1,domain-cross,1,Authorizes,1,triggers
auto-deposit,1,domain-cross,1,auto-deposit,1,triggers
automation,1,domain-marketing-and-acquisition,1,Automation,1,triggers
avax,1,domain-staking,1,AVAX,2,triggers
average csat score per agent and team over the last 90 days,1,domain-customer-and-identity,1,Average CSAT score per agent (and team) over the last 90 days,1,sample_questions
average daily holdings,1,domain-staking,1,average daily holdings,1,triggers
average minutes-to-definition by vendor in april 2026,1,domain-ops-and-onboarding,1,Average minutes-to-definition by vendor in April 2026,1,sample_questions
average proofofidentity_slaminutes by regulation,1,domain-ops-and-onboarding,1,Average ProofOfIdentity_SLAMinutes by regulation,1,sample_questions
average time from vl0 to vl3 in the last 30 days,1,domain-ops-and-onboarding,1,Average time from VL0 to VL3 in the last 30 days?,1,sample_questions
avg_daily_eligible,1,domain-staking,1,avg_daily_eligible,1,triggers
avg_daily_holdings_threshold,1,domain-staking,1,Avg_Daily_Holdings_Threshold,2,triggers
avg_dailytotalstakingpool,1,domain-staking,1,Avg_DailyTotalStakingPool,1,triggers
backoffice customer,1,domain-customer-and-identity,1,BackOffice.Customer,1,triggers
backoffice customeralltimeaggregateddata,1,domain-customer-and-identity,1,BackOffice.CustomerAllTimeAggregatedData,1,triggers
backoffice customerdocument,1,domain-customer-and-identity,1,BackOffice.CustomerDocument,1,triggers
backoffice customerrisk,1,domain-customer-and-identity,1,BackOffice.CustomerRisk,1,triggers
backoffice_customer,1,domain-customer-and-identity,1,backoffice_customer,1,triggers
balance,1,domain-payments,1,balance,2,triggers
balance interest,1,domain-revenue-and-fees,1,balance interest,1,triggers
balance only,1,domain-customer-and-identity,1,balance only,2,triggers
balance under custody,1,domain-aum-and-aua,1,balance under custody,1,triggers
balance-only,1,domain-payments,1,balance-only,1,triggers
balanceonly,1,domain-customer-and-identity,1,BalanceOnly,1,triggers
bannerid,1,domain-marketing-and-acquisition,1,BannerID,2,triggers
bare trigger,1,cross-cutting,1,bare trigger,2,triggers
baseexchangerate,1,domain-revenue-and-fees,1,BaseExchangeRate,1,triggers
batchid,1,domain-marketing-and-acquisition,1,BatchID,1,triggers
ben thompson,1,domain-moneyfarm,1,ben thompson,1,triggers
ben thompson tableau,1,domain-moneyfarm,1,ben thompson tableau,1,triggers
benth,1,domain-moneyfarm,1,benth,1,triggers
best execution,1,domain-trading,1,best execution,2,triggers
best execution committee,1,domain-trading,1,Best Execution Committee,2,triggers
bestexecution_results,1,domain-trading,1,bestexecution_results,1,triggers
beta target,1,domain-trading,1,beta target,1,triggers
bi_cy_cost_budget,1,domain-ops-and-onboarding,1,bi_cy_cost_budget,2,triggers
bi_db dbo sp_appflyer_reports,1,domain-marketing-and-acquisition,1,BI_DB.dbo.SP_AppFlyer_Reports,1,triggers
bi_db_aml_bi_alerts_new,1,domain-compliance-and-aml,1,BI_DB_AML_BI_Alerts_New,2,triggers
bi_db_aml_daily_alerts,1,domain-compliance-and-aml,1,BI_DB_AML_Daily_Alerts,2,triggers
bi_db_amlperiodicreview,1,domain-compliance-and-aml,2,BI_DB_AMLPeriodicReview; bi_db_amlperiodicreview,1,triggers
bi_db_appflyer_reports,1,domain-marketing-and-acquisition,2,BI_DB_AppFlyer_Reports; bi_db_appflyer_reports,1,triggers
bi_db_cid_dailycluster,1,domain-customer-and-identity,1,BI_DB_CID_DailyCluster,1,triggers
bi_db_cid_dailypanel_club,1,domain-customer-and-identity,1,BI_DB_CID_DailyPanel_Club,1,triggers
bi_db_cid_dailypanel_fulldata,1,domain-customer-and-identity,1,BI_DB_CID_DailyPanel_FullData,1,triggers
bi_db_cid_monthlypanel_fulldata,1,domain-customer-and-identity,1,BI_DB_CID_MonthlyPanel_FullData,1,triggers
bi_db_cidfirstdates,1,domain-customer-and-identity,1,BI_DB_CIDFirstDates,1,triggers
bi_db_client_balance,1,domain-payments,1,BI_DB_Client_Balance,2,triggers
bi_db_clubchangelogproduct,1,domain-customer-and-identity,1,BI_DB_ClubChangeLogProduct,2,triggers
bi_db_dailycopyrevenue,1,domain-customer-and-identity,1,BI_DB_DailyCopyRevenue,1,triggers
bi_db_dailypanel_copy,1,domain-customer-and-identity,1,BI_DB_DailyPanel_Copy,1,triggers
bi_db_ddr_cid_level,1,domain-customer-and-identity,1,BI_DB_DDR_CID_Level,1,triggers
bi_db_ddr_customer_daily_status,1,domain-payments,1,bi_db_ddr_customer_daily_status,1,triggers
bi_db_ddr_customer_periodic_status,1,domain-payments,1,bi_db_ddr_customer_periodic_status,1,triggers
bi_db_ddr_fact_aum,1,domain-payments,1,bi_db_ddr_fact_aum,1,triggers
bi_db_ddr_fact_mimo_allplatforms,1,domain-payments,1,bi_db_ddr_fact_mimo_allplatforms,1,triggers
bi_db_ddr_fact_pnl,1,domain-payments,1,bi_db_ddr_fact_pnl,1,triggers
bi_db_ddr_fact_revenue_generating_actions,1,domain-payments,1,bi_db_ddr_fact_revenue_generating_actions,1,triggers
bi_db_ddr_fact_trading_volumes_and_amounts,1,domain-payments,1,bi_db_ddr_fact_trading_volumes_and_amounts,1,triggers
bi_db_depositwithdrawfee,1,domain-revenue-and-fees,1,BI_DB_DepositWithdrawFee,1,triggers
